,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.1066666692495346,2023-12-13 14:27:00.230509,2023-12-13 14:32:11.768930,0 days 00:05:11.538421,256,75,0.01574189004745665,6.0909271150834465,COMPLETE
1,1,0.12444445490837097,2023-12-13 14:32:11.987007,2023-12-13 14:40:57.785609,0 days 00:08:45.798602,512,142,6.690421166498795e-06,5.342613029995931,COMPLETE
2,2,0.10222222656011581,2023-12-13 14:40:57.920330,2023-12-13 14:46:22.901818,0 days 00:05:24.981488,512,87,0.005141096648805749,2.1568030651519257,COMPLETE
3,3,0.10000000894069672,2023-12-13 14:46:23.035151,2023-12-13 14:52:14.958370,0 days 00:05:51.923219,4500,103,0.06220025976819164,8.12229401154132,COMPLETE
4,4,0.13555555045604706,2023-12-13 14:52:15.091402,2023-12-13 14:56:03.333267,0 days 00:03:48.241865,512,61,0.02857080075040725,2.736043819680166,COMPLETE
5,5,0.1088888943195343,2023-12-13 14:56:03.530560,2023-12-13 15:03:38.417178,0 days 00:07:34.886618,4096,133,0.04335045392775135,8.96930803419096,COMPLETE
6,6,0.055555559694767,2023-12-13 15:03:38.575843,2023-12-13 15:11:27.146102,0 days 00:07:48.570259,256,120,4.247116662617139e-06,8.321627589688907,COMPLETE
7,7,0.7577778100967407,2023-12-13 15:11:27.311011,2023-12-13 15:15:41.782942,0 days 00:04:14.471931,4500,72,0.004300001586162603,2.14741367903489,COMPLETE
8,8,0.08444444090127945,2023-12-13 15:15:41.926447,2023-12-13 15:16:06.452364,0 days 00:00:24.525917,256,2,4.956947932799961e-07,8.658413573580816,COMPLETE
9,9,0.10222223401069641,2023-12-13 15:16:06.601343,2023-12-13 15:23:18.557763,0 days 00:07:11.956420,4096,125,0.021051180519608702,4.827706266587104,COMPLETE
10,10,0.8844444751739502,2023-12-13 15:23:18.721266,2023-12-13 15:27:48.094547,0 days 00:04:29.373281,4500,67,0.002805551952000326,1.1550595726681083,COMPLETE
11,11,0.746666669845581,2023-12-13 15:27:48.364990,2023-12-13 15:31:13.306561,0 days 00:03:24.941571,4500,57,0.001300868410015709,0.2,COMPLETE
12,12,0.09333334118127823,2023-12-13 15:31:13.437713,2023-12-13 15:36:45.000653,0 days 00:05:31.562940,4500,88,0.011271168760954848,0.6488470862991311,COMPLETE
13,13,0.8644444942474365,2023-12-13 15:36:45.155148,2023-12-13 15:40:30.604952,0 days 00:03:45.449804,4500,63,0.002422775799501008,2.222746189465874,COMPLETE
14,14,0.6866666674613953,2023-12-13 15:40:30.762901,2023-12-13 15:44:26.839741,0 days 00:03:56.076840,4500,66,0.0008147155465796594,1.4632458272194397,COMPLETE
15,15,0.851111114025116,2023-12-13 15:44:27.030025,2023-12-13 15:48:12.406574,0 days 00:03:45.376549,4500,63,0.0036941370123123635,0.9987408528181221,COMPLETE
16,16,0.864444375038147,2023-12-13 15:48:21.316852,2023-12-13 15:52:18.828096,0 days 00:03:57.511244,4500,65,0.002487422710158897,1.2762387507453987,COMPLETE
17,17,0.8711111545562744,2023-12-13 15:52:18.974296,2023-12-13 15:56:12.300738,0 days 00:03:53.326442,4500,65,0.0026938917053715974,1.4824493211506595,COMPLETE
18,18,0.8488889336585999,2023-12-13 15:56:12.457272,2023-12-13 16:00:06.041870,0 days 00:03:53.584598,4500,65,0.0026949940641322234,1.447290950626791,COMPLETE
19,19,0.8666666746139526,2023-12-13 16:00:06.173704,2023-12-13 16:03:56.093500,0 days 00:03:49.919796,4500,64,0.0027537569073642605,1.473938838671639,COMPLETE
