,number,value,datetime_start,datetime_complete,duration,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.010999999940395355,2023-12-19 17:03:27.793343,2023-12-19 17:16:17.449737,0 days 00:12:49.656394,75,0.0506157688875231,7.373540629751771,COMPLETE
1,1,0.014999998733401299,2023-12-19 17:16:17.610964,2023-12-19 17:35:49.729015,0 days 00:19:32.118051,120,8.632008168602531e-07,1.728746299294786,COMPLETE
2,2,0.19750000536441803,2023-12-19 17:35:49.884315,2023-12-19 17:37:59.978600,0 days 00:02:10.094285,12,0.01574189004745665,6.0909271150834465,COMPLETE
3,3,0.013000000268220901,2023-12-19 17:38:00.188951,2023-12-19 18:01:14.933209,0 days 00:23:14.744258,142,1.3289448722869174e-07,9.705116551187544,COMPLETE
4,4,0.008500000461935997,2023-12-19 18:01:15.064423,2023-12-19 18:28:33.314008,0 days 00:27:18.249585,167,1.8794668241638449e-06,1.981884678629586,COMPLETE
5,5,0.016499999910593033,2023-12-19 18:28:33.473448,2023-12-19 18:34:48.658116,0 days 00:06:15.184668,37,6.690421166498795e-06,5.342613029995931,COMPLETE
6,6,0.0020000000949949026,2023-12-19 18:34:48.799633,2023-12-19 18:49:06.083527,0 days 00:14:17.283894,87,5.589524205217927e-06,6.1961583682793195,COMPLETE
7,7,0.006500000134110451,2023-12-19 18:49:06.216846,2023-12-19 18:53:55.315361,0 days 00:04:49.098515,28,5.6606706992588876e-06,3.790346064278179,COMPLETE
8,8,0.24650000035762787,2023-12-19 18:53:55.446812,2023-12-19 19:08:57.723672,0 days 00:15:02.276860,92,0.005141096648805749,2.1568030651519257,COMPLETE
9,9,0.06599999964237213,2023-12-19 19:08:57.881706,2023-12-19 19:25:50.894289,0 days 00:16:53.012583,103,0.00035849855803404753,0.6552140446559778,COMPLETE
10,10,0.24150000512599945,2023-12-19 19:25:51.027648,2023-12-19 19:31:48.520276,0 days 00:05:57.492628,35,0.005983676911056592,3.1345459722397506,COMPLETE
11,11,0.2619999945163727,2023-12-19 19:31:48.674419,2023-12-19 19:44:13.389415,0 days 00:12:24.714996,75,0.004826324709994765,4.498082373582579,COMPLETE
12,12,0.22200000286102295,2023-12-19 19:44:13.539668,2023-12-19 19:57:33.244716,0 days 00:13:19.705048,81,0.00714903437505247,4.33764012758268,COMPLETE
13,13,0.25200000405311584,2023-12-19 19:57:33.391731,2023-12-19 20:07:42.586456,0 days 00:10:09.194725,61,0.0029664447355207974,4.300828497858883,COMPLETE
14,14,0.22300001978874207,2023-12-19 20:07:42.720170,2023-12-19 20:10:33.479130,0 days 00:02:50.758960,16,0.004388759547840002,6.824339013900116,COMPLETE
15,15,0.28200000524520874,2023-12-19 20:10:33.639939,2023-12-19 20:27:03.725560,0 days 00:16:30.085621,101,0.0031607637452949503,4.070126327612235,COMPLETE
16,16,0.06300000101327896,2023-12-19 20:27:03.888022,2023-12-19 20:27:29.467860,0 days 00:00:25.579838,1,0.012960460735828355,0.2,COMPLETE
17,17,0.26999998092651367,2023-12-19 20:27:29.604421,2023-12-19 20:50:09.915607,0 days 00:22:40.311186,137,0.0028344512654912006,3.276177547440461,COMPLETE
18,18,0.3005000054836273,2023-12-19 20:50:10.074246,2023-12-19 21:07:00.280278,0 days 00:16:50.206032,102,0.003238872815954122,3.182703027784489,COMPLETE
19,19,0.25850000977516174,2023-12-19 21:07:00.432022,2023-12-19 21:22:54.294680,0 days 00:15:53.862658,97,0.002608607495613116,2.3162420073451893,COMPLETE
