,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.009499999694526196,2023-12-14 15:12:51.993994,2023-12-14 15:28:53.143766,0 days 00:16:01.149772,256,75,0.01574189004745665,6.0909271150834465,COMPLETE
1,1,0.014499999582767487,2023-12-14 15:28:53.286460,2023-12-14 15:55:52.450376,0 days 00:26:59.163916,512,142,6.690421166498795e-06,5.342613029995931,COMPLETE
2,2,0.20249998569488525,2023-12-14 15:55:52.606702,2023-12-14 16:12:27.750368,0 days 00:16:35.143666,512,87,0.005141096648805749,2.1568030651519257,COMPLETE
3,3,0.010999999940395355,2023-12-14 16:12:27.900604,2023-12-14 16:29:30.137432,0 days 00:17:02.236828,4500,103,0.06220025976819164,8.12229401154132,COMPLETE
4,4,0.01600000075995922,2023-12-14 16:29:30.315936,2023-12-14 16:41:17.288873,0 days 00:11:46.972937,512,61,0.02857080075040725,2.736043819680166,COMPLETE
5,5,0.01850000023841858,2023-12-14 16:41:17.425739,2023-12-14 17:02:38.240927,0 days 00:21:20.815188,4096,133,0.04335045392775135,8.96930803419096,COMPLETE
6,6,0.0020000000949949026,2023-12-14 17:02:38.383145,2023-12-14 17:27:56.864233,0 days 00:25:18.481088,256,120,4.247116662617139e-06,8.321627589688907,COMPLETE
7,7,0.2800000011920929,2023-12-14 17:27:56.997575,2023-12-14 17:39:55.136682,0 days 00:11:58.139107,4500,72,0.004300001586162603,2.14741367903489,COMPLETE
8,8,0.004000000189989805,2023-12-14 17:39:55.290875,2023-12-14 17:40:34.597864,0 days 00:00:39.306989,256,2,4.956947932799961e-07,8.658413573580816,COMPLETE
9,9,0.148499995470047,2023-12-14 17:40:34.758772,2023-12-14 18:00:44.325429,0 days 00:20:09.566657,4096,125,0.021051180519608702,4.827706266587104,COMPLETE
10,10,0.25450000166893005,2023-12-14 18:00:44.463758,2023-12-14 18:11:59.513803,0 days 00:11:15.050045,4500,67,0.0026701381168708154,1.0440044523294936,COMPLETE
11,11,0.27400001883506775,2023-12-14 18:11:59.674300,2023-12-14 18:24:27.066465,0 days 00:12:27.392165,4500,75,0.003344956656966373,2.1716361715889776,COMPLETE
12,12,0.24799999594688416,2023-12-14 18:24:27.215816,2023-12-14 18:35:40.172720,0 days 00:11:12.956904,4500,67,0.004911985880790761,2.305941464999205,COMPLETE
13,13,0.210999995470047,2023-12-14 18:35:40.334472,2023-12-14 18:48:51.543580,0 days 00:13:11.209108,4500,79,0.013481813195735153,1.2569548300823539,COMPLETE
14,14,0.2515000104904175,2023-12-14 18:48:51.710753,2023-12-14 19:04:09.345587,0 days 00:15:17.634834,4500,92,0.002829011851741189,1.8464085133381438,COMPLETE
15,15,0.2670000195503235,2023-12-14 19:04:09.479951,2023-12-14 19:16:27.310776,0 days 00:12:17.830825,4500,74,0.0029050863717990927,1.995390092220585,COMPLETE
16,16,0.28700000047683716,2023-12-14 19:16:27.460213,2023-12-14 19:29:18.869476,0 days 00:12:51.409263,4500,77,0.003629309746935068,1.8329431310525408,COMPLETE
17,17,0.2529999911785126,2023-12-14 19:29:19.028814,2023-12-14 19:42:45.543809,0 days 00:13:26.514995,4500,80,0.004662409122841153,1.3548877903305803,COMPLETE
18,18,0.2785000205039978,2023-12-14 19:42:45.683966,2023-12-14 19:55:34.489050,0 days 00:12:48.805084,4500,76,0.002734209504700055,1.9458214106159126,COMPLETE
19,19,0.26249998807907104,2023-12-14 19:55:34.637456,2023-12-14 20:08:25.622540,0 days 00:12:50.985084,4500,77,0.00279512113782396,1.9216610681304245,COMPLETE
20,20,0.2685000002384186,2023-12-14 20:08:25.754952,2023-12-14 20:20:59.662452,0 days 00:12:33.907500,4500,76,0.003135915339589352,1.9422952515281282,COMPLETE
21,21,0.2680000066757202,2023-12-14 20:20:59.838622,2023-12-14 20:33:33.608957,0 days 00:12:33.770335,4500,76,0.0031938934886528085,1.9742825571657219,COMPLETE
22,22,0.2705000042915344,2023-12-14 20:33:33.753432,2023-12-14 20:46:12.151333,0 days 00:12:38.397901,4500,76,0.003233363401474947,1.9398205027833542,COMPLETE
23,23,0.2709999978542328,2023-12-14 20:46:12.299199,2023-12-14 20:58:54.715576,0 days 00:12:42.416377,4500,76,0.0033024615335871584,1.9455979462293058,COMPLETE
24,24,0.25699999928474426,2023-12-14 20:58:54.856895,2023-12-14 21:11:44.845509,0 days 00:12:49.988614,4500,77,0.0033629585148694644,1.9518185540154949,COMPLETE
25,25,0.25,2023-12-14 21:11:45.008752,2023-12-14 21:24:07.857098,0 days 00:12:22.848346,4500,74,0.0029250157182049833,1.9476593001556592,COMPLETE
26,26,0.2709999978542328,2023-12-14 21:24:07.992094,2023-12-14 21:36:46.283849,0 days 00:12:38.291755,4500,76,0.0033179227569863708,1.978888080365041,COMPLETE
27,27,0.2669999897480011,2023-12-14 21:36:46.451589,2023-12-14 21:49:20.992492,0 days 00:12:34.540903,4500,76,0.0033613943178920115,1.9865901398241086,COMPLETE
28,28,0.257999986410141,2023-12-14 21:49:21.149576,2023-12-14 22:02:06.996286,0 days 00:12:45.846710,4500,77,0.0033645675114492867,1.984392355118386,COMPLETE
29,29,0.265500009059906,2023-12-14 22:02:07.150177,2023-12-14 22:14:37.184123,0 days 00:12:30.033946,4500,75,0.003234008692587513,1.946230411695607,COMPLETE
30,30,0.257500022649765,2023-12-14 22:14:37.336122,2023-12-14 22:27:10.095624,0 days 00:12:32.759502,4500,75,0.0032465097126347475,1.95307138376105,COMPLETE
31,31,0.24199999868869781,2023-12-14 22:27:10.238770,2023-12-14 22:39:54.573992,0 days 00:12:44.335222,4500,76,0.003233022724819388,1.969014761105167,COMPLETE
32,32,0.2745000123977661,2023-12-14 22:39:54.707426,2023-12-14 22:52:08.412784,0 days 00:12:13.705358,4500,73,0.0031776257684834174,1.9351511321802384,COMPLETE
33,33,0.25200000405311584,2023-12-14 22:52:13.283950,2023-12-14 23:04:26.672808,0 days 00:12:13.388858,4500,72,0.0031392590165857538,1.9156273335991607,COMPLETE
34,34,0.2580000162124634,2023-12-14 23:04:26.819457,2023-12-14 23:17:00.539975,0 days 00:12:33.720518,4500,75,0.0032309816425342064,1.9686211681693713,COMPLETE
35,35,0.2554999887943268,2023-12-14 23:17:00.688613,2023-12-14 23:29:25.000322,0 days 00:12:24.311709,4500,75,0.0032401850840845987,1.9629415482933377,COMPLETE
36,36,0.25950002670288086,2023-12-14 23:29:25.161337,2023-12-14 23:42:03.712474,0 days 00:12:38.551137,4500,76,0.003241859204455992,1.9590983194362017,COMPLETE
37,37,0.27250000834465027,2023-12-14 23:42:03.877458,2023-12-14 23:54:31.700065,0 days 00:12:27.822607,4500,75,0.003237928677352926,1.9555231041796295,COMPLETE
38,38,0.26250001788139343,2023-12-14 23:54:31.864168,2023-12-15 00:07:05.799141,0 days 00:12:33.934973,4500,75,0.0032412929555869,1.9562155708424251,COMPLETE
39,39,0.27900001406669617,2023-12-15 00:07:05.982252,2023-12-15 00:19:52.841786,0 days 00:12:46.859534,4500,76,0.0032447083473551575,1.9579403051129625,COMPLETE
40,40,0.2409999966621399,2023-12-15 00:19:52.979235,2023-12-15 00:32:29.022747,0 days 00:12:36.043512,4500,76,0.003263117275657688,1.9679461195112162,COMPLETE
41,41,0.2515000104904175,2023-12-15 00:32:29.171863,2023-12-15 00:44:53.886556,0 days 00:12:24.714693,4500,74,0.0032008625516110564,1.9332176700738228,COMPLETE
