,number,value,datetime_start,datetime_complete,duration,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.009999999776482582,2023-12-19 17:03:29.714110,2023-12-19 17:15:39.221629,0 days 00:12:09.507519,75,0.0506157688875231,7.373540629751771,COMPLETE
1,1,0.006500000134110451,2023-12-19 17:15:39.351826,2023-12-19 17:34:24.977392,0 days 00:18:45.625566,120,8.632008168602531e-07,1.728746299294786,COMPLETE
2,2,0.09149999916553497,2023-12-19 17:34:25.112393,2023-12-19 17:36:37.422683,0 days 00:02:12.310290,12,0.01574189004745665,6.0909271150834465,COMPLETE
3,3,0.014000000432133675,2023-12-19 17:36:37.611154,2023-12-19 17:58:54.488459,0 days 00:22:16.877305,142,1.3289448722869174e-07,9.705116551187544,COMPLETE
4,4,0.009999999776482582,2023-12-19 17:58:54.677573,2023-12-19 18:25:08.729116,0 days 00:26:14.051543,167,1.8794668241638449e-06,1.981884678629586,COMPLETE
5,5,0.010999999940395355,2023-12-19 18:25:08.967134,2023-12-19 18:31:14.955370,0 days 00:06:05.988236,37,6.690421166498795e-06,5.342613029995931,COMPLETE
6,6,0.018000001087784767,2023-12-19 18:31:15.179177,2023-12-19 18:44:54.040292,0 days 00:13:38.861115,87,5.589524205217927e-06,6.1961583682793195,COMPLETE
7,7,0.008999999612569809,2023-12-19 18:44:54.224370,2023-12-19 18:49:34.451686,0 days 00:04:40.227316,28,5.6606706992588876e-06,3.790346064278179,COMPLETE
8,8,0.6779999732971191,2023-12-19 18:49:34.583911,2023-12-19 19:03:55.008092,0 days 00:14:20.424181,92,0.005141096648805749,2.1568030651519257,COMPLETE
9,9,0.28049999475479126,2023-12-19 19:03:55.214449,2023-12-19 19:20:05.650128,0 days 00:16:10.435679,103,0.00035849855803404753,0.6552140446559778,COMPLETE
10,10,0.009999999776482582,2023-12-19 19:20:05.863957,2023-12-19 19:35:55.714308,0 days 00:15:49.850351,100,0.01392706305972075,1.5396924324971761,COMPLETE
11,11,0.7070000171661377,2023-12-19 19:35:55.862360,2023-12-19 19:39:06.638109,0 days 00:03:10.775749,18,0.003080331565386326,0.24538934055570844,COMPLETE
12,12,0.85999995470047,2023-12-19 19:39:06.767951,2023-12-19 19:50:16.602502,0 days 00:11:09.834551,70,0.0032484596448771686,1.7414784080781225,COMPLETE
13,13,0.8489999771118164,2023-12-19 19:50:16.802792,2023-12-19 20:02:56.888918,0 days 00:12:40.086126,79,0.0024497825939258553,2.8158361223883204,COMPLETE
14,14,0.8519999980926514,2023-12-19 20:02:57.088750,2023-12-19 20:18:08.076043,0 days 00:15:10.987293,96,0.0025740417253259356,1.0018617816790025,COMPLETE
15,15,0.8385000228881836,2023-12-19 20:18:08.209604,2023-12-19 20:30:58.742432,0 days 00:12:50.532828,81,0.002821378640342474,1.8447516269928144,COMPLETE
16,16,0.8374999761581421,2023-12-19 20:30:58.898867,2023-12-19 20:49:11.963793,0 days 00:18:13.064926,116,0.0027018751624439006,2.749829354969786,COMPLETE
17,17,0.859499990940094,2023-12-19 20:49:12.110795,2023-12-19 21:03:08.757632,0 days 00:13:56.646837,88,0.002881147619769665,2.181153916918016,COMPLETE
18,18,0.8525000214576721,2023-12-19 21:03:08.985718,2023-12-19 21:14:23.170853,0 days 00:11:14.185135,70,0.003035061895702393,3.864600798022585,COMPLETE
19,19,0.8535000085830688,2023-12-19 21:14:23.391731,2023-12-19 21:27:41.995492,0 days 00:13:18.603761,84,0.0029630338585342163,2.7355156534353378,COMPLETE
