,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.11777778714895248,2023-12-14 15:12:52.261254,2023-12-14 15:19:39.498603,0 days 00:06:47.237349,256,75,0.01574189004745665,6.0909271150834465,COMPLETE
1,1,0.111111119389534,2023-12-14 15:19:39.650899,2023-12-14 15:30:43.381460,0 days 00:11:03.730561,512,142,6.690421166498795e-06,5.342613029995931,COMPLETE
2,2,0.6000000238418579,2023-12-14 15:30:43.529208,2023-12-14 15:37:33.475042,0 days 00:06:49.945834,512,87,0.005141096648805749,2.1568030651519257,COMPLETE
3,3,0.10222221910953522,2023-12-14 15:37:33.625927,2023-12-14 15:44:42.972468,0 days 00:07:09.346541,4500,103,0.06220025976819164,8.12229401154132,COMPLETE
4,4,0.1088888943195343,2023-12-14 15:44:43.148705,2023-12-14 15:49:33.012449,0 days 00:04:49.863744,512,61,0.02857080075040725,2.736043819680166,COMPLETE
5,5,0.11999999731779099,2023-12-14 15:49:33.162989,2023-12-14 15:58:36.888080,0 days 00:09:03.725091,4096,133,0.04335045392775135,8.96930803419096,COMPLETE
6,6,0.08666666597127914,2023-12-14 15:58:37.033440,2023-12-14 16:08:45.388980,0 days 00:10:08.355540,256,120,4.247116662617139e-06,8.321627589688907,COMPLETE
7,7,0.7777777910232544,2023-12-14 16:08:45.539169,2023-12-14 16:13:48.556667,0 days 00:05:03.017498,4500,72,0.004300001586162603,2.14741367903489,COMPLETE
8,8,0.15333333611488342,2023-12-14 16:13:48.692095,2023-12-14 16:14:09.556899,0 days 00:00:20.864804,256,2,4.956947932799961e-07,8.658413573580816,COMPLETE
9,9,0.5400000214576721,2023-12-14 16:14:09.693794,2023-12-14 16:22:40.649729,0 days 00:08:30.955935,4096,125,0.021051180519608702,4.827706266587104,COMPLETE
10,10,0.7911111116409302,2023-12-14 16:22:40.780872,2023-12-14 16:29:30.074793,0 days 00:06:49.293921,4500,67,0.0026579467062829995,1.0338172374473784,COMPLETE
11,11,0.7799999713897705,2023-12-14 16:29:30.364618,2023-12-14 16:34:38.173860,0 days 00:05:07.809242,4500,73,0.0024618062270887276,1.363095802797585,COMPLETE
12,12,0.7777777910232544,2023-12-14 16:34:38.310254,2023-12-14 16:38:57.515538,0 days 00:04:19.205284,4500,61,0.004057182183331396,1.3096830628013867,COMPLETE
13,13,0.7799999713897705,2023-12-14 16:38:57.659633,2023-12-14 16:45:17.510460,0 days 00:06:19.850827,4500,91,0.005202654562569368,0.3254633373254301,COMPLETE
14,14,0.7866666913032532,2023-12-14 16:45:17.644186,2023-12-14 16:50:54.176662,0 days 00:05:36.532476,4500,80,0.003616160562568311,0.896112731429429,COMPLETE
15,15,0.786666750907898,2023-12-14 16:50:54.315880,2023-12-14 16:56:06.704417,0 days 00:05:12.388537,4500,74,0.0033210245045280666,0.6779480372274306,COMPLETE
16,16,0.7888888716697693,2023-12-14 16:56:06.839033,2023-12-14 17:01:11.136906,0 days 00:05:04.297873,4500,72,0.003246858090950024,0.8620613988472954,COMPLETE
17,17,0.7822222709655762,2023-12-14 17:01:11.273443,2023-12-14 17:06:13.926398,0 days 00:05:02.652955,4500,72,0.0032777393234380515,0.8538924291252648,COMPLETE
18,18,0.7888889312744141,2023-12-14 17:06:14.101768,2023-12-14 17:11:04.479638,0 days 00:04:50.377870,4500,69,0.0028249910490943412,0.6919101033522078,COMPLETE
19,19,0.7888889312744141,2023-12-14 17:11:04.612007,2023-12-14 17:15:51.932929,0 days 00:04:47.320922,4500,68,0.002809164216636987,0.7321056345784942,COMPLETE
20,20,0.7888888716697693,2023-12-14 17:15:52.096034,2023-12-14 17:20:39.570431,0 days 00:04:47.474397,4500,68,0.002842291013221183,0.7600640039488831,COMPLETE
21,21,0.7755556106567383,2023-12-14 17:20:39.701263,2023-12-14 17:25:26.806039,0 days 00:04:47.104776,4500,68,0.0028475379942632766,0.7607123644520237,COMPLETE
22,22,0.7844444513320923,2023-12-14 17:25:26.957501,2023-12-14 17:30:51.599133,0 days 00:05:24.641632,4500,77,0.0032649979998223846,0.853648858175085,COMPLETE
23,23,0.7866666913032532,2023-12-14 17:30:51.778401,2023-12-14 17:36:04.784193,0 days 00:05:13.005792,4500,74,0.003191715556342214,0.8485531889072409,COMPLETE
24,24,0.7866666316986084,2023-12-14 17:36:04.943607,2023-12-14 17:41:16.939222,0 days 00:05:11.995615,4500,74,0.003248456852619586,0.9024351699110211,COMPLETE
25,25,0.7666667103767395,2023-12-14 17:41:17.094359,2023-12-14 17:46:29.241655,0 days 00:05:12.147296,4500,74,0.0032080698680463735,0.8622182627700636,COMPLETE
26,26,0.7866666316986084,2023-12-14 17:46:29.375267,2023-12-14 17:51:27.029815,0 days 00:04:57.654548,4500,70,0.0029735554123548713,0.8197284084058174,COMPLETE
27,27,0.800000011920929,2023-12-14 17:51:27.204335,2023-12-14 17:56:18.746465,0 days 00:04:51.542130,4500,69,0.002953764977623216,0.8148624035900387,COMPLETE
28,28,0.7888889312744141,2023-12-14 17:56:18.914477,2023-12-14 18:01:10.775106,0 days 00:04:51.860629,4500,69,0.003052415193833988,0.7957418879825582,COMPLETE
29,29,0.7822222709655762,2023-12-14 18:01:10.908920,2023-12-14 18:05:58.131920,0 days 00:04:47.223000,4500,68,0.0030553744728845558,0.803561613299222,COMPLETE
30,30,0.7911111116409302,2023-12-14 18:05:58.288913,2023-12-14 18:10:50.205385,0 days 00:04:51.916472,4500,69,0.0029969563802445163,0.7823741407815419,COMPLETE
31,31,0.7799999713897705,2023-12-14 18:10:50.364985,2023-12-14 18:15:38.478140,0 days 00:04:48.113155,4500,68,0.0029975270654511573,0.7647102898584792,COMPLETE
32,32,0.7711111307144165,2023-12-14 18:15:38.635131,2023-12-14 18:20:35.031996,0 days 00:04:56.396865,4500,70,0.003038097692273739,0.8110188844660662,COMPLETE
33,33,0.7977777719497681,2023-12-14 18:20:35.165639,2023-12-14 18:25:31.661974,0 days 00:04:56.496335,4500,70,0.002904425793314853,0.7938584041347596,COMPLETE
34,34,0.7688889503479004,2023-12-14 18:25:31.835653,2023-12-14 18:30:36.810692,0 days 00:05:04.975039,4500,72,0.0028642624226913665,0.70767267168436,COMPLETE
35,35,0.7755556106567383,2023-12-14 18:30:36.969389,2023-12-14 18:35:24.914785,0 days 00:04:47.945396,4500,68,0.0031552530867844934,1.056552324463469,COMPLETE
36,36,0.7844444513320923,2023-12-14 18:35:25.048915,2023-12-14 18:40:12.341591,0 days 00:04:47.292676,4500,68,0.003057231605768715,0.8983575014512608,COMPLETE
37,37,0.7866666316986084,2023-12-14 18:40:12.525523,2023-12-14 18:45:00.198750,0 days 00:04:47.673227,4500,68,0.0029869693490107425,0.8724093550724168,COMPLETE
38,38,0.7933333516120911,2023-12-14 18:45:00.353009,2023-12-14 18:49:44.162978,0 days 00:04:43.809969,4500,67,0.0029631954525920472,0.87739058887864,COMPLETE
39,39,0.7822222709655762,2023-12-14 18:49:44.305300,2023-12-14 18:54:14.549470,0 days 00:04:30.244170,4500,64,0.002847251858624702,0.9055546924808859,COMPLETE
40,40,0.7911111116409302,2023-12-14 18:54:14.682871,2023-12-14 18:59:05.500385,0 days 00:04:50.817514,4500,69,0.0031440657958285347,0.8999562033251378,COMPLETE
