,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.5222222805023193,2023-12-14 14:36:19.313184,2023-12-14 14:40:13.286621,0 days 00:03:53.973437,256,75,0.01574189004745665,6.0909271150834465,COMPLETE
1,1,0.17333334684371948,2023-12-14 14:40:13.449794,2023-12-14 14:46:35.701075,0 days 00:06:22.251281,512,142,6.690421166498795e-06,5.342613029995931,COMPLETE
2,2,0.9177778363227844,2023-12-14 14:46:35.849846,2023-12-14 14:50:35.763098,0 days 00:03:59.913252,512,87,0.005141096648805749,2.1568030651519257,COMPLETE
3,3,0.35555559396743774,2023-12-14 14:50:35.944484,2023-12-14 14:54:57.506387,0 days 00:04:21.561903,4500,103,0.06220025976819164,8.12229401154132,COMPLETE
4,4,0.3377777934074402,2023-12-14 14:54:57.731032,2023-12-14 14:57:50.117414,0 days 00:02:52.386382,512,61,0.02857080075040725,2.736043819680166,COMPLETE
5,5,0.5044444799423218,2023-12-14 14:57:50.278848,2023-12-14 15:03:22.924237,0 days 00:05:32.645389,4096,133,0.04335045392775135,8.96930803419096,COMPLETE
6,6,0.11555555462837219,2023-12-14 15:03:23.156018,2023-12-14 15:09:05.693260,0 days 00:05:42.537242,256,120,4.247116662617139e-06,8.321627589688907,COMPLETE
7,7,0.9355555772781372,2023-12-14 15:09:05.862520,2023-12-14 15:12:14.181017,0 days 00:03:08.318497,4500,72,0.004300001586162603,2.14741367903489,COMPLETE
8,8,0.02222222276031971,2023-12-14 15:12:14.370629,2023-12-14 15:12:37.031912,0 days 00:00:22.661283,256,2,4.956947932799961e-07,8.658413573580816,COMPLETE
9,9,0.8577777743339539,2023-12-14 15:12:37.159076,2023-12-14 15:17:51.815983,0 days 00:05:14.656907,4096,125,0.021051180519608702,4.827706266587104,COMPLETE
10,10,0.957777738571167,2023-12-14 15:17:51.951942,2023-12-14 15:20:45.230368,0 days 00:02:53.278426,4500,66,0.0023579695207351986,0.5815589429894399,COMPLETE
11,11,0.948888897895813,2023-12-14 15:20:45.386789,2023-12-14 15:25:43.492289,0 days 00:04:58.105500,512,109,0.0016238056497954179,1.227244343607757,COMPLETE
12,12,0.9377777576446533,2023-12-14 15:25:43.638383,2023-12-14 15:30:07.808437,0 days 00:04:24.170054,512,96,0.001618591143001385,2.811530871204455,COMPLETE
13,13,0.9333333969116211,2023-12-14 15:30:07.961748,2023-12-14 15:34:40.697870,0 days 00:04:32.736122,512,99,0.002470105242870918,1.5252968666597015,COMPLETE
14,14,0.9311110973358154,2023-12-14 15:34:40.837073,2023-12-14 15:40:46.329708,0 days 00:06:05.492635,512,135,0.0035038126812902315,2.8446431835377846,COMPLETE
15,15,0.940000057220459,2023-12-14 15:40:46.472105,2023-12-14 15:44:01.127628,0 days 00:03:14.655523,4500,68,0.0020251174297388303,1.4882148069995844,COMPLETE
16,16,0.9533333778381348,2023-12-14 15:44:01.284122,2023-12-14 15:46:56.462234,0 days 00:02:55.178112,4500,65,0.0036370497701517096,0.5545356780196381,COMPLETE
17,17,0.9399999976158142,2023-12-14 15:46:56.610499,2023-12-14 15:52:18.240479,0 days 00:05:21.629980,512,118,0.0019682122161599883,2.1887346034533524,COMPLETE
18,18,0.948888897895813,2023-12-14 15:52:18.389636,2023-12-14 15:57:30.993998,0 days 00:05:12.604362,4500,124,0.00283696975693522,0.2,COMPLETE
19,19,0.9511111378669739,2023-12-14 15:57:31.131733,2023-12-14 16:01:20.573926,0 days 00:03:49.442193,4500,89,0.0028149428129347607,0.44906211946251695,COMPLETE
20,20,0.9511110782623291,2023-12-14 16:01:20.714186,2023-12-14 16:04:18.046193,0 days 00:02:57.332007,4500,67,0.002668636113088771,0.2,COMPLETE
21,21,0.95333331823349,2023-12-14 16:04:18.207375,2023-12-14 16:07:33.183115,0 days 00:03:14.975740,4500,74,0.002851423217592077,0.6388678076284808,COMPLETE
