,number,value,datetime_start,datetime_complete,duration,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.01850000023841858,2023-12-19 17:03:27.906053,2023-12-19 17:16:28.892122,0 days 00:13:00.986069,75,0.0506157688875231,7.373540629751771,COMPLETE
1,1,0.014999998733401299,2023-12-19 17:16:29.072318,2023-12-19 17:36:26.495937,0 days 00:19:57.423619,120,8.632008168602531e-07,1.728746299294786,COMPLETE
2,2,0.04699999839067459,2023-12-19 17:36:26.627132,2023-12-19 17:38:43.745084,0 days 00:02:17.117952,12,0.01574189004745665,6.0909271150834465,COMPLETE
3,3,0.013000000268220901,2023-12-19 17:38:43.895186,2023-12-19 18:02:20.997049,0 days 00:23:37.101863,142,1.3289448722869174e-07,9.705116551187544,COMPLETE
4,4,0.008500000461935997,2023-12-19 18:02:21.149923,2023-12-19 18:30:00.775246,0 days 00:27:39.625323,167,1.8794668241638449e-06,1.981884678629586,COMPLETE
5,5,0.016499999910593033,2023-12-19 18:30:00.926952,2023-12-19 18:36:21.163212,0 days 00:06:20.236260,37,6.690421166498795e-06,5.342613029995931,COMPLETE
6,6,0.0020000000949949026,2023-12-19 18:36:21.332196,2023-12-19 18:50:50.787153,0 days 00:14:29.454957,87,5.589524205217927e-06,6.1961583682793195,COMPLETE
7,7,0.006500000134110451,2023-12-19 18:50:50.939986,2023-12-19 18:55:43.007576,0 days 00:04:52.067590,28,5.6606706992588876e-06,3.790346064278179,COMPLETE
8,8,0.02850000001490116,2023-12-19 18:55:43.140781,2023-12-19 19:11:05.156912,0 days 00:15:22.016131,92,0.005141096648805749,2.1568030651519257,COMPLETE
9,9,0.024000000208616257,2023-12-19 19:11:05.322100,2023-12-19 19:28:18.886930,0 days 00:17:13.564830,103,0.00035849855803404753,0.6552140446559778,COMPLETE
10,10,0.012000000104308128,2023-12-19 19:28:19.040394,2023-12-19 19:28:47.435162,0 days 00:00:28.394768,1,0.025197972566224035,4.490428271073451,COMPLETE
11,11,0.01549999974668026,2023-12-19 19:28:47.563239,2023-12-19 19:29:12.028597,0 days 00:00:24.465358,1,0.007020357222496047,8.736350339270086,COMPLETE
12,12,0.009999999776482582,2023-12-19 19:29:12.176903,2023-12-19 19:53:54.859062,0 days 00:24:42.682159,149,0.09999999999999999,0.2,COMPLETE
13,13,0.03450000286102295,2023-12-19 19:53:55.022239,2023-12-19 19:55:38.583454,0 days 00:01:43.561215,9,0.004269238321849744,0.2,COMPLETE
14,14,0.02199999988079071,2023-12-19 19:55:38.757608,2023-12-19 19:56:03.580611,0 days 00:00:24.823003,1,0.09999999999999999,0.2,COMPLETE
15,15,0.008500000461935997,2023-12-19 19:56:03.759510,2023-12-19 19:56:30.761641,0 days 00:00:27.002131,1,0.0003793609558554492,0.2,COMPLETE
16,16,0.006000000052154064,2023-12-19 19:56:30.921617,2023-12-19 20:29:36.992099,0 days 00:33:06.070482,200,0.09999999999999999,9.999999999999998,COMPLETE
17,17,0.02800000086426735,2023-12-19 20:29:37.157072,2023-12-19 20:39:04.254028,0 days 00:09:27.096956,56,0.002399226091541258,4.933949189774038,COMPLETE
18,18,0.008999999612569809,2023-12-19 20:39:04.433637,2023-12-19 20:49:25.472928,0 days 00:10:21.039291,61,0.09999999999999999,3.048027580838862,COMPLETE
19,19,0.0429999977350235,2023-12-19 20:49:25.607752,2023-12-19 21:12:57.925639,0 days 00:23:32.317887,142,0.0012099815421269075,5.769006308478062,COMPLETE
