,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.014800000004470348,2023-12-13 13:40:16.369689,2023-12-13 16:11:25.765154,0 days 02:31:09.395465,256,75,1.3289448722869174e-07,9.705116551187544,COMPLETE
1,1,0.012999999336898327,2023-12-13 16:11:25.925443,2023-12-13 20:36:24.936026,0 days 04:24:59.010583,32768,167,5.6606706992588876e-06,3.790346064278179,COMPLETE
2,2,0.009200000204145908,2023-12-13 20:36:25.071760,2023-12-13 23:02:51.679352,0 days 02:26:26.607592,45000,92,0.06220025976819164,8.12229401154132,COMPLETE
3,3,0.014399999752640724,2023-12-13 23:02:51.826664,2023-12-14 00:40:45.636483,0 days 01:37:53.809819,16384,61,7.417652034871818e-06,5.296666607542546,COMPLETE
4,4,0.008599999360740185,2023-12-14 00:40:45.779221,2023-12-14 04:09:00.135527,0 days 03:28:14.356306,512,110,1.8679434894556299e-07,3.388237241479991,COMPLETE
5,5,0.5379999876022339,2023-12-14 04:09:00.300309,2023-12-14 06:13:15.039443,0 days 02:04:14.739134,45000,78,0.004300001586162603,2.14741367903489,COMPLETE
6,6,0.007599999662488699,2023-12-14 06:13:15.185829,2023-12-14 06:17:56.123804,0 days 00:04:40.937975,32768,2,9.669146694016018e-06,0.8228718328030318,COMPLETE
7,7,0.42980000376701355,2023-12-14 06:17:56.253656,2023-12-14 08:03:19.529734,0 days 01:45:23.276078,2048,63,0.0042247700890263706,5.0391968443710295,COMPLETE
8,8,0.013199999928474426,2023-12-14 08:03:19.716811,2023-12-14 10:51:01.680658,0 days 02:47:41.963847,32768,105,2.8993292583566958e-05,7.6044011577218775,COMPLETE
9,9,0.008999999612569809,2023-12-14 10:51:01.830776,2023-12-14 12:08:08.512482,0 days 01:17:06.681706,2048,46,0.02266490958666926,5.485553970773378,COMPLETE
10,10,0.5640000104904175,2023-12-14 12:08:08.675218,2023-12-14 14:07:16.253448,0 days 01:59:07.578230,45000,75,0.0026238668380535062,0.9619828750300232,COMPLETE
11,11,0.5504000186920166,2023-12-14 14:07:16.408977,2023-12-14 16:08:58.186439,0 days 02:01:41.777462,45000,77,0.002439474756999059,1.5856580481432292,COMPLETE
12,12,0.5497999787330627,2023-12-14 16:08:58.341027,2023-12-14 18:07:53.682411,0 days 01:58:55.341384,45000,75,0.0034622947339777075,0.798666908730578,COMPLETE
13,13,0.5462000370025635,2023-12-14 18:07:53.815493,2023-12-14 19:22:59.431464,0 days 01:15:05.615971,45000,47,0.002727572571887072,1.4400419387489574,COMPLETE
14,14,0.5558000206947327,2023-12-14 19:22:59.604139,2023-12-14 21:11:36.508829,0 days 01:48:36.904690,45000,68,0.0027381299768737192,1.0627872539870178,COMPLETE
15,15,0.5533999800682068,2023-12-14 21:11:36.644611,2023-12-14 23:12:13.196166,0 days 02:00:36.551555,45000,76,0.0025187431933445335,0.7420323207471053,COMPLETE
16,16,0.5477999448776245,2023-12-14 23:12:13.380479,2023-12-15 01:06:23.516483,0 days 01:54:10.136004,45000,72,0.002870438984104327,1.2177843567289603,COMPLETE
17,17,0.5483999848365784,2023-12-15 01:06:23.723747,2023-12-15 02:58:55.572297,0 days 01:52:31.848550,45000,71,0.0026038536974692886,0.9152098197966441,COMPLETE
18,18,0.5626000165939331,2023-12-15 02:58:55.773206,2023-12-15 04:58:32.827304,0 days 01:59:37.054098,45000,75,0.002720707499010199,1.0621055165986697,COMPLETE
19,19,0.5565999746322632,2023-12-15 04:58:33.011101,2023-12-15 07:04:20.806655,0 days 02:05:47.795554,45000,79,0.0027797830383484525,1.1147982978461513,COMPLETE
