,number,value,datetime_start,datetime_complete,duration,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.10000000149011612,2023-12-19 16:56:20.316596,2023-12-19 17:01:04.072757,0 days 00:04:43.756161,75,0.0506157688875231,7.373540629751771,COMPLETE
1,1,0.1111111044883728,2023-12-19 17:01:04.202880,2023-12-19 17:07:58.681335,0 days 00:06:54.478455,120,8.632008168602531e-07,1.728746299294786,COMPLETE
2,2,0.24666666984558105,2023-12-19 17:07:58.814000,2023-12-19 17:08:54.185600,0 days 00:00:55.371600,12,0.01574189004745665,6.0909271150834465,COMPLETE
3,3,0.14666666090488434,2023-12-19 17:08:54.356135,2023-12-19 17:17:02.888983,0 days 00:08:08.532848,142,1.3289448722869174e-07,9.705116551187544,COMPLETE
4,4,0.07555555552244186,2023-12-19 17:17:03.048894,2023-12-19 17:26:36.378308,0 days 00:09:33.329414,167,1.8794668241638449e-06,1.981884678629586,COMPLETE
5,5,0.12222222983837128,2023-12-19 17:26:36.547402,2023-12-19 17:28:55.929245,0 days 00:02:19.381843,37,6.690421166498795e-06,5.342613029995931,COMPLETE
6,6,0.055555559694767,2023-12-19 17:28:56.115245,2023-12-19 17:34:02.047592,0 days 00:05:05.932347,87,5.589524205217927e-06,6.1961583682793195,COMPLETE
7,7,0.10444444417953491,2023-12-19 17:34:02.212997,2023-12-19 17:35:51.265328,0 days 00:01:49.052331,28,5.6606706992588876e-06,3.790346064278179,COMPLETE
8,8,0.7288888692855835,2023-12-19 17:35:51.440396,2023-12-19 17:41:15.039474,0 days 00:05:23.599078,92,0.005141096648805749,2.1568030651519257,COMPLETE
9,9,0.8400000333786011,2023-12-19 17:41:15.222408,2023-12-19 17:47:14.735665,0 days 00:05:59.513257,103,0.00035849855803404753,0.6552140446559778,COMPLETE
10,10,0.948888897895813,2023-12-19 17:47:14.897212,2023-12-19 17:53:07.690958,0 days 00:05:52.793746,101,0.0012776543992922664,0.2,COMPLETE
11,11,0.95333331823349,2023-12-19 17:53:07.861348,2023-12-19 18:01:30.525594,0 days 00:08:22.664246,146,0.001818843067722844,0.2,COMPLETE
12,12,0.9577777981758118,2023-12-19 18:01:30.688995,2023-12-19 18:08:54.213609,0 days 00:07:23.524614,127,0.0013889892609420154,0.2,COMPLETE
13,13,0.9377777576446533,2023-12-19 18:08:54.379026,2023-12-19 18:15:46.549608,0 days 00:06:52.170582,119,0.0031546360532335115,0.2,COMPLETE
14,14,0.508888840675354,2023-12-19 18:15:46.711443,2023-12-19 18:16:06.532783,0 days 00:00:19.821340,1,0.003676881075398762,0.2,COMPLETE
15,15,0.12444444000720978,2023-12-19 18:16:06.696645,2023-12-19 18:27:29.499827,0 days 00:11:22.803182,200,0.008199125382859261,0.2,COMPLETE
16,16,0.9555555582046509,2023-12-19 18:27:29.658142,2023-12-19 18:34:43.060768,0 days 00:07:13.402626,125,0.0014142909268032178,0.2,COMPLETE
17,17,0.9599999785423279,2023-12-19 18:34:43.205562,2023-12-19 18:42:35.075587,0 days 00:07:51.870025,137,0.0017120212647703298,0.2,COMPLETE
18,18,0.9355555772781372,2023-12-19 18:42:35.215223,2023-12-19 18:49:58.602426,0 days 00:07:23.387203,128,0.0012428092273075934,2.396669381437373,COMPLETE
19,19,0.9355555772781372,2023-12-19 18:49:58.736429,2023-12-19 18:59:54.575438,0 days 00:09:55.839009,174,0.0006366059432788909,1.2411690439593417,COMPLETE
