,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.2911111116409302,2023-12-13 13:39:48.309054,2023-12-13 13:43:48.346683,0 days 00:04:00.037629,256,75,0.01574189004745665,6.0909271150834465,COMPLETE
1,1,0.1577777862548828,2023-12-13 13:43:48.476397,2023-12-13 13:49:37.398900,0 days 00:05:48.922503,512,142,6.690421166498795e-06,5.342613029995931,COMPLETE
2,2,0.8111111521720886,2023-12-13 13:49:37.529592,2023-12-13 13:53:13.448617,0 days 00:03:35.919025,512,87,0.005141096648805749,2.1568030651519257,COMPLETE
3,3,0.3888888955116272,2023-12-13 13:53:13.580708,2023-12-13 13:58:21.490967,0 days 00:05:07.910259,4500,103,0.06220025976819164,8.12229401154132,COMPLETE
4,4,0.30000001192092896,2023-12-13 13:58:21.625454,2023-12-13 14:00:56.612525,0 days 00:02:34.987071,512,61,0.02857080075040725,2.736043819680166,COMPLETE
5,5,0.3955555558204651,2023-12-13 14:00:56.759185,2023-12-13 14:05:15.260836,0 days 00:04:18.501651,4096,133,0.04335045392775135,8.96930803419096,COMPLETE
6,6,0.12222222238779068,2023-12-13 14:05:15.392497,2023-12-13 14:10:56.911899,0 days 00:05:41.519402,256,120,4.247116662617139e-06,8.321627589688907,COMPLETE
7,7,0.9066666960716248,2023-12-13 14:10:57.065636,2023-12-13 14:15:43.932569,0 days 00:04:46.866933,4500,72,0.004300001586162603,2.14741367903489,COMPLETE
8,8,0.08444444835186005,2023-12-13 14:15:44.103789,2023-12-13 14:16:03.042773,0 days 00:00:18.938984,256,2,4.956947932799961e-07,8.658413573580816,COMPLETE
9,9,0.7088888883590698,2023-12-13 14:16:03.181895,2023-12-13 14:20:05.173424,0 days 00:04:01.991529,4096,125,0.021051180519608702,4.827706266587104,COMPLETE
10,10,0.9155555963516235,2023-12-13 14:20:05.328252,2023-12-13 14:22:26.876968,0 days 00:02:21.548716,4500,69,0.002815906395426986,0.8426622681735445,COMPLETE
11,11,0.9088889360427856,2023-12-13 14:22:27.029001,2023-12-13 14:24:46.674805,0 days 00:02:19.645804,4500,67,0.0022079872785143832,1.6444404875208807,COMPLETE
12,12,0.8911111354827881,2023-12-13 14:24:46.818482,2023-12-13 14:27:03.885722,0 days 00:02:17.067240,4500,66,0.007050153220857217,1.2337559003860394,COMPLETE
13,13,0.9111111164093018,2023-12-13 14:27:04.019660,2023-12-13 14:29:33.497877,0 days 00:02:29.478217,4500,73,0.002089158960939928,1.238113133331564,COMPLETE
14,14,0.9044444561004639,2023-12-13 14:29:33.630247,2023-12-13 14:34:16.160876,0 days 00:04:42.530629,512,113,0.0014791619197578971,0.8990962044174631,COMPLETE
15,15,0.8955555558204651,2023-12-13 14:34:16.312962,2023-12-13 14:36:51.476412,0 days 00:02:35.163450,4500,75,0.003219226250359194,1.2422173727901897,COMPLETE
16,16,0.6622222065925598,2023-12-13 14:36:51.626099,2023-12-13 14:41:09.630954,0 days 00:04:18.004855,512,103,0.009578985900728124,0.2,COMPLETE
17,17,0.9155555963516235,2023-12-13 14:41:09.799599,2023-12-13 14:42:54.151981,0 days 00:01:44.352382,4500,49,0.0027008677996561174,1.0630762215165601,COMPLETE
18,18,0.90666663646698,2023-12-13 14:42:54.293625,2023-12-13 14:44:56.142918,0 days 00:02:01.849293,4500,58,0.002172549782734135,0.7113917167663399,COMPLETE
19,19,0.9177777767181396,2023-12-13 14:44:56.283804,2023-12-13 14:46:50.327357,0 days 00:01:54.043553,4500,53,0.0033198020498880192,1.611442012077284,COMPLETE
