,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.015799999237060547,2023-12-13 13:40:15.151588,2023-12-13 15:45:44.887200,0 days 02:05:29.735612,256,75,1.3289448722869174e-07,9.705116551187544,COMPLETE
1,1,0.03139999881386757,2023-12-13 15:45:45.035781,2023-12-13 19:13:20.297533,0 days 03:27:35.261752,32768,167,5.6606706992588876e-06,3.790346064278179,COMPLETE
2,2,0.009999999776482582,2023-12-13 19:13:20.444355,2023-12-13 21:06:11.330283,0 days 01:52:50.885928,45000,92,0.06220025976819164,8.12229401154132,COMPLETE
3,3,0.03440000116825104,2023-12-13 21:06:11.502154,2023-12-13 22:22:24.463108,0 days 01:16:12.960954,16384,61,7.417652034871818e-06,5.296666607542546,COMPLETE
4,4,0.01140000019222498,2023-12-13 22:22:24.631420,2023-12-14 01:10:52.266530,0 days 02:48:27.635110,512,110,1.8679434894556299e-07,3.388237241479991,COMPLETE
5,5,0.8209999799728394,2023-12-14 01:10:52.442888,2023-12-14 02:46:36.485273,0 days 01:35:44.042385,45000,78,0.004300001586162603,2.14741367903489,COMPLETE
6,6,0.014399999752640724,2023-12-14 02:46:36.616645,2023-12-14 02:50:22.321800,0 days 00:03:45.705155,32768,2,9.669146694016018e-06,0.8228718328030318,COMPLETE
7,7,0.7494000196456909,2023-12-14 02:50:22.453209,2023-12-14 04:12:58.357341,0 days 01:22:35.904132,2048,63,0.0042247700890263706,5.0391968443710295,COMPLETE
8,8,0.2287999838590622,2023-12-14 04:12:58.518951,2023-12-14 06:21:03.267110,0 days 02:08:04.748159,32768,105,2.8993292583566958e-05,7.6044011577218775,COMPLETE
9,9,0.49160003662109375,2023-12-14 06:21:03.413553,2023-12-14 07:21:12.996976,0 days 01:00:09.583423,2048,46,0.02266490958666926,5.485553970773378,COMPLETE
10,10,0.8259999752044678,2023-12-14 07:21:13.151777,2023-12-14 08:52:45.420817,0 days 01:31:32.269040,45000,75,0.0026453399565129717,0.9089220350813438,COMPLETE
11,11,0.8208000063896179,2023-12-14 08:52:45.556367,2023-12-14 10:26:59.151540,0 days 01:34:13.595173,45000,77,0.0016532469522956602,1.6074437568239015,COMPLETE
12,12,0.8212000131607056,2023-12-14 10:26:59.284876,2023-12-14 12:00:54.022551,0 days 01:33:54.737675,45000,77,0.004618206400698868,1.3494626719666478,COMPLETE
13,13,0.8266000151634216,2023-12-14 12:00:54.175357,2023-12-14 13:03:14.808492,0 days 01:02:20.633135,45000,51,0.0029741602239981824,1.7319463809183828,COMPLETE
14,14,0.8241999745368958,2023-12-14 13:03:14.938906,2023-12-14 14:24:27.492703,0 days 01:21:12.553797,45000,66,0.0027687956369150377,1.5047032925121102,COMPLETE
15,15,0.8226000070571899,2023-12-14 14:24:27.622685,2023-12-14 16:18:04.880072,0 days 01:53:37.257387,2048,87,0.00040253932027071944,4.390659477977928,COMPLETE
16,16,0.8236000537872314,2023-12-14 16:18:05.027689,2023-12-14 17:38:37.754362,0 days 01:20:32.726673,45000,66,0.0026707690490860494,1.2980518636758709,COMPLETE
17,17,0.8253999352455139,2023-12-14 17:38:37.927661,2023-12-14 19:03:59.447976,0 days 01:25:21.520315,45000,69,0.002644655666076331,1.268974616227046,COMPLETE
18,18,0.8245999813079834,2023-12-14 19:03:59.668606,2023-12-14 20:28:02.661887,0 days 01:24:02.993281,45000,68,0.002637734196132413,1.2771916800817005,COMPLETE
19,19,0.8259999752044678,2023-12-14 20:28:02.796977,2023-12-14 21:53:28.149271,0 days 01:25:25.352294,45000,69,0.002634274072542112,1.2720029185634474,COMPLETE
