,number,value,datetime_start,datetime_complete,duration,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.013000000268220901,2023-12-19 17:03:28.035789,2023-12-19 17:14:15.641079,0 days 00:10:47.605290,75,0.0506157688875231,7.373540629751771,COMPLETE
1,1,0.012500000186264515,2023-12-19 17:14:15.793486,2023-12-19 17:30:49.401399,0 days 00:16:33.607913,120,8.632008168602531e-07,1.728746299294786,COMPLETE
2,2,0.03150000050663948,2023-12-19 17:30:49.559035,2023-12-19 17:32:46.634903,0 days 00:01:57.075868,12,0.01574189004745665,6.0909271150834465,COMPLETE
3,3,0.006500000134110451,2023-12-19 17:32:46.791781,2023-12-19 17:52:21.234112,0 days 00:19:34.442331,142,1.3289448722869174e-07,9.705116551187544,COMPLETE
4,4,0.008999999612569809,2023-12-19 17:52:21.439090,2023-12-19 18:15:15.651443,0 days 00:22:54.212353,167,1.8794668241638449e-06,1.981884678629586,COMPLETE
5,5,0.02550000138580799,2023-12-19 18:15:15.819809,2023-12-19 18:20:37.797069,0 days 00:05:21.977260,37,6.690421166498795e-06,5.342613029995931,COMPLETE
6,6,0.004999999888241291,2023-12-19 18:20:37.974976,2023-12-19 18:32:45.228162,0 days 00:12:07.253186,87,5.589524205217927e-06,6.1961583682793195,COMPLETE
7,7,0.01850000023841858,2023-12-19 18:32:45.398974,2023-12-19 18:36:52.529811,0 days 00:04:07.130837,28,5.6606706992588876e-06,3.790346064278179,COMPLETE
8,8,0.054999999701976776,2023-12-19 18:36:52.814133,2023-12-19 18:49:39.012679,0 days 00:12:46.198546,92,0.005141096648805749,2.1568030651519257,COMPLETE
9,9,0.0215000007301569,2023-12-19 18:49:39.148286,2023-12-19 19:03:54.499663,0 days 00:14:15.351377,103,0.00035849855803404753,0.6552140446559778,COMPLETE
10,10,0.02250000089406967,2023-12-19 19:03:54.666070,2023-12-19 19:13:30.265731,0 days 00:09:35.599661,67,0.016505149089621026,1.9722392435909357,COMPLETE
11,11,0.004000000189989805,2023-12-19 19:13:30.399523,2023-12-19 19:33:55.153765,0 days 00:20:24.754242,147,0.022826485570711767,2.1581754766857233,COMPLETE
12,12,0.012000000104308128,2023-12-19 19:33:55.350559,2023-12-19 19:34:24.151428,0 days 00:00:28.800869,1,0.004579075073874933,1.815146145613361,COMPLETE
13,13,0.02199999988079071,2023-12-19 19:34:24.310272,2023-12-19 19:47:20.393038,0 days 00:12:56.082766,93,0.09999999999999999,0.2,COMPLETE
14,14,0.048500001430511475,2023-12-19 19:47:20.534760,2023-12-19 20:00:08.242124,0 days 00:12:47.707364,91,0.0029934433485536175,3.724380299421136,COMPLETE
15,15,0.02199999988079071,2023-12-19 20:00:08.375180,2023-12-19 20:01:01.798411,0 days 00:00:53.423231,4,0.06890938649632271,9.999999999999998,COMPLETE
16,16,0.03700000047683716,2023-12-19 20:01:01.992184,2023-12-19 20:14:43.098501,0 days 00:13:41.106317,98,0.005818844724618269,2.4703542454115763,COMPLETE
17,17,0.032999999821186066,2023-12-19 20:14:43.337473,2023-12-19 20:26:31.119768,0 days 00:11:47.782295,84,0.002196519240096768,2.113960227808907,COMPLETE
18,18,0.03750000149011612,2023-12-19 20:26:31.317112,2023-12-19 20:40:25.395667,0 days 00:13:54.078555,100,0.0028919168134224566,5.129725199325591,COMPLETE
19,19,0.009499999694526196,2023-12-19 20:40:25.557693,2023-12-19 20:42:53.012005,0 days 00:02:27.454312,15,4.3909647390093783e-07,9.999999999999998,COMPLETE
