,number,value,datetime_start,datetime_complete,duration,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.5354999899864197,2023-12-19 17:31:31.023767,2023-12-19 17:42:27.746884,0 days 00:10:56.723117,75,0.0506157688875231,7.373540629751771,COMPLETE
1,1,0.012500000186264515,2023-12-19 17:42:27.892365,2023-12-19 17:59:09.544113,0 days 00:16:41.651748,120,8.632008168602531e-07,1.728746299294786,COMPLETE
2,2,0.8040000200271606,2023-12-19 17:59:09.692275,2023-12-19 18:01:08.862694,0 days 00:01:59.170419,12,0.01574189004745665,6.0909271150834465,COMPLETE
3,3,0.006500000134110451,2023-12-19 18:01:09.014935,2023-12-19 18:21:05.043931,0 days 00:19:56.028996,142,1.3289448722869174e-07,9.705116551187544,COMPLETE
4,4,0.010999999940395355,2023-12-19 18:21:05.181418,2023-12-19 18:44:16.499687,0 days 00:23:11.318269,167,1.8794668241638449e-06,1.981884678629586,COMPLETE
5,5,0.02550000138580799,2023-12-19 18:44:16.684892,2023-12-19 18:49:43.930865,0 days 00:05:27.245973,37,6.690421166498795e-06,5.342613029995931,COMPLETE
6,6,0.004999999888241291,2023-12-19 18:49:44.082727,2023-12-19 19:02:06.407600,0 days 00:12:22.324873,87,5.589524205217927e-06,6.1961583682793195,COMPLETE
7,7,0.01850000023841858,2023-12-19 19:02:06.558337,2023-12-19 19:06:17.525232,0 days 00:04:10.966895,28,5.6606706992588876e-06,3.790346064278179,COMPLETE
8,8,0.8190000057220459,2023-12-19 19:06:17.666054,2023-12-19 19:19:18.237693,0 days 00:13:00.571639,92,0.005141096648805749,2.1568030651519257,COMPLETE
9,9,0.27900001406669617,2023-12-19 19:19:18.442266,2023-12-19 19:33:54.572094,0 days 00:14:36.129828,103,0.00035849855803404753,0.6552140446559778,COMPLETE
10,10,0.8270000219345093,2023-12-19 19:33:54.764211,2023-12-19 19:39:15.706514,0 days 00:05:20.942303,36,0.010087778909193974,3.207463782571492,COMPLETE
11,11,0.8299999833106995,2023-12-19 19:39:15.837297,2023-12-19 19:47:20.211296,0 days 00:08:04.373999,56,0.005771259262967152,5.068611946454819,COMPLETE
12,12,0.19449999928474426,2023-12-19 19:47:20.365578,2023-12-19 19:47:52.566046,0 days 00:00:32.200468,1,0.006227136356897402,4.915854256291484,COMPLETE
13,13,0.8025000095367432,2023-12-19 19:47:52.735145,2023-12-19 19:57:52.197043,0 days 00:09:59.461898,70,0.02048721519902533,3.188766765445105,COMPLETE
14,14,0.8244999647140503,2023-12-19 19:57:52.353860,2023-12-19 20:07:40.864557,0 days 00:09:48.510697,69,0.012979964981627254,3.6311548150090243,COMPLETE
15,15,0.7910000085830688,2023-12-19 20:07:41.013185,2023-12-19 20:12:42.205880,0 days 00:05:01.192695,34,0.02199978160048128,5.3467479783403915,COMPLETE
16,16,0.824999988079071,2023-12-19 20:12:42.356352,2023-12-19 20:21:53.475147,0 days 00:09:11.118795,64,0.009175647263287663,3.719238858473445,COMPLETE
17,17,0.8179999589920044,2023-12-19 20:21:53.641755,2023-12-19 20:29:08.943317,0 days 00:07:15.301562,50,0.012258284237303085,5.103986321541223,COMPLETE
18,18,0.8014999628067017,2023-12-19 20:29:09.127363,2023-12-19 20:34:54.348524,0 days 00:05:45.221161,39,0.02268533856910837,6.227867270508205,COMPLETE
19,19,0.8090000152587891,2023-12-19 20:34:54.526682,2023-12-19 20:47:11.922261,0 days 00:12:17.395579,87,0.00497019800728431,6.0867161898763245,COMPLETE
