,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.11777778714895248,2023-12-13 13:39:48.189255,2023-12-13 13:46:33.411177,0 days 00:06:45.221922,256,75,0.01574189004745665,6.0909271150834465,COMPLETE
1,1,0.111111119389534,2023-12-13 13:46:33.545015,2023-12-13 13:57:31.018322,0 days 00:10:57.473307,512,142,6.690421166498795e-06,5.342613029995931,COMPLETE
2,2,0.6000000238418579,2023-12-13 13:57:31.167304,2023-12-13 14:04:17.251550,0 days 00:06:46.084246,512,87,0.005141096648805749,2.1568030651519257,COMPLETE
3,3,0.10222221910953522,2023-12-13 14:04:17.404491,2023-12-13 14:11:22.834059,0 days 00:07:05.429568,4500,103,0.06220025976819164,8.12229401154132,COMPLETE
4,4,0.1088888943195343,2023-12-13 14:11:23.002029,2023-12-13 14:18:05.193122,0 days 00:06:42.191093,512,61,0.02857080075040725,2.736043819680166,COMPLETE
5,5,0.11999999731779099,2023-12-13 14:18:05.325111,2023-12-13 14:27:03.425872,0 days 00:08:58.100761,4096,133,0.04335045392775135,8.96930803419096,COMPLETE
6,6,0.08666666597127914,2023-12-13 14:27:03.569976,2023-12-13 14:37:08.936640,0 days 00:10:05.366664,256,120,4.247116662617139e-06,8.321627589688907,COMPLETE
7,7,0.7777777910232544,2023-12-13 14:37:09.070740,2023-12-13 14:42:09.000660,0 days 00:04:59.929920,4500,72,0.004300001586162603,2.14741367903489,COMPLETE
8,8,0.15333333611488342,2023-12-13 14:42:09.133550,2023-12-13 14:42:28.481144,0 days 00:00:19.347594,256,2,4.956947932799961e-07,8.658413573580816,COMPLETE
9,9,0.5400000214576721,2023-12-13 14:42:28.624856,2023-12-13 14:50:55.986227,0 days 00:08:27.361371,4096,125,0.021051180519608702,4.827706266587104,COMPLETE
10,10,0.7911111116409302,2023-12-13 14:50:56.119342,2023-12-13 14:55:37.934065,0 days 00:04:41.814723,4500,67,0.0026579467062829995,1.0338172374473784,COMPLETE
11,11,0.7799999713897705,2023-12-13 14:55:38.067991,2023-12-13 15:00:42.815825,0 days 00:05:04.747834,4500,73,0.0024618062270887276,1.363095802797585,COMPLETE
12,12,0.7777777910232544,2023-12-13 15:00:42.970368,2023-12-13 15:05:00.270281,0 days 00:04:17.299913,4500,61,0.004057182183331396,1.3096830628013867,COMPLETE
13,13,0.7799999713897705,2023-12-13 15:05:00.409694,2023-12-13 15:11:28.120776,0 days 00:06:27.711082,4500,91,0.005202654562569368,0.3254633373254301,COMPLETE
14,14,0.7866666913032532,2023-12-13 15:11:28.286352,2023-12-13 15:17:03.999176,0 days 00:05:35.712824,4500,80,0.003616160562568311,0.896112731429429,COMPLETE
15,15,0.786666750907898,2023-12-13 15:17:04.173346,2023-12-13 15:22:12.503913,0 days 00:05:08.330567,4500,74,0.0033210245045280666,0.6779480372274306,COMPLETE
16,16,0.7888888716697693,2023-12-13 15:22:12.637555,2023-12-13 15:27:48.078185,0 days 00:05:35.440630,4500,72,0.003246858090950024,0.8620613988472954,COMPLETE
17,17,0.7822222709655762,2023-12-13 15:27:48.228275,2023-12-13 15:32:48.868373,0 days 00:05:00.640098,4500,72,0.0032777393234380515,0.8538924291252648,COMPLETE
18,18,0.7888889312744141,2023-12-13 15:32:49.045704,2023-12-13 15:37:38.565846,0 days 00:04:49.520142,4500,69,0.0028249910490943412,0.6919101033522078,COMPLETE
19,19,0.7888889312744141,2023-12-13 15:37:38.726987,2023-12-13 15:42:23.966466,0 days 00:04:45.239479,4500,68,0.002809164216636987,0.7321056345784942,COMPLETE
