,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.014800000004470348,2023-12-13 13:40:15.614487,2023-12-13 15:45:05.469841,0 days 02:04:49.855354,256,75,1.3289448722869174e-07,9.705116551187544,COMPLETE
1,1,0.00879999902099371,2023-12-13 15:45:05.629691,2023-12-13 19:09:56.253508,0 days 03:24:50.623817,32768,167,5.6606706992588876e-06,3.790346064278179,COMPLETE
2,2,0.012399999424815178,2023-12-13 19:09:56.388124,2023-12-13 21:02:50.524770,0 days 01:52:54.136646,45000,92,0.06220025976819164,8.12229401154132,COMPLETE
3,3,0.011800000444054604,2023-12-13 21:02:50.673999,2023-12-13 22:18:34.578004,0 days 01:15:43.904005,16384,61,7.417652034871818e-06,5.296666607542546,COMPLETE
4,4,0.006200000178068876,2023-12-13 22:18:34.743186,2023-12-14 01:08:27.165578,0 days 02:49:52.422392,512,110,1.8679434894556299e-07,3.388237241479991,COMPLETE
5,5,0.586400032043457,2023-12-14 01:08:27.349477,2023-12-14 02:44:48.787332,0 days 01:36:21.437855,45000,78,0.004300001586162603,2.14741367903489,COMPLETE
6,6,0.013599999248981476,2023-12-14 02:44:48.931793,2023-12-14 02:48:38.533026,0 days 00:03:49.601233,32768,2,9.669146694016018e-06,0.8228718328030318,COMPLETE
7,7,0.3906000256538391,2023-12-14 02:48:38.687914,2023-12-14 04:10:58.557457,0 days 01:22:19.869543,2048,63,0.0042247700890263706,5.0391968443710295,COMPLETE
8,8,0.014999998733401299,2023-12-14 04:10:58.719889,2023-12-14 06:20:45.428497,0 days 02:09:46.708608,32768,105,2.8993292583566958e-05,7.6044011577218775,COMPLETE
9,9,0.018199998885393143,2023-12-14 06:20:45.588173,2023-12-14 07:20:51.724147,0 days 01:00:06.135974,2048,46,0.02266490958666926,5.485553970773378,COMPLETE
10,10,0.5966000556945801,2023-12-14 07:20:51.866481,2023-12-14 08:53:25.708094,0 days 01:32:33.841613,45000,75,0.0026976264060602955,1.021920482526751,COMPLETE
11,11,0.5983999967575073,2023-12-14 08:53:25.870771,2023-12-14 10:32:07.606298,0 days 01:38:41.735527,45000,80,0.0024139394372288876,1.8075298213357007,COMPLETE
12,12,0.6022000312805176,2023-12-14 10:32:07.751645,2023-12-14 12:08:21.151622,0 days 01:36:13.399977,45000,78,0.002984883464514717,1.523851951821411,COMPLETE
13,13,0.5888000130653381,2023-12-14 12:08:21.293080,2023-12-14 13:44:57.505884,0 days 01:36:36.212804,45000,78,0.0029001068277044635,1.5285171856230002,COMPLETE
14,14,0.5612000226974487,2023-12-14 13:44:57.665757,2023-12-14 14:47:01.521518,0 days 01:02:03.855761,45000,50,0.0023156116774946207,2.2253281931826816,COMPLETE
15,15,0.5958000421524048,2023-12-14 14:47:01.678159,2023-12-14 16:24:17.242273,0 days 01:37:15.564114,45000,79,0.0027786526242450536,1.531524639231293,COMPLETE
16,16,0.603600025177002,2023-12-14 16:24:17.396355,2023-12-14 18:00:29.669990,0 days 01:36:12.273635,45000,79,0.002686204188045817,1.508691901095582,COMPLETE
17,17,0.6003999710083008,2023-12-14 18:00:29.820530,2023-12-14 19:42:00.660695,0 days 01:41:30.840165,45000,82,0.00262760655842257,1.4656236625331873,COMPLETE
18,18,0.6021999716758728,2023-12-14 19:42:00.804213,2023-12-14 21:29:39.716871,0 days 01:47:38.912658,45000,88,0.002606176445408834,1.3993442612553206,COMPLETE
19,19,0.5983999967575073,2023-12-14 21:29:39.887810,2023-12-14 23:23:17.828275,0 days 01:53:37.940465,45000,92,0.0026301743818523274,1.3850735198273005,COMPLETE
