,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.010999999940395355,2023-12-13 13:40:11.603477,2023-12-13 13:56:13.755474,0 days 00:16:02.151997,256,75,0.01574189004745665,6.0909271150834465,COMPLETE
1,1,0.014999998733401299,2023-12-13 13:56:13.885820,2023-12-13 14:23:19.101503,0 days 00:27:05.215683,512,142,6.690421166498795e-06,5.342613029995931,COMPLETE
2,2,0.025499999523162842,2023-12-13 14:23:19.245836,2023-12-13 14:40:01.461921,0 days 00:16:42.216085,512,87,0.005141096648805749,2.1568030651519257,COMPLETE
3,3,0.010000000707805157,2023-12-13 14:40:01.593963,2023-12-13 14:57:05.528792,0 days 00:17:03.934829,4500,103,0.06220025976819164,8.12229401154132,COMPLETE
4,4,0.019499998539686203,2023-12-13 14:57:05.676562,2023-12-13 15:08:54.260450,0 days 00:11:48.583888,512,61,0.02857080075040725,2.736043819680166,COMPLETE
5,5,0.009000000543892384,2023-12-13 15:08:54.392774,2023-12-13 15:30:16.771585,0 days 00:21:22.378811,4096,133,0.04335045392775135,8.96930803419096,COMPLETE
6,6,0.0044999998062849045,2023-12-13 15:30:16.905872,2023-12-13 15:55:40.493683,0 days 00:25:23.587811,256,120,4.247116662617139e-06,8.321627589688907,COMPLETE
7,7,0.036000002175569534,2023-12-13 15:55:40.640022,2023-12-13 16:07:45.117276,0 days 00:12:04.477254,4500,72,0.004300001586162603,2.14741367903489,COMPLETE
8,8,0.004000000189989805,2023-12-13 16:07:45.260805,2023-12-13 16:08:26.649227,0 days 00:00:41.388422,256,2,4.956947932799961e-07,8.658413573580816,COMPLETE
9,9,0.032999999821186066,2023-12-13 16:08:26.815174,2023-12-13 16:28:35.847564,0 days 00:20:09.032390,4096,125,0.021051180519608702,4.827706266587104,COMPLETE
10,10,0.03550000116229057,2023-12-13 16:28:35.982012,2023-12-13 16:40:18.082749,0 days 00:11:42.100737,4500,70,0.0027965610786868733,1.078837514500059,COMPLETE
11,11,0.01900000125169754,2023-12-13 16:40:18.247378,2023-12-13 16:50:11.760285,0 days 00:09:53.512907,4500,59,0.003361226097826544,1.7315222401016286,COMPLETE
12,12,0.04450000077486038,2023-12-13 16:50:11.916555,2023-12-13 17:10:37.676028,0 days 00:20:25.759473,4500,123,0.0038411322309434893,1.010492364110323,COMPLETE
13,13,0.04450000077486038,2023-12-13 17:10:37.808852,2023-12-13 17:34:09.989878,0 days 00:23:32.181026,4500,142,0.004278295587139575,0.8598014985956333,COMPLETE
14,14,0.041999999433755875,2023-12-13 17:34:10.148971,2023-12-13 17:56:58.900150,0 days 00:22:48.751179,4500,138,0.0029197623282778283,1.12234753268963,COMPLETE
15,15,0.012000000104308128,2023-12-13 17:56:59.044971,2023-12-13 18:18:16.523784,0 days 00:21:17.478813,4500,129,0.03294366094438397,0.6402489703157512,COMPLETE
16,16,0.0494999997317791,2023-12-13 18:18:16.680346,2023-12-13 18:39:56.887073,0 days 00:21:40.206727,4500,131,0.0021469921480285815,0.5982355796298915,COMPLETE
17,17,0.032999999821186066,2023-12-13 18:39:57.055517,2023-12-13 19:01:17.647416,0 days 00:21:20.591899,4500,129,0.0012724443285468297,0.2,COMPLETE
18,18,0.049000002443790436,2023-12-13 19:01:17.796269,2023-12-13 19:23:31.427075,0 days 00:22:13.630806,4500,134,0.0027518340070184495,1.526441366583947,COMPLETE
19,19,0.04500000178813934,2023-12-13 19:23:31.572569,2023-12-13 19:45:18.945387,0 days 00:21:47.372818,4500,132,0.0026384155513063026,2.091146183539284,COMPLETE
