step,Class_0_Body_Mean_Norm,Class_1_Body_Mean_Norm,Class_2_Body_Mean_Norm,Class_3_Body_Mean_Norm,Class_4_Body_Mean_Norm,Class_5_Body_Mean_Norm,Class_6_Body_Mean_Norm,Class_7_Body_Mean_Norm,Class_8_Body_Mean_Norm,Class_9_Body_Mean_Norm,Class_10_Body_Mean_Norm,Class_11_Body_Mean_Norm,Class_12_Body_Mean_Norm,Class_13_Body_Mean_Norm,Class_14_Body_Mean_Norm,Class_0_Head_Mean_Norm,Class_1_Head_Mean_Norm,Class_2_Head_Mean_Norm,Class_3_Head_Mean_Norm,Class_4_Head_Mean_Norm,Class_5_Head_Mean_Norm,Class_6_Head_Mean_Norm,Class_7_Head_Mean_Norm,Class_8_Head_Mean_Norm,Class_9_Head_Mean_Norm,Class_10_Head_Mean_Norm,Class_11_Head_Mean_Norm,Class_12_Head_Mean_Norm,Class_13_Head_Mean_Norm,Class_14_Head_Mean_Norm
54,36.71367327372233,30.91457160313924,72.58670647939046,107.43888982137044,63.21225471496582,86.39194412231446,25.03834549188614,44.55238437652588,51.08573389053345,74.02709484100342,83.99261951446533,86.71464920043945,108.72595405578613,107.42534637451172,86.11833190917969,35.205211798350014,30.61007277170817,71.83400106430054,106.29473114013672,62.41655654907227,84.93251953125,24.59942022562027,44.33733304341634,50.73736254374186,73.38310432434082,83.40229225158691,85.8868522644043,107.68603706359863,96.07293955485027,85.78533172607422
55,38.401883244514465,41.457083781560264,95.47709894180298,113.12946319580078,50.60295660048723,79.46537284851074,27.57332562878728,39.73931932449341,55.31643223762512,66.36282285054524,79.03947496414185,94.54896708897182,93.79233254326715,93.52040263584682,85.87577056884766,37.0508060057958,40.96097652117411,94.55051239331563,111.8613504929976,50.06680716574192,78.43335552215576,27.252123652398588,39.48205963770548,54.932236989339195,65.8058312733968,78.45254182815552,92.49487904139927,92.92359924316406,88.35229601178851,85.53933715820312
56,48.75519307454427,30.34293468793233,78.82515506744384,129.7274932861328,62.00793409347534,71.6363566716512,25.567819794019062,42.634336948394775,60.77115694681803,78.05345249176025,93.93002891540527,101.94978713989258,98.43384170532227,84.43093299865723,79.95167541503906,46.887356440226235,30.00329335530599,78.32987747192382,128.43436177571616,61.310118198394775,70.75842952728271,25.380715290705364,42.34805154800415,60.47245407104492,77.4931583404541,93.41067314147949,101.1795654296875,97.44673156738281,84.07210159301758,79.61698150634766
57,42.731446266174316,32.3342414299647,80.69122669913553,127.48417631785075,68.18144616213712,73.32260688145955,23.464345316092174,38.23793411254883,51.453639229138695,64.17978775501251,78.53935050964355,107.07247161865234,102.49618721008301,87.24072265625,79.38939666748047,41.30429061253866,31.990031103293102,78.69274867664684,126.08502133687337,67.46368607607755,72.12883965174358,23.154430786768597,37.91263856887817,51.194461385409035,63.76538014411926,78.11496861775716,105.64270655314128,101.37296104431152,86.7070541381836,79.08023834228516
58,40.9665257136027,36.44648424784342,103.1345940430959,96.30006866455078,64.38638703028361,62.903100649515785,40.27743124961853,37.64275341033935,33.85393373171488,54.842183685302736,43.529536724090576,95.35522079467773,101.93332977294922,77.79950189590454,0.0,40.076133728027344,36.139527320861816,102.54158608118694,95.03791885375976,63.77002191543579,62.07500394185384,39.825540602207184,37.37625102996826,33.68235886096954,54.36279067993164,43.300800800323486,92.98744583129883,100.97299270629883,77.27102851867676,0.0
59,44.52928958336512,37.96547822157542,87.44392152627309,103.3761115507646,66.4112098867243,65.05669291814168,32.717089080810545,39.501229546286844,39.674967209498085,59.49071968926324,56.90530268351237,99.41967697143555,109.23631613595145,75.86190032958984,79.27926635742188,41.59189346432686,37.6073868672053,86.58812729517619,102.10551678050648,65.77667192979293,64.05810594558716,32.339441418647766,39.11885426261208,39.46414883931478,59.05609046088325,56.19988187154134,97.3376365661621,108.26706096104213,75.32261303492955,78.97718811035156
60,37.49801127115885,42.9200971921285,76.33636109034221,83.82295227050781,54.43727719783783,59.96782302856445,32.2737709681193,26.71381425857544,47.63302437464396,58.21300582885742,42.72296190261841,97.08990478515625,127.02301534016927,87.58572769165039,86.98875427246094,36.76449743906657,42.48808511098226,75.65351263682048,82.89688460032146,53.91540209452311,59.06877009073893,31.912481625874836,26.215023358662922,47.280844370524086,57.21002311706543,42.51792860031128,96.37428792317708,125.35860443115234,87.03635330200196,86.65975952148438
61,39.13369607925415,46.31226086616516,83.54532794157664,105.04211966196696,56.64964328209559,71.00430367209695,31.55634758869807,34.690871715545654,50.03343439102173,60.6945878982544,55.05898141860962,99.47999572753906,106.96141004562378,83.60860988071987,86.98875427246094,38.36367638905843,45.84313654899597,81.8117641210556,103.60109090805054,56.18356543779373,69.83536737615412,31.18887250125408,34.24830452601115,49.690150833129884,59.63305778503418,54.51862096786499,98.72546822684151,105.5568437576294,83.06596047537667,86.65975952148438
62,29.23640251159668,43.633531987667084,69.35833740234375,127.48843765258789,54.75348961353302,68.82992474238078,24.19029160340627,21.87128233909607,38.63665771484375,57.92347049713135,73.22491073608398,123.6605224609375,107.22941207885742,87.60704040527344,117.67713165283203,28.474587281545002,43.11304974555969,68.79576539993286,125.93067677815755,54.398106714089714,67.7178881963094,24.000796278317768,21.62648916244507,38.39574782053629,57.4659481048584,72.69443607330322,122.48857879638672,106.2245101928711,87.03405125935872,117.17776489257812
63,35.78677821159363,43.85555129249891,88.02493445078532,124.6251277923584,45.15022856538946,75.42683523351496,24.203845739364624,25.27141511440277,37.236262718836464,54.75853029886881,62.611427519056534,110.82497711181641,121.58540802001953,75.8518009185791,117.66593933105469,35.05161380767822,43.33877019087473,87.23639543851216,123.02008247375488,44.88029140775854,74.22139566594905,24.00267557303111,25.024723291397095,37.010236183802284,54.217621061537,62.16644435458713,109.42712783813477,120.18890533447265,75.40258952549526,117.1735954284668
