step,Class_0_Body_Mean_Norm,Class_1_Body_Mean_Norm,Class_2_Body_Mean_Norm,Class_3_Body_Mean_Norm,Class_4_Body_Mean_Norm,Class_5_Body_Mean_Norm,Class_6_Body_Mean_Norm,Class_7_Body_Mean_Norm,Class_8_Body_Mean_Norm,Class_9_Body_Mean_Norm,Class_10_Body_Mean_Norm,Class_11_Body_Mean_Norm,Class_12_Body_Mean_Norm,Class_13_Body_Mean_Norm,Class_14_Body_Mean_Norm,Class_0_Head_Mean_Norm,Class_1_Head_Mean_Norm,Class_2_Head_Mean_Norm,Class_3_Head_Mean_Norm,Class_4_Head_Mean_Norm,Class_5_Head_Mean_Norm,Class_6_Head_Mean_Norm,Class_7_Head_Mean_Norm,Class_8_Head_Mean_Norm,Class_9_Head_Mean_Norm,Class_10_Head_Mean_Norm,Class_11_Head_Mean_Norm,Class_12_Head_Mean_Norm,Class_13_Head_Mean_Norm,Class_14_Head_Mean_Norm
23,62.024492263793945,62.22964668273926,64.70169538259506,110.25079663594563,73.33507696787517,114.68431790669759,58.820952796936034,76.76663541793823,76.72768020629883,121.14967128208706,112.31351034981864,102.70593915666852,84.24145269393921,106.2104995727539,131.04049682617188,61.59196345011393,61.853881200154625,63.8835173646609,109.37902069091797,71.22058852513631,113.81961059570312,58.47652926445007,74.09531529744466,76.42987092336018,120.55972399030414,111.94723783220563,101.74427686418805,83.17255449295044,105.85665435791016,130.7407684326172
24,56.216537952423096,56.11690012613932,71.03133710225423,123.57266311645508,77.4521598815918,104.79667536417644,47.80397720336914,71.78213424682617,76.74060821533203,94.12366231282552,103.33832359313965,101.97806549072266,88.52614847819011,89.98197174072266,130.7243194580078,55.8090755144755,55.65210723876953,70.41560300191243,116.99108581542968,77.22218449910481,103.61832936604817,47.57714729309082,71.29623794555664,76.34900588989258,93.0903803507487,103.06313705444336,101.0293197631836,88.06773122151692,89.69896507263184,130.09677124023438
25,57.10377208391825,52.77107206980387,76.51919388771057,114.22724325006658,71.11544450124104,108.7955436706543,51.16379928588867,78.62799800526012,73.9360396645286,95.88590240478516,102.57529592514038,101.83579381306966,83.96956634521484,97.51479466756184,112.81254577636719,56.70076902707418,52.37270450592041,75.52633273601532,110.37338291515003,70.5983072121938,107.69280179341634,50.4480696591464,77.73911181363192,73.38720945878462,95.25763920375279,102.18359804153442,101.13728586832683,83.58888117472331,97.19391377766927,112.41667175292969
26,62.27864901224772,66.66145022710164,84.80424316724141,97.58945353825887,78.03439788818359,90.5938040415446,48.66607918739319,86.08677164713542,69.23207600911458,91.78174133300782,108.57766494750976,75.76697540283203,64.15919748942058,93.23624038696289,0.0,61.829678217569985,66.32417662938435,81.9816604455312,96.99651336669922,77.5497817993164,89.50400352478027,47.53049087524414,84.54994074503581,68.71608861287434,91.5328125,108.15981826782226,73.01213455200195,63.8292350769043,92.9040584564209,0.0
27,53.46585273742676,59.019016345342,82.77540449301402,98.45711143811543,73.69350537386808,88.74772485097249,45.035371327400206,89.74257590553977,65.17983214060466,88.9013535635812,107.11326302422418,88.24584350585937,76.78081893920898,102.37816619873047,92.62556457519531,53.080873012542725,58.648204723993935,81.10872995853424,93.65372371673584,73.19989551197399,87.70735772450765,44.34625415802002,88.7541573264382,64.78390979766846,88.56572723388672,106.72331280178494,86.38669281005859,75.72854804992676,102.01513671875,92.4325942993164
28,74.43522796630859,42.766622161865236,84.96419982910156,120.95674743652344,65.02426033020019,106.71064605712891,45.317431354522704,113.19252967834473,76.20555591583252,101.1527582804362,104.67262077331543,106.85398483276367,75.70479202270508,116.47972106933594,0.0,73.76368637084961,42.58682136535644,84.46353454589844,108.67521591186524,64.8403507232666,105.446923828125,44.89038779735565,112.57624340057373,75.87056732177734,100.18995157877605,104.1613540649414,106.06861877441406,74.95467376708984,115.99390029907227,0.0
29,62.92510483481667,53.44750282981179,79.35044626756148,115.29415340423584,62.36845033819025,97.32325096130371,43.45397329330444,103.54235763549805,67.55585021972657,87.81873273849487,98.36883878707886,99.87667694091797,81.14998881022136,98.52796681722005,85.19343566894531,62.34394021467729,53.151836915449664,78.70393362912264,107.79061508178711,61.859715548428625,96.16207275390624,43.07017372954976,103.0372974395752,66.97996292114257,87.17602872848511,97.9320707321167,99.01787719726562,79.71952311197917,98.17576090494792,84.8919906616211
30,77.26221529642741,54.47572294871012,85.63012520472209,113.62734603881836,63.28921286265055,105.46890004475911,37.17764743169149,70.4767239888509,70.04812304178874,86.01978778839111,78.0442943572998,85.93504587809245,80.30101776123047,106.18805694580078,84.08902740478516,76.65553538004558,54.00677235921224,84.35989046096802,111.7347806294759,62.97917556762695,104.30041885375977,36.8400362332662,70.16476440429688,69.75215403238933,85.56900978088379,77.78938102722168,85.11974334716797,79.95479202270508,105.79526774088542,83.7892837524414
31,71.70816961924235,60.94779745737711,81.34081697463989,107.48881498972575,60.85736309398305,101.97035694122314,37.10134514172872,73.44855256514116,66.28077824910481,78.97802066802979,91.05534076690674,92.65035901750836,86.67990330287388,98.59254673549107,101.87012481689453,71.18266995747884,60.248146851857506,80.1222112973531,105.02599016825359,60.5591310154308,95.60176785786946,36.818963289260864,72.44553964788264,65.99443276723225,78.48543214797974,90.56338214874268,90.91422707693917,85.98717008318219,98.17311096191406,101.54787826538086
32,50.56029446919759,60.426075299580894,96.76372814178467,107.44881502787273,53.172879695892334,72.04948139190674,35.6540168762207,85.48852856953938,71.6988540649414,86.94969304402669,104.02298545837402,98.68597030639648,88.88540267944336,95.05219459533691,117.64221954345703,50.2118436495463,60.112924575805664,86.35719347000122,106.28206443786621,52.51140117645264,71.22361660003662,30.57103328704834,85.12212816874187,71.40145874023438,86.6139628092448,103.40453338623047,97.7130012512207,88.40172386169434,94.54322814941406,117.30375671386719
33,54.03240935007731,63.20256972312927,84.75707356135051,110.13000520070393,53.20369087566029,82.01422484715779,31.890472316741942,107.61026986440022,68.14396667480469,80.80147552490234,96.38508749008179,96.59872000558036,79.84988069534302,86.95621426900227,117.64221954345703,53.57034166653951,56.08995230992635,78.99914574623108,109.01434930165608,52.66971570795233,81.30235401789348,28.889016532897948,91.45652357737224,67.85703138871627,80.34378487723214,95.8136944770813,95.85542297363281,79.1465482711792,86.43514823913574,117.30375671386719
34,62.75438435872396,62.955400466918945,82.59710172812144,108.95875040690105,65.66637833913167,74.39485168457031,20.677263001600902,86.48477554321289,57.090493774414064,82.55024528503418,102.99326133728027,87.82867431640625,103.08276621500652,126.98328399658203,0.0,62.27103900909424,61.3096612294515,79.68019525210063,107.85235850016277,65.28458913167317,73.81253496805827,20.163721938927967,85.92604141235351,56.88475036621094,81.90760326385498,102.52624893188477,87.35241444905598,99.15073903401692,126.56673049926758,0.0
35,59.97395372390747,52.08020933469137,86.37408445278804,117.69130498712713,60.731905460357666,76.37343493374911,21.110600872473285,87.03149795532227,58.31999275901101,77.47638871934679,111.70872402191162,90.23742839268276,92.72297886439732,114.13020629882813,82.2743911743164,59.56766891479492,51.05192263921102,83.0466560125351,116.08406968550248,60.45771153767904,75.82735443115234,20.740313882177528,86.5890568819913,58.07769567316229,76.71188396877713,110.93142890930176,89.68846457345145,90.1245002746582,113.77654113769532,82.04962921142578
36,55.84582646687826,52.05113824208578,91.27047983805339,98.70342636108398,52.24151675899824,81.29919783274333,33.14662424723307,75.80848375956218,69.68316841125488,59.13441696166992,107.4820499420166,105.33470916748047,79.22448444366455,70.55426979064941,82.44181823730469,55.23474629720052,51.41183090209961,82.86840756734212,97.14776102701823,51.80123289426168,80.72506713867188,32.71721522013346,75.45970980326335,69.3988717397054,58.60626907348633,106.97848129272461,104.77031326293945,77.30329036712646,70.22614669799805,82.13690948486328
37,49.68279918034872,50.108009338378906,81.48424061139424,101.87970701853435,52.37547874947389,82.34003708579324,30.55916945139567,70.9569275595925,59.815913677215576,65.81781044006348,102.83561325073242,90.28952916463216,79.00456857681274,81.32612991333008,82.56072616577148,49.187544186909996,49.58567682902018,74.09560775756836,100.43488852183025,51.90207612514496,80.79989381269975,30.155891100565594,70.61140337857333,59.544981956481934,65.22527198791504,102.3301362991333,89.82015991210938,77.60437297821045,80.94969940185547,82.25326538085938
38,48.699400901794434,49.97430006663004,86.38446029027303,97.67196210225423,47.0574464003245,81.14584414164226,23.131832599639893,69.84677143096924,64.22612889607747,88.9754409790039,102.34222793579102,89.01086044311523,88.01561737060547,111.59257507324219,82.5276870727539,48.28013690312704,49.614720582962036,84.46927881240845,95.74491914113362,46.6352911790212,80.16514078776042,22.99015784263611,68.96749515533448,63.98432540893555,88.03497950236003,101.96451377868652,88.39117431640625,86.99582195281982,111.2778091430664,82.35404205322266
39,52.45015581448873,59.19754203160604,86.05909117062886,109.85209115346272,52.661962151527405,84.73231983184814,21.374172568321228,74.3998889056119,57.129499753316246,70.19203877449036,107.79614543914795,99.39817504882812,88.28831911087036,94.14059321085612,100.02510833740234,52.037772019704185,58.75035663445791,84.71645347277324,108.04935789108276,52.255853017171226,83.95705858866374,21.07908570766449,72.88046065243807,56.919785022735596,69.57431030273438,107.30634021759033,98.70668334960938,87.1927285194397,93.81385040283203,99.7707748413086
40,53.31114594141642,59.72334353129069,81.70743258794148,72.59260139465331,54.52331771850586,78.61191482543946,18.895684242248535,73.63026873270671,51.79780228932699,64.21249961853027,115.16458384195964,119.13364791870117,89.0216458638509,77.62625694274902,82.0291748046875,52.808136304219566,58.92347542444865,80.16730912526448,71.82680816650391,54.168966674804686,77.96749649047851,18.476364215215046,70.94390932718913,51.10957145690918,63.5415153503418,114.55767822265625,118.24678421020508,88.53299331665039,77.2990665435791,81.70205688476562
41,50.74467500050863,54.869269609451294,84.42762581507365,81.43752375516024,47.01947715065696,80.2594970703125,24.992178483442828,72.80614506114613,59.999648888905845,66.49604098002116,111.72516523088727,120.6478385925293,90.0420150756836,88.94760131835938,83.88748550415039,50.21983019510905,54.27070673306783,80.64246233304341,80.77176909013228,46.75897442210805,77.65255241394043,24.613134730945934,71.10464546897195,58.32909901936849,65.92614555358887,111.1539546421596,119.80217552185059,89.55402526855468,88.59699726104736,83.63909912109375
42,55.26704374949137,36.79650990168253,83.77820587158203,98.29993311564128,37.262330293655396,67.84683100382487,16.652139949798585,63.25924110412598,61.826829274495445,73.80724843343098,79.7807388305664,109.19155502319336,97.68877220153809,98.43276596069336,119.53582000732422,54.23666032155355,36.46149444580078,82.31551996866862,97.27320543924968,36.77159913380941,67.32681020100911,16.379901599884032,62.9122740427653,61.59693209330241,73.40227762858073,79.4310474395752,108.49322891235352,96.79292869567871,98.10879898071289,119.1734390258789
43,53.77697499593099,36.87991054852804,85.99613666534424,104.34309260050456,38.95408751567205,74.53131771087646,28.828716234727338,63.857855478922524,64.22655550638835,70.34341594151088,94.87972804478237,104.4516845703125,104.61816787719727,102.47379112243652,103.68022918701172,52.894618352254234,36.54278326034546,84.67755730946858,103.20331637064616,38.48606300354004,73.94956652323405,27.01900187405673,63.45855156580607,63.14833068847656,69.91385814121791,94.43994794573102,103.3117919921875,103.70910771687825,102.17198944091797,103.3928451538086
44,54.12491321563721,25.302755117416382,93.61858717600505,98.72719510396321,39.99131361643473,71.15026219685872,29.4260360399882,54.29521417617798,62.95991230010986,97.4027328491211,89.34210872650146,97.78102684020996,78.25871515274048,100.04007212320964,0.0,53.0939613978068,25.18544348080953,92.33739535013835,97.85437965393066,39.80195800463358,70.33692804972331,29.175279935201008,53.807440201441445,62.65977764129639,96.72143046061198,88.88081932067871,96.6126937866211,77.45567607879639,99.64147440592448,0.0
45,48.25786813100179,39.50921380519867,86.7033695379893,103.31120077768962,42.65106573971835,78.78559736772017,30.383203238248825,54.538628339767456,57.54991960525513,80.26270130702427,96.02246284484863,95.98544947306316,89.79652759007045,94.07822527204242,0.0,47.40909163157145,39.20636713504791,85.02907727162044,102.27455043792725,42.43017539111051,77.97114424272017,30.10759960521351,54.09490545590719,57.29701232910156,79.72007587977818,95.52249336242676,94.86300786336263,88.88457434517997,93.67264447893415,0.0
46,39.67854881286621,54.357015450795494,85.918212890625,107.3902084350586,46.3680944442749,75.7739486694336,30.8782958984375,53.24925581614176,72.41553649902343,63.786831855773926,92.609450340271,85.86836624145508,73.86650609970093,98.4113998413086,120.01568603515625,39.03346268335978,53.929570039113365,85.0111821492513,106.6407081604004,45.98446197509766,74.84007377624512,30.478835900624592,47.63263956705729,72.11006240844726,63.47783946990967,92.16119480133057,85.20719782511394,73.35075187683105,97.95589637756348,119.59540557861328
47,39.32346002260844,50.26024957497915,84.08378783139315,105.95620294050737,52.33271434090354,75.71358594027433,28.87589337609031,49.726369539896645,73.12717323303222,76.86813290913899,101.9050658089774,91.41945330301921,71.82930019923619,92.96200513839722,101.33466339111328,38.52317829926809,49.883599281311035,82.14201294292103,105.04507272893733,51.67949156327681,74.80701463872737,28.437918229536578,46.82575583457947,72.83128395080567,76.4153601328532,101.41183199201312,90.5496997833252,71.2908581324986,92.47503185272217,100.958740234375
48,50.98675298690796,46.55437135696411,60.03830146789551,108.7931474049886,28.28164118528366,84.46885299682617,24.213120530049007,48.647556940714516,50.33731778462728,82.9701099395752,108.54003143310547,92.96435737609863,79.56951093673706,63.24628734588623,119.65791320800781,50.20295810699463,46.10748712221781,59.193816820780434,107.54893589019775,27.646312554677326,82.82540893554688,23.78807403643926,48.400787353515625,50.1646842956543,82.41249561309814,108.03214263916016,91.6335334777832,78.83076810836792,62.48873424530029,119.21244049072266
49,52.3476410706838,50.87094895044962,71.73307458559673,102.43140888214111,35.36501579980055,81.17159028486772,33.96239856698296,47.32424680391947,56.93453200658163,78.84151554107666,89.82331784566243,94.2008285522461,83.83150323232015,64.86125831604004,119.72874450683594,51.521480083465576,50.32025428613027,70.39697968959808,100.96895933151245,34.67541398604711,79.44210676713423,32.89465233412656,47.01823139190674,56.725308100382485,78.32127857208252,89.36215612623427,93.17021833147321,83.11189365386963,64.27546768188476,119.27566528320312
50,46.44826049804688,33.13958139419556,79.61426010131837,121.23734130859376,53.831546783447266,88.55901489257812,34.29335641860962,35.255741882324216,63.87669563293457,78.0234603881836,101.19613265991211,76.19365946451823,93.60446166992188,101.03825124104817,119.20429229736328,45.642790985107425,32.78877363204956,79.11788997650146,119.37080535888671,52.2884087562561,86.92534408569335,33.59303307533264,34.940864181518556,63.542897415161136,77.52402750651042,100.83669916788737,75.1861572265625,92.86180114746094,100.61964925130208,118.77615356445312
51,39.66497260873968,42.2593373818831,98.23162668401545,119.17883023348722,51.18108518123627,88.38698120117188,35.53494396209717,41.07564277648926,60.61280996149237,72.65966033935547,96.78550175258091,86.28701073782784,82.1828104654948,94.51397895812988,100.59791564941406,39.00423130122098,41.76266041668978,94.4460486498746,117.67705952037464,50.16176447868347,85.69256439208985,35.052670741081236,40.56471004486084,60.27991554953835,72.05415026346843,96.36998585292271,85.37147303989956,81.56167793273926,93.27535311381023,100.24416732788086
52,51.067862351735435,40.84261337916056,105.45718725522359,110.55112012227376,42.272098461786904,79.3150806427002,3.3332665115594864,47.88586966196696,61.38742319742838,67.04996744791667,64.46372604370117,127.92218017578125,105.57146644592285,118.34546279907227,118.11517333984375,46.799378871917725,40.33781226476034,98.69275720914204,109.11635653177898,42.06908082962036,78.12020111083984,3.3144008994102476,47.51337591807047,60.99757480621338,66.49717203776042,64.08589172363281,127.0933723449707,104.76464462280273,116.1233139038086,117.70304107666016
53,48.894317626953125,45.27023402849833,98.86640560626984,109.93821207682292,43.83087508877119,80.05891817266291,17.526226202195343,44.909420013427734,66.87743273648348,64.50957380022321,77.405846118927,121.52310943603516,100.62549591064453,95.19557285308838,118.0413932800293,45.96774427096049,44.68739144007365,95.01705745855968,108.69002532958984,43.448310539126396,79.0907750563188,17.374931980263103,44.62900034586588,66.47507459467107,64.01109232221332,76.8790922164917,120.57065124511719,99.8582785470145,92.83122221628825,117.62005233764648
