Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median
0,1.0,0.9237293004989624,0.9237293004989624
1,1.000000238418579,0.8154624104499817,0.8154624104499817
2,0.9999999403953552,0.9408882260322571,0.9408882260322571
3,0.9999999403953552,0.9216964840888977,0.9216964840888977
4,1.0,0.9382004737854004,0.9382004737854004
5,1.0,0.9520590901374817,0.9520590901374817
6,1.0,0.9355583190917969,0.9355583190917969
7,1.0,0.9292587041854858,0.9292587041854858
8,1.0,0.8885234594345093,0.8885234594345093
9,1.0000001192092896,0.9242273569107056,0.9242273569107056
10,1.0000001192092896,0.8874147534370422,0.8874147534370422
11,1.0000001192092896,0.9391562938690186,0.9391562938690186
12,1.0,0.941424548625946,0.941424548625946
13,1.0,0.9150460958480835,0.9150460958480835
14,1.0,0.9315800070762634,0.9315800070762634
15,0.9999998211860657,0.947451114654541,0.947451114654541
16,1.0,0.8968861103057861,0.8968861103057861
17,1.0,0.9381224513053894,0.9381224513053894
18,0.9999999403953552,0.9419745206832886,0.9419745206832886
19,0.9999998807907104,0.9551323652267456,0.9551323652267456
20,1.0,0.9181846976280212,0.9181846976280212
21,1.0,0.9342806935310364,0.9342806935310364
22,1.0,0.9128767251968384,0.9128767251968384
23,0.9999998807907104,0.9322820901870728,0.9322820901870728
24,1.0,0.8898254632949829,0.8898254632949829
25,0.9999999403953552,0.9147294163703918,0.9147294163703918
26,1.0,0.9428151249885559,0.9428151249885559
27,0.9999999403953552,0.852526068687439,0.852526068687439
28,0.9999999403953552,0.799660861492157,0.799660861492157
29,1.0,0.9055659770965576,0.9055659770965576
30,1.0,0.9093183875083923,0.9093183875083923
31,1.000000238418579,0.8972376585006714,0.8972376585006714
32,0.9999990463256836,0.9324397444725037,0.9323916435241699
33,1.0,0.880448043346405,0.880448043346405
34,0.9999843239784241,0.9229916334152222,0.922864556312561
35,0.9999707937240601,0.9248391389846802,0.9246441721916199
36,0.9999970197677612,0.9219726324081421,0.9216479659080505
37,0.9999997615814209,0.8771830797195435,0.8771548867225647
38,0.9998315572738647,0.9157974123954773,0.9161467552185059
39,0.9997562170028687,0.9182620048522949,0.918603777885437
40,0.9996282458305359,0.8861179351806641,0.8848201036453247
41,0.9994441866874695,0.9175796508789062,0.917528510093689
42,0.9995973110198975,0.9330395460128784,0.9331308603286743
43,0.9994486570358276,0.8693856596946716,0.8690395355224609
44,0.9992422461509705,0.8520774841308594,0.8512302041053772
45,0.9993773698806763,0.8919931054115295,0.8924365639686584
46,1.0000001192092896,0.9270135164260864,0.9270135164260864
47,1.0,0.8797682523727417,0.8797682523727417
48,0.9988980889320374,0.9257127642631531,0.9215402603149414
49,0.9999999403953552,0.9028663635253906,0.9028663635253906
50,0.9999998807907104,0.9109879732131958,0.9109879732131958
51,1.0000001192092896,0.9300081729888916,0.9300081729888916
52,0.9990517497062683,0.9022066593170166,0.9005863070487976
53,1.0000001192092896,0.8669395446777344,0.8669395446777344
54,0.9989052414894104,0.9016743302345276,0.8999344706535339
55,1.0000001192092896,0.9210909605026245,0.9210909605026245
56,0.9999998211860657,0.9183892011642456,0.9183670282363892
57,0.9982634782791138,0.9089154601097107,0.9059932231903076
58,0.9989886283874512,0.9240051507949829,0.9218735694885254
59,0.9977240562438965,0.9513596296310425,0.9487943649291992
60,0.9985938668251038,0.9413745999336243,0.939804196357727
61,0.9994826912879944,0.9007508754730225,0.8994545936584473
62,0.9999756813049316,0.9292596578598022,0.9290969967842102
63,0.998509407043457,0.9259994029998779,0.9265716075897217
