Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median
0,1.0,0.973351240158081,0.973351240158081
1,0.9999998807907104,0.9789788126945496,0.9789788126945496
2,1.0,0.9761170148849487,0.9761170148849487
3,1.0,0.9674426317214966,0.9674426317214966
4,1.0,0.9750353097915649,0.9750353097915649
5,0.9999999403953552,0.9669246673583984,0.9669246673583984
6,0.9999988079071045,0.9832849502563477,0.9832625985145569
7,0.9999886751174927,0.9769395589828491,0.9769020676612854
8,0.9999979734420776,0.9763200283050537,0.9763105511665344
9,0.9999691843986511,0.9814603328704834,0.9813735485076904
10,0.9999562501907349,0.9745723605155945,0.9743456840515137
11,0.9999157786369324,0.9758298993110657,0.9756067991256714
12,0.9989996552467346,0.9629284739494324,0.9570381045341492
13,0.9999998807907104,0.972281277179718,0.9722796678543091
14,1.0000001192092896,0.9680577516555786,0.9680577516555786
15,0.9999999403953552,0.9562056064605713,0.9562056064605713
16,0.9999945759773254,0.9746857285499573,0.974496603012085
17,1.0,0.972053587436676,0.972053587436676
18,0.9999999403953552,0.9778246879577637,0.9778246879577637
19,1.0,0.9670355916023254,0.9670355916023254
20,0.9999999403953552,0.9677771329879761,0.9677771329879761
21,1.0000001192092896,0.9572603702545166,0.9572603702545166
22,1.0,0.965446949005127,0.965446949005127
23,1.0,0.9645887613296509,0.9645887613296509
24,0.9999998211860657,0.9547001719474792,0.9547001719474792
25,1.0,0.9537378549575806,0.9537378549575806
26,0.9999998807907104,0.9555214643478394,0.9555214643478394
27,1.0000001192092896,0.948144257068634,0.948144257068634
28,0.9999998807907104,0.9481607675552368,0.9481607675552368
29,1.0,0.9595593214035034,0.9595593214035034
30,1.0,0.965401828289032,0.965401828289032
31,1.0,0.952494740486145,0.952494740486145
32,1.0,0.9598546028137207,0.9598546028137207
33,1.000000238418579,0.9639626145362854,0.9639626145362854
34,1.0,0.9500941634178162,0.9500941634178162
35,0.9999998807907104,0.9511054754257202,0.9511054754257202
36,1.0,0.9642468094825745,0.9642468094825745
37,1.0,0.9595668315887451,0.9595668315887451
38,1.0,0.9607369303703308,0.9607369303703308
39,1.0,0.9459813833236694,0.9459813833236694
40,1.0,0.9520666599273682,0.9520666599273682
41,0.9999998807907104,0.9545273184776306,0.9545273184776306
42,0.9999999403953552,0.9459552764892578,0.9459552764892578
43,1.0,0.9479472637176514,0.9479472637176514
44,0.9999999403953552,0.9527531862258911,0.9527531862258911
45,1.0,0.9517480134963989,0.9517480134963989
46,1.0,0.9458532333374023,0.9458532333374023
47,0.9999998807907104,0.9525039196014404,0.9525039196014404
48,0.9999999403953552,0.94447261095047,0.94447261095047
49,1.0,0.9577339887619019,0.9577339887619019
50,0.9999999403953552,0.9382348656654358,0.9382348656654358
51,1.0,0.9447358846664429,0.9447358846664429
52,0.9999999403953552,0.9458053708076477,0.9458053708076477
53,0.9999999403953552,0.9337646961212158,0.9337646961212158
54,0.9999998807907104,0.9392880797386169,0.9392880797386169
55,1.0,0.915684163570404,0.915684163570404
56,0.9999999403953552,0.9396802186965942,0.9396802186965942
57,0.9999999403953552,0.9564217329025269,0.9564217329025269
58,0.9999999403953552,0.9218429327011108,0.9218429327011108
59,1.0,0.9173315763473511,0.9173315763473511
60,0.9999999403953552,0.8996815085411072,0.8996815085411072
61,1.0,0.9417649507522583,0.9417649507522583
62,1.0,0.8788731098175049,0.8788731098175049
63,0.9999999403953552,0.920475959777832,0.920475959777832
