Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median
0,0.9999998807907104,0.9755882024765015,0.9755882024765015
1,0.9999999403953552,0.9676884412765503,0.9676884412765503
2,0.9999999403953552,0.9609227180480957,0.9609227180480957
3,1.0,0.9732526540756226,0.9732526540756226
4,1.000000238418579,0.969933032989502,0.969933032989502
5,1.0,0.9636743068695068,0.9636742472648621
6,1.0,0.9732149839401245,0.9732149839401245
7,0.9999988079071045,0.9633685350418091,0.9632485508918762
8,0.9999973773956299,0.9659212827682495,0.9657665491104126
9,1.0,0.9631180167198181,0.9631180167198181
10,0.9999918937683105,0.9479529857635498,0.9474536180496216
11,0.9999872446060181,0.9700629711151123,0.9697164297103882
12,0.9999470710754395,0.9550789594650269,0.9537591934204102
13,0.9999384880065918,0.9485477209091187,0.947624683380127
14,0.9995301365852356,0.9427641034126282,0.9388962388038635
15,0.9996832013130188,0.9192424416542053,0.9147756695747375
16,0.9996395111083984,0.8949704170227051,0.8902920484542847
17,0.9998306035995483,0.9589223861694336,0.9571118354797363
18,0.9998336434364319,0.9325671792030334,0.9315107464790344
19,0.9998972415924072,0.9472595453262329,0.9458776116371155
20,0.9999998807907104,0.9672849178314209,0.9672849178314209
21,0.999896764755249,0.948881983757019,0.9476127624511719
22,0.9999189972877502,0.9551230669021606,0.954076886177063
23,0.9997872114181519,0.9463094472885132,0.9443308711051941
24,0.9998680353164673,0.9348982572555542,0.9335378408432007
25,0.9999415278434753,0.9509865045547485,0.9502128958702087
26,0.999933660030365,0.9385871291160583,0.9375207424163818
27,0.9998068809509277,0.9284026026725769,0.925727903842926
28,0.999833881855011,0.9230833053588867,0.9213446974754333
29,1.0,0.9541620016098022,0.9541620016098022
30,0.9998711347579956,0.9567427635192871,0.9552932381629944
31,0.9995538592338562,0.886151909828186,0.8802038431167603
32,0.9996126294136047,0.8905494809150696,0.8856310844421387
33,0.9998223185539246,0.9345366358757019,0.9321622848510742
34,0.9996335506439209,0.9314318895339966,0.9268488883972168
35,1.0000001192092896,0.9341275691986084,0.9341275691986084
36,0.9997901320457458,0.9215431809425354,0.9181560277938843
37,0.9997431635856628,0.8947827219963074,0.8908185958862305
38,0.9998226761817932,0.9383023977279663,0.9359332323074341
39,0.9998801946640015,0.9270451664924622,0.9246110916137695
40,1.000000238418579,0.9357889890670776,0.9357889890670776
41,0.9998459219932556,0.9134872555732727,0.9102962017059326
42,0.9998310804367065,0.9304342269897461,0.9275049567222595
43,0.9998787641525269,0.9332441091537476,0.9313507080078125
44,1.0,0.9400905966758728,0.9400905966758728
45,0.9998891353607178,0.9006902575492859,0.8988533616065979
46,1.0,0.9261674880981445,0.9261674880981445
47,0.9999221563339233,0.8947106599807739,0.8927867412567139
48,1.0,0.92677903175354,0.92677903175354
49,1.000000238418579,0.9208479523658752,0.9208479523658752
50,1.0,0.9278469085693359,0.9278469085693359
51,1.0,0.9152029156684875,0.9152029156684875
52,0.9999808669090271,0.9116379618644714,0.9108120203018188
53,0.99996018409729,0.8733854293823242,0.872139573097229
54,1.0,0.9265131950378418,0.9265131950378418
55,0.9999393820762634,0.8621900677680969,0.8611610531806946
56,0.9999464154243469,0.9101129770278931,0.9086332321166992
57,1.0,0.919061541557312,0.919061541557312
58,1.0000001192092896,0.8952316045761108,0.8952316045761108
59,0.9999967217445374,0.8619601726531982,0.8617609739303589
60,1.0,0.8644968271255493,0.8644968271255493
61,1.0000001192092896,0.8903346061706543,0.8903346061706543
62,0.9999052286148071,0.8584363460540771,0.8560452461242676
63,0.9999281167984009,0.879801869392395,0.877417802810669
