Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median
0,1.0,0.8510637879371643,0.8510637879371643
1,1.0,1.0,1.0
2,1.0,1.0,1.0
3,1.0,1.0,1.0
4,1.0000001192092896,1.0000001192092896,1.0000001192092896
5,1.0,1.0,1.0
6,1.0000001192092896,0.8439807891845703,0.8439807891845703
7,0.9999998807907104,0.9999998807907104,0.9999998807907104
8,1.0,1.0,1.0000001192092896
9,1.0,1.0,1.0
10,0.9999992847442627,0.843738317489624,0.8437434434890747
11,0.9999987483024597,0.8439581394195557,0.8439654111862183
12,1.0,1.0,1.0
13,1.0,1.0,1.0
14,0.9999998807907104,0.9999998807907104,0.9999998807907104
15,0.9999999403953552,0.8461443185806274,0.8461443185806274
16,0.9999998807907104,0.8457602262496948,0.8457602262496948
17,0.9999998807907104,0.9999998807907104,0.9999998807907104
18,0.9999998807907104,0.9999998807907104,0.9999998807907104
19,1.0,0.8464263081550598,0.8464263081550598
20,1.0,0.8464536070823669,0.8464536070823669
21,1.0000001192092896,0.8443889617919922,0.8443889617919922
22,1.0,1.0,1.0
23,0.9999999403953552,0.9999999403953552,0.9999999403953552
24,1.0,1.0,1.0
25,1.0,1.0,1.0
26,1.0000001192092896,0.8463023900985718,0.8463023900985718
27,1.0000001192092896,0.845483660697937,0.845483660697937
28,1.0,1.0,1.0
29,1.0,1.0,1.0
30,1.0,1.0,1.0
31,0.9999998807907104,0.9999998807907104,0.9999998807907104
32,1.0,0.8420911431312561,0.8420911431312561
33,0.9999999403953552,0.9999999403953552,0.9999999403953552
34,1.0,1.0,1.0
35,1.0000001192092896,0.8439656496047974,0.8439656496047974
36,1.0,1.0,1.0
37,1.000000238418579,0.8450984954833984,0.8450984954833984
38,1.0,1.0,1.0
39,1.0,0.8461840152740479,0.8461840152740479
40,1.0000001192092896,0.8465444445610046,0.8465444445610046
41,1.0000001192092896,0.8469223976135254,0.8469223976135254
42,0.9999998807907104,0.9999998807907104,0.9999998807907104
43,1.0,0.8470886945724487,0.8470886945724487
44,0.9999999403953552,0.8472174406051636,0.8472174406051636
45,0.9999998807907104,0.9999998807907104,0.9999998807907104
46,1.0,1.0,1.0
47,1.0,1.0,1.0
48,0.9999998807907104,0.9999998807907104,0.9999998807907104
49,1.0,1.0,1.0
50,1.0000001192092896,1.0000001192092896,1.0000001192092896
51,1.0,0.8473420739173889,0.8473420739173889
52,1.0,0.8468115329742432,0.8468115329742432
