Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median
0,0.9999995827674866,0.9845535159111023,0.9845504760742188
1,1.0,0.987257182598114,0.987257182598114
2,1.0,0.9859081506729126,0.9859081506729126
3,1.0000001192092896,0.9822136163711548,0.9822136163711548
4,1.0,0.9824687838554382,0.9824687838554382
5,0.9999997615814209,0.9827249646186829,0.9827249646186829
6,1.0,0.9730131030082703,0.9730131030082703
7,1.0000001192092896,0.9731319546699524,0.9731319546699524
8,0.9999998807907104,0.972568154335022,0.972568154335022
9,1.0,0.9609460234642029,0.9609460234642029
10,1.0,0.9549497365951538,0.9549497365951538
11,1.0,0.9534088969230652,0.9534072875976562
12,0.9999968409538269,0.9511628150939941,0.9510970115661621
13,0.9999850988388062,0.9465609788894653,0.946365237236023
14,0.9999592304229736,0.9267438650131226,0.9262886047363281
15,0.9999558925628662,0.9420053958892822,0.941480815410614
16,0.9999999403953552,0.9234514832496643,0.9234514832496643
17,0.9998904466629028,0.9202263355255127,0.919265627861023
18,1.0000001192092896,0.9128414392471313,0.9128414392471313
19,0.9997807741165161,0.8857359290122986,0.8849127292633057
20,0.9998823404312134,0.9026185870170593,0.9021517038345337
21,0.9998729825019836,0.9430994391441345,0.9416505098342896
22,1.0,0.9176701903343201,0.9176701903343201
23,0.9998648166656494,0.9302526712417603,0.9285178780555725
24,1.0,0.8990057110786438,0.8990057110786438
25,0.9998959302902222,0.9044996500015259,0.9038877487182617
26,0.9999175071716309,0.8956602215766907,0.8953220248222351
27,0.9999159574508667,0.8931795954704285,0.8921785950660706
28,0.9998913407325745,0.891966700553894,0.8913695812225342
29,0.9999999403953552,0.8722389936447144,0.8722389936447144
30,0.9997307658195496,0.8880124688148499,0.887519359588623
31,1.0000001192092896,0.8974303603172302,0.8974303603172302
32,0.990554690361023,0.8939864635467529,0.8730453252792358
33,0.9994876384735107,0.8504108786582947,0.8475144505500793
34,0.9992917776107788,0.8447104692459106,0.8440691232681274
35,0.9990155696868896,0.9062371253967285,0.9030965566635132
36,0.991595983505249,0.8690623641014099,0.8412086367607117
37,0.9971883296966553,0.875092625617981,0.8600910305976868
38,0.9996094703674316,0.8898234367370605,0.8875117301940918
39,1.0,0.8861778378486633,0.8861778378486633
40,0.9990018606185913,0.8491017818450928,0.8466657996177673
41,0.9954707622528076,0.8826014995574951,0.8664065003395081
42,0.9991070628166199,0.8903623223304749,0.888167142868042
43,0.9991613626480103,0.8860872983932495,0.8827329874038696
44,0.9992735981941223,0.8751572966575623,0.8722165822982788
45,0.9984400272369385,0.8612337112426758,0.8530070781707764
46,1.0,0.8964349627494812,0.8964349627494812
47,0.9976919293403625,0.8622055053710938,0.8520351648330688
48,1.0,0.8843599557876587,0.8843599557876587
49,0.9991069436073303,0.8732758164405823,0.8670027256011963
50,0.9999998807907104,0.8671867847442627,0.8671867847442627
51,0.9926982522010803,0.8560458421707153,0.8412899971008301
52,0.9914913773536682,0.8621943593025208,0.8417479395866394
53,0.999411940574646,0.7987444996833801,0.7956373691558838
54,0.9997119307518005,0.8713369369506836,0.8704270124435425
55,0.9993574619293213,0.8543241024017334,0.8550698161125183
56,0.9998192191123962,0.8372249603271484,0.8387224674224854
57,0.9998342990875244,0.8792217969894409,0.8796836137771606
58,0.9990858435630798,0.8372416496276855,0.8358199596405029
59,1.000000238418579,0.8082756996154785,0.8082756996154785
60,0.999595046043396,0.8544522523880005,0.8546053767204285
61,0.9984405040740967,0.8817219734191895,0.8774814605712891
62,0.999627947807312,0.7853677868843079,0.7869150638580322
63,0.99928218126297,0.8486990928649902,0.8500596284866333
