,number,value,datetime_start,datetime_complete,duration,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.13333332538604736,2023-12-19 16:56:20.408229,2023-12-19 16:59:57.520949,0 days 00:03:37.112720,75,0.0506157688875231,7.373540629751771,COMPLETE
1,1,0.10000000149011612,2023-12-19 16:59:57.659948,2023-12-19 17:04:58.206114,0 days 00:05:00.546166,120,8.632008168602531e-07,1.728746299294786,COMPLETE
2,2,0.8288888931274414,2023-12-19 17:04:58.375015,2023-12-19 17:05:42.625963,0 days 00:00:44.250948,12,0.01574189004745665,6.0909271150834465,COMPLETE
3,3,0.11555556207895279,2023-12-19 17:05:42.833527,2023-12-19 17:11:35.758663,0 days 00:05:52.925136,142,1.3289448722869174e-07,9.705116551187544,COMPLETE
4,4,0.10222221910953522,2023-12-19 17:11:35.954594,2023-12-19 17:18:30.272180,0 days 00:06:54.317586,167,1.8794668241638449e-06,1.981884678629586,COMPLETE
5,5,0.10000000894069672,2023-12-19 17:18:30.411203,2023-12-19 17:20:15.242657,0 days 00:01:44.831454,37,6.690421166498795e-06,5.342613029995931,COMPLETE
6,6,0.07111111283302307,2023-12-19 17:20:15.398675,2023-12-19 17:23:57.500068,0 days 00:03:42.101393,87,5.589524205217927e-06,6.1961583682793195,COMPLETE
7,7,0.08888888359069824,2023-12-19 17:23:57.692347,2023-12-19 17:25:20.459169,0 days 00:01:22.766822,28,5.6606706992588876e-06,3.790346064278179,COMPLETE
8,8,0.8288888931274414,2023-12-19 17:25:20.631739,2023-12-19 17:29:15.128755,0 days 00:03:54.497016,92,0.005141096648805749,2.1568030651519257,COMPLETE
9,9,0.402222216129303,2023-12-19 17:29:15.280327,2023-12-19 17:33:36.148789,0 days 00:04:20.868462,103,0.00035849855803404753,0.6552140446559778,COMPLETE
10,10,0.8444445133209229,2023-12-19 17:33:36.282397,2023-12-19 17:34:28.630618,0 days 00:00:52.348221,15,0.006959201544306101,3.8167440124624537,COMPLETE
11,11,0.46888887882232666,2023-12-19 17:34:28.792466,2023-12-19 17:34:47.768783,0 days 00:00:18.976317,1,0.0059569242887744156,6.072654652229422,COMPLETE
12,12,0.7977777719497681,2023-12-19 17:34:47.907304,2023-12-19 17:36:29.957533,0 days 00:01:42.050229,36,0.017683194060588058,2.4764444845281597,COMPLETE
13,13,0.8222222328186035,2023-12-19 17:36:30.120314,2023-12-19 17:38:40.306164,0 days 00:02:10.185850,48,0.008211203455558414,2.9869120849794557,COMPLETE
14,14,0.602222204208374,2023-12-19 17:38:40.478927,2023-12-19 17:39:00.063187,0 days 00:00:19.584260,1,0.02958768384689726,3.6098388496519744,COMPLETE
15,15,0.8577777743339539,2023-12-19 17:39:00.277477,2023-12-19 17:41:04.077499,0 days 00:02:03.800022,45,0.005225083589935301,2.0056504416161496,COMPLETE
16,16,0.6911110877990723,2023-12-19 17:41:04.232437,2023-12-19 17:41:25.820516,0 days 00:00:21.588079,2,0.010736074701103169,2.8196936686012624,COMPLETE
17,17,0.8488888740539551,2023-12-19 17:41:25.995896,2023-12-19 17:43:57.699422,0 days 00:02:31.703526,57,0.005972528984932385,2.9013404896495203,COMPLETE
18,18,0.8355556130409241,2023-12-19 17:43:57.839730,2023-12-19 17:46:46.189493,0 days 00:02:48.349763,64,0.007352908670345638,1.169581640793309,COMPLETE
19,19,0.8022222518920898,2023-12-19 17:46:46.396391,2023-12-19 17:48:48.013572,0 days 00:02:01.617181,44,0.010290761467393127,3.8093655944385882,COMPLETE
