,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.006000000052154064,2023-12-13 13:39:48.365457,2023-12-13 13:53:02.583241,0 days 00:13:14.217784,256,75,0.01574189004745665,6.0909271150834465,COMPLETE
1,1,0.012500000186264515,2023-12-13 13:53:02.715160,2023-12-13 14:15:31.893826,0 days 00:22:29.178666,512,142,6.690421166498795e-06,5.342613029995931,COMPLETE
2,2,0.527999997138977,2023-12-13 14:15:32.074269,2023-12-13 14:29:26.494487,0 days 00:13:54.420218,512,87,0.005141096648805749,2.1568030651519257,COMPLETE
3,3,0.00950000062584877,2023-12-13 14:29:26.717404,2023-12-13 14:43:39.052279,0 days 00:14:12.334875,4500,103,0.06220025976819164,8.12229401154132,COMPLETE
4,4,0.013500000350177288,2023-12-13 14:43:39.229473,2023-12-13 14:53:31.784982,0 days 00:09:52.555509,512,61,0.02857080075040725,2.736043819680166,COMPLETE
5,5,0.010999999940395355,2023-12-13 14:53:31.957221,2023-12-13 15:11:26.243684,0 days 00:17:54.286463,4096,133,0.04335045392775135,8.96930803419096,COMPLETE
6,6,0.004999999888241291,2023-12-13 15:11:26.431618,2023-12-13 15:32:18.780512,0 days 00:20:52.348894,256,120,4.247116662617139e-06,8.321627589688907,COMPLETE
7,7,0.43800002336502075,2023-12-13 15:32:18.912011,2023-12-13 15:42:24.014841,0 days 00:10:05.102830,4500,72,0.004300001586162603,2.14741367903489,COMPLETE
8,8,0.009000000543892384,2023-12-13 15:42:24.158796,2023-12-13 15:43:05.997196,0 days 00:00:41.838400,256,2,4.956947932799961e-07,8.658413573580816,COMPLETE
9,9,0.10799999535083771,2023-12-13 15:43:06.148398,2023-12-13 15:59:48.415131,0 days 00:16:42.266733,4096,125,0.021051180519608702,4.827706266587104,COMPLETE
10,10,0.4819999933242798,2023-12-13 15:59:48.561125,2023-12-13 16:18:18.252814,0 days 00:18:29.691689,512,115,0.0014180312357639977,0.671936937511534,COMPLETE
11,11,0.5130000114440918,2023-12-13 16:18:18.420278,2023-12-13 16:34:10.289860,0 days 00:15:51.869582,512,99,0.0017510452308732189,2.3084054837705525,COMPLETE
12,12,0.550000011920929,2023-12-13 16:34:10.472364,2023-12-13 16:50:02.362024,0 days 00:15:51.889660,512,99,0.003260090971920488,1.33053862876045,COMPLETE
13,13,0.550000011920929,2023-12-13 16:50:02.532165,2023-12-13 17:08:53.151033,0 days 00:18:50.618868,512,109,0.0034497387574534016,2.2107827292464934,COMPLETE
14,14,0.5559999942779541,2023-12-13 17:08:53.293869,2023-12-13 17:24:12.844700,0 days 00:15:19.550831,512,96,0.003163238563607019,1.9536404747518163,COMPLETE
15,15,0.5419999957084656,2023-12-13 17:24:12.987848,2023-12-13 17:39:31.677339,0 days 00:15:18.689491,512,96,0.0031731699839567667,1.9986350158772601,COMPLETE
16,16,0.5059999823570251,2023-12-13 17:39:31.898644,2023-12-13 17:56:17.553416,0 days 00:16:45.654772,512,105,0.004254245186551355,1.7219513793195629,COMPLETE
17,17,0.5515000224113464,2023-12-13 17:56:17.709145,2023-12-13 18:10:05.878866,0 days 00:13:48.169721,512,86,0.003001792151588479,2.1913664571039733,COMPLETE
18,18,0.5519999861717224,2023-12-13 18:10:06.015702,2023-12-13 18:24:32.104205,0 days 00:14:26.088503,512,89,0.0030239457707331185,2.2164207806348006,COMPLETE
19,19,0.5634999871253967,2023-12-13 18:24:32.250619,2023-12-13 18:39:06.882639,0 days 00:14:34.632020,512,91,0.003061477175729221,2.297127290651979,COMPLETE
