,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.008500000461935997,2023-12-14 14:42:21.907236,2023-12-14 14:55:41.018118,0 days 00:13:19.110882,256,75,0.01574189004745665,6.0909271150834465,COMPLETE
1,1,0.012500000186264515,2023-12-14 14:55:41.195357,2023-12-14 15:18:19.369371,0 days 00:22:38.174014,512,142,6.690421166498795e-06,5.342613029995931,COMPLETE
2,2,0.02199999988079071,2023-12-14 15:18:19.528165,2023-12-14 15:32:20.966701,0 days 00:14:01.438536,512,87,0.005141096648805749,2.1568030651519257,COMPLETE
3,3,0.013000000268220901,2023-12-14 15:32:21.124648,2023-12-14 15:46:46.281752,0 days 00:14:25.157104,4500,103,0.06220025976819164,8.12229401154132,COMPLETE
4,4,0.008999999612569809,2023-12-14 15:46:46.415030,2023-12-14 15:56:46.431563,0 days 00:10:00.016533,512,61,0.02857080075040725,2.736043819680166,COMPLETE
5,5,0.009499999694526196,2023-12-14 15:56:46.586492,2023-12-14 16:14:44.279376,0 days 00:17:57.692884,4096,133,0.04335045392775135,8.96930803419096,COMPLETE
6,6,0.004999999888241291,2023-12-14 16:14:44.410224,2023-12-14 16:35:46.032376,0 days 00:21:01.622152,256,120,4.247116662617139e-06,8.321627589688907,COMPLETE
7,7,0.06799999624490738,2023-12-14 16:35:46.187009,2023-12-14 16:45:56.947687,0 days 00:10:10.760678,4500,72,0.004300001586162603,2.14741367903489,COMPLETE
8,8,0.009000000543892384,2023-12-14 16:45:57.112992,2023-12-14 16:46:38.876871,0 days 00:00:41.763879,256,2,4.956947932799961e-07,8.658413573580816,COMPLETE
9,9,0.0044999998062849045,2023-12-14 16:46:39.029020,2023-12-14 17:03:43.612904,0 days 00:17:04.583884,4096,125,0.021051180519608702,4.827706266587104,COMPLETE
10,10,0.04500000178813934,2023-12-14 17:03:43.765217,2023-12-14 17:13:13.462039,0 days 00:09:29.696822,4500,67,0.0026925707841228873,1.0904000013914439,COMPLETE
11,11,0.05299999937415123,2023-12-14 17:13:13.624521,2023-12-14 17:23:48.844106,0 days 00:10:35.219585,4500,75,0.006977489249232697,3.2629780682465004,COMPLETE
