,number,value,datetime_start,datetime_complete,duration,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.04050000011920929,2023-12-19 17:03:30.715570,2023-12-19 17:16:20.574343,0 days 00:12:49.858773,75,0.0506157688875231,7.373540629751771,COMPLETE
1,1,0.014999998733401299,2023-12-19 17:16:20.713165,2023-12-19 17:36:08.456049,0 days 00:19:47.742884,120,8.632008168602531e-07,1.728746299294786,COMPLETE
2,2,0.5519999861717224,2023-12-19 17:36:08.599401,2023-12-19 17:38:23.280687,0 days 00:02:14.681286,12,0.01574189004745665,6.0909271150834465,COMPLETE
3,3,0.013000000268220901,2023-12-19 17:38:23.434874,2023-12-19 18:01:43.288306,0 days 00:23:19.853432,142,1.3289448722869174e-07,9.705116551187544,COMPLETE
4,4,0.004000000189989805,2023-12-19 18:01:43.448374,2023-12-19 18:29:12.838649,0 days 00:27:29.390275,167,1.8794668241638449e-06,1.981884678629586,COMPLETE
5,5,0.016499999910593033,2023-12-19 18:29:12.968734,2023-12-19 18:35:29.055642,0 days 00:06:16.086908,37,6.690421166498795e-06,5.342613029995931,COMPLETE
6,6,0.0020000000949949026,2023-12-19 18:35:29.184550,2023-12-19 18:49:54.697382,0 days 00:14:25.512832,87,5.589524205217927e-06,6.1961583682793195,COMPLETE
7,7,0.010499999858438969,2023-12-19 18:49:54.864370,2023-12-19 18:54:47.431748,0 days 00:04:52.567378,28,5.6606706992588876e-06,3.790346064278179,COMPLETE
8,8,0.6679999828338623,2023-12-19 18:54:47.643441,2023-12-19 19:10:03.539101,0 days 00:15:15.895660,92,0.005141096648805749,2.1568030651519257,COMPLETE
9,9,0.40799999237060547,2023-12-19 19:10:03.679094,2023-12-19 19:27:04.058269,0 days 00:17:00.379175,103,0.00035849855803404753,0.6552140446559778,COMPLETE
10,10,0.6710000038146973,2023-12-19 19:27:04.220987,2023-12-19 19:31:25.984773,0 days 00:04:21.763786,25,0.005851353024895781,2.817964371654993,COMPLETE
11,11,0.6694999933242798,2023-12-19 19:31:26.124318,2023-12-19 19:41:31.181368,0 days 00:10:05.057050,60,0.006589464709227961,0.5446005130137823,COMPLETE
12,12,0.6664999723434448,2023-12-19 19:41:31.337309,2023-12-19 19:51:44.672202,0 days 00:10:13.334893,61,0.0032265434224410063,1.7761224683281462,COMPLETE
13,13,0.08700000494718552,2023-12-19 19:51:44.804364,2023-12-19 19:52:09.546387,0 days 00:00:24.742023,1,0.003472868830756445,5.502749633038862,COMPLETE
14,14,0.6499999761581421,2023-12-19 19:52:09.709299,2023-12-19 19:59:54.032050,0 days 00:07:44.322751,46,0.008501427258556024,2.2229155807549486,COMPLETE
15,15,0.6739999651908875,2023-12-19 19:59:54.195469,2023-12-19 20:08:09.832087,0 days 00:08:15.636618,49,0.005011133810829248,1.505952368610244,COMPLETE
16,16,0.6799999475479126,2023-12-19 20:08:09.980402,2023-12-19 20:25:05.754261,0 days 00:16:55.773859,102,0.003285184726659948,0.25112372977897546,COMPLETE
17,17,0.11349999159574509,2023-12-19 20:25:05.886126,2023-12-19 20:25:31.612796,0 days 00:00:25.726670,1,0.0044356528389069205,0.2,COMPLETE
18,18,0.6669999957084656,2023-12-19 20:25:31.798588,2023-12-19 20:39:27.225119,0 days 00:13:55.426531,84,0.0034495468578702748,0.2,COMPLETE
19,19,0.6719999313354492,2023-12-19 20:39:27.380336,2023-12-19 20:53:30.455162,0 days 00:14:03.074826,84,0.00550848431030239,0.9879479877149675,COMPLETE
