,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.12444444000720978,2023-12-14 15:12:52.524475,2023-12-14 15:19:41.757501,0 days 00:06:49.233026,256,75,0.01574189004745665,6.0909271150834465,COMPLETE
1,1,0.46000003814697266,2023-12-14 15:19:41.893015,2023-12-14 15:30:45.464198,0 days 00:11:03.571183,512,142,6.690421166498795e-06,5.342613029995931,COMPLETE
2,2,0.8955555558204651,2023-12-14 15:30:45.729053,2023-12-14 15:37:36.615868,0 days 00:06:50.886815,512,87,0.005141096648805749,2.1568030651519257,COMPLETE
3,3,0.111111119389534,2023-12-14 15:37:36.765477,2023-12-14 15:44:45.205946,0 days 00:07:08.440469,4500,103,0.06220025976819164,8.12229401154132,COMPLETE
4,4,0.09555555880069733,2023-12-14 15:44:45.347651,2023-12-14 15:49:36.610278,0 days 00:04:51.262627,512,61,0.02857080075040725,2.736043819680166,COMPLETE
5,5,0.19555555284023285,2023-12-14 15:49:36.750960,2023-12-14 15:58:39.908488,0 days 00:09:03.157528,4096,133,0.04335045392775135,8.96930803419096,COMPLETE
6,6,0.3799999952316284,2023-12-14 15:58:40.065602,2023-12-14 16:08:52.439429,0 days 00:10:12.373827,256,120,4.247116662617139e-06,8.321627589688907,COMPLETE
7,7,0.9333333373069763,2023-12-14 16:08:52.583958,2023-12-14 16:13:57.158110,0 days 00:05:04.574152,4500,72,0.004300001586162603,2.14741367903489,COMPLETE
8,8,0.1577777862548828,2023-12-14 16:13:57.310554,2023-12-14 16:14:19.875144,0 days 00:00:22.564590,256,2,4.956947932799961e-07,8.658413573580816,COMPLETE
9,9,0.8822221755981445,2023-12-14 16:14:20.020336,2023-12-14 16:22:50.555636,0 days 00:08:30.535300,4096,125,0.021051180519608702,4.827706266587104,COMPLETE
10,10,0.9311110973358154,2023-12-14 16:22:50.727040,2023-12-14 16:29:30.073776,0 days 00:06:39.346736,4500,66,0.002290419753661173,0.7825667918209775,COMPLETE
11,11,0.9377778172492981,2023-12-14 16:29:30.367407,2023-12-14 16:34:43.353438,0 days 00:05:12.986031,4500,74,0.0025806758691216615,1.2031441800736706,COMPLETE
12,12,0.9155555367469788,2023-12-14 16:34:43.488044,2023-12-14 16:42:43.889432,0 days 00:08:00.401388,512,102,0.0019256492376657644,1.8248819716833309,COMPLETE
13,13,0.9311110973358154,2023-12-14 16:42:44.042011,2023-12-14 16:46:38.148810,0 days 00:03:54.106799,4500,55,0.0035004960473747136,1.443923042178045,COMPLETE
