Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median
0,0.9986897110939026,0.9312785863876343,0.929741382598877
1,0.9990624189376831,0.9312646389007568,0.9302587509155273
2,0.9989747405052185,0.9305284023284912,0.9293555021286011
3,0.998879611492157,0.9294581413269043,0.9282047152519226
4,0.9987912178039551,0.9274023771286011,0.9261045455932617
5,0.9986610412597656,0.9283050894737244,0.927139163017273
6,0.998872697353363,0.9258158802986145,0.9247553944587708
7,0.9987684488296509,0.923863410949707,0.9227665066719055
8,0.9988446831703186,0.9238096475601196,0.9226347208023071
9,0.9986065030097961,0.9248151779174805,0.9229159951210022
10,0.9987185597419739,0.9234462380409241,0.9215360879898071
11,0.9986690282821655,0.9230679869651794,0.9208964109420776
12,0.9985888004302979,0.9225056767463684,0.9199292659759521
13,0.9985094666481018,0.9223424196243286,0.9194496870040894
14,0.9976096153259277,0.9216389656066895,0.9166885018348694
15,0.9983763098716736,0.9218586683273315,0.9183475971221924
16,0.9983401298522949,0.9217369556427002,0.9179584383964539
17,0.9982275366783142,0.9211864471435547,0.9170136451721191
18,0.9980018734931946,0.91972416639328,0.9149489998817444
19,0.9977355003356934,0.9185930490493774,0.9131326675415039
20,0.9974523782730103,0.9173523783683777,0.9111959934234619
21,0.9972130060195923,0.916159987449646,0.9093044996261597
22,0.9966458678245544,0.915272057056427,0.9071562886238098
23,0.9965124130249023,0.91539067029953,0.9070510864257812
24,0.9964112639427185,0.9150665998458862,0.9065207839012146
25,0.9961118102073669,0.9142624139785767,0.9051497578620911
26,0.9956561326980591,0.9129041433334351,0.902948260307312
27,0.9949447512626648,0.9118177890777588,0.9008432626724243
28,0.9942231774330139,0.9110442399978638,0.899275541305542
29,0.9935686588287354,0.9097517728805542,0.8970133662223816
30,0.9931706786155701,0.9076980352401733,0.8950751423835754
31,0.9925570487976074,0.906451404094696,0.8931041955947876
32,0.9910432696342468,0.9044440388679504,0.8889221549034119
33,0.9905334711074829,0.903353750705719,0.8875075578689575
34,0.9892970323562622,0.902363657951355,0.8847894668579102
35,0.9889154434204102,0.9010463953018188,0.8833482265472412
36,0.9891529083251953,0.9002537131309509,0.8833009004592896
37,0.988906979560852,0.9004322290420532,0.8830790519714355
38,0.990185558795929,0.8995940685272217,0.8842495679855347
39,0.989583432674408,0.900071382522583,0.8850347995758057
