Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median,Clipped_0.25_vs_Clipped_Mean,Clipped_0.5_vs_Clipped_Mean,Clipped_0.75_vs_Clipped_Mean,Clipped_0.25_vs_Unclipped_Mean,Clipped_0.5_vs_Unclipped_Mean,Clipped_0.75_vs_Unclipped_Mean,Clipped_0.25_vs_Unclipped_Median,Clipped_0.5_vs_Unclipped_Median,Clipped_0.75_vs_Unclipped_Median
26,0.9557556509971619,0.25457924604415894,0.24554318189620972,0.8019380569458008,0.6959713697433472,0.3228278160095215,0.90281742811203,0.799950122833252,0.3044271767139435,0.9989408254623413,0.944031298160553,0.25629985332489014
27,0.9563366770744324,0.26815828680992126,0.2589232623577118,0.8123424053192139,0.7102011442184448,0.3348468840122223,0.9098098874092102,0.8096626996994019,0.3141044080257416,0.9987360239028931,0.943367600440979,0.2704136073589325
28,0.9567656517028809,0.2803240418434143,0.2714498043060303,0.8171992301940918,0.718300461769104,0.3442654013633728,0.9164503216743469,0.8177151679992676,0.32233667373657227,0.9977001547813416,0.9389524459838867,0.2829088568687439
29,0.9564942717552185,0.28170785307884216,0.27136051654815674,0.8163145780563354,0.7162994146347046,0.34655433893203735,0.9138553738594055,0.8123349547386169,0.3232142925262451,0.9968844652175903,0.9352720379829407,0.2831597924232483
30,0.9592418670654297,0.28304120898246765,0.2726474404335022,0.8148429989814758,0.7186248302459717,0.34846341609954834,0.9141595959663391,0.816182017326355,0.3236852288246155,0.9948512315750122,0.9322167038917542,0.2849387526512146
31,0.9602361917495728,0.27053114771842957,0.26247304677963257,0.8019568920135498,0.7084025144577026,0.3398768901824951,0.9078347682952881,0.8102560043334961,0.3124754726886749,0.994613766670227,0.9327521920204163,0.27238619327545166
32,0.9605087041854858,0.2564869821071625,0.250044047832489,0.7896338105201721,0.698595404624939,0.3330126404762268,0.9059112668037415,0.8090794086456299,0.30227065086364746,0.9937445521354675,0.9310106039047241,0.258998841047287
33,0.960707426071167,0.24819859862327576,0.24258676171302795,0.7814401984214783,0.6935087442398071,0.32592320442199707,0.8978980779647827,0.8019057512283325,0.2956760823726654,0.9935002326965332,0.9316035509109497,0.2512401044368744
34,0.9600003957748413,0.22898860275745392,0.22449001669883728,0.7632211446762085,0.6758063435554504,0.31306490302085876,0.891895055770874,0.7943854331970215,0.28091660141944885,0.9908862113952637,0.9248883128166199,0.2331988662481308
35,0.9581390619277954,0.20829109847545624,0.20584440231323242,0.7364782094955444,0.648894190788269,0.3010414242744446,0.8807426691055298,0.7800657153129578,0.2652047574520111,0.9894566535949707,0.9199231863021851,0.21109601855278015
36,0.9574322700500488,0.19374902546405792,0.19088318943977356,0.7111702561378479,0.6242626309394836,0.29285478591918945,0.8721445202827454,0.7699057459831238,0.25597015023231506,0.9884178638458252,0.9167557954788208,0.19744856655597687
37,0.9555677175521851,0.18100236356258392,0.17829293012619019,0.6945850849151611,0.6078258752822876,0.28698039054870605,0.8672077059745789,0.7613093852996826,0.2454177886247635,0.9866368174552917,0.910428524017334,0.18453240394592285
38,0.9497928023338318,0.17325270175933838,0.16851775348186493,0.6806864142417908,0.5898271799087524,0.28445225954055786,0.8612588047981262,0.7454995512962341,0.2401757687330246,0.984869122505188,0.899333119392395,0.17640137672424316
39,0.954412043094635,0.16805842518806458,0.16408896446228027,0.6679609417915344,0.5801035165786743,0.284165620803833,0.8610368371009827,0.7503898739814758,0.23502373695373535,0.9839433431625366,0.9027347564697266,0.1702565848827362
