Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median,Clipped_0.25_vs_Clipped_Mean,Clipped_0.5_vs_Clipped_Mean,Clipped_0.75_vs_Clipped_Mean,Clipped_0.25_vs_Unclipped_Mean,Clipped_0.5_vs_Unclipped_Mean,Clipped_0.75_vs_Unclipped_Mean,Clipped_0.25_vs_Unclipped_Median,Clipped_0.5_vs_Unclipped_Median,Clipped_0.75_vs_Unclipped_Median
0,0.9985912442207336,0.17364314198493958,0.17333847284317017,0.9998205900192261,0.9988752603530884,0.17356958985328674,0.9996281266212463,0.9993597865104675,0.1734408438205719,0.999376654624939,0.9997026324272156,0.17339488863945007
1,0.9980888366699219,0.1436651051044464,0.1456492394208908,0.9997862577438354,0.9986763000488281,0.14410555362701416,0.9994612336158752,0.9993313550949097,0.14440599083900452,0.9989558458328247,0.999765157699585,0.14509519934654236
2,0.9923056364059448,0.14915966987609863,0.16531547904014587,0.9994483590126038,0.9953237771987915,0.15303409099578857,0.9973556995391846,0.9982725977897644,0.1583486944437027,0.9942492246627808,0.9996752142906189,0.16312769055366516
3,0.9732252359390259,0.18445318937301636,0.22554193437099457,0.9983320236206055,0.983748197555542,0.193928062915802,0.9881554245948792,0.9959537982940674,0.21098870038986206,0.9791589379310608,0.9992643594741821,0.22075876593589783
4,0.957234799861908,0.23851418495178223,0.29129698872566223,0.99994295835495,0.9599008560180664,0.24039500951766968,0.9848088026046753,0.9912770986557007,0.2703680992126465,0.9671454429626465,0.9988903403282166,0.2856728136539459
5,0.9555076360702515,0.29348719120025635,0.33923929929733276,0.9952592253684998,0.9269155859947205,0.2769296169281006,0.9892371296882629,0.9868085384368896,0.31829530000686646,0.9668030738830566,0.9985993504524231,0.33477258682250977
6,0.9577245712280273,0.3320288360118866,0.3638272285461426,0.9774600267410278,0.8862888216972351,0.2988918423652649,0.9943482875823975,0.9810994863510132,0.3462701439857483,0.9697719812393188,0.9981929659843445,0.36097174882888794
7,0.9624041318893433,0.3434824049472809,0.36233291029930115,0.9408686757087708,0.8318724036216736,0.29669708013534546,0.9986321926116943,0.9739340543746948,0.34849023818969727,0.9747278690338135,0.9977263808250427,0.36098045110702515
8,0.9673187136650085,0.33118221163749695,0.3406778573989868,0.9030030369758606,0.7894879579544067,0.2826955318450928,0.9997655153274536,0.9716954827308655,0.33237433433532715,0.9794878959655762,0.9974437952041626,0.34077444672584534
9,0.9695559144020081,0.31445953249931335,0.3179911673069,0.8619914054870605,0.7476475834846497,0.2659410834312439,0.9999099969863892,0.9669950604438782,0.31398120522499084,0.9827579259872437,0.9969651103019714,0.31951838731765747
10,0.9706600308418274,0.29034435749053955,0.2892373204231262,0.8149517774581909,0.6996783018112183,0.24749015271663666,0.9985908269882202,0.9603198766708374,0.2898137867450714,0.9858706593513489,0.9960156679153442,0.29253774881362915
11,0.9702880382537842,0.25950193405151367,0.2549428343772888,0.7791187167167664,0.661903977394104,0.2284056544303894,0.9953146576881409,0.9490845799446106,0.26039040088653564,0.9862310290336609,0.9957800507545471,0.259811133146286
12,0.9697018265724182,0.23696908354759216,0.2265477478504181,0.746597170829773,0.6240266561508179,0.21709312498569489,0.9911811351776123,0.9369286894798279,0.23921911418437958,0.9858737587928772,0.9958884119987488,0.23355205357074738
13,0.9686149954795837,0.21334876120090485,0.19866174459457397,0.7259865403175354,0.5958532094955444,0.20596599578857422,0.9892561435699463,0.9289907217025757,0.2175241857767105,0.985336422920227,0.9956504106521606,0.2065269947052002
14,0.969103991985321,0.19214820861816406,0.17406749725341797,0.7028740644454956,0.567110538482666,0.20375996828079224,0.9799894094467163,0.909009575843811,0.20237599313259125,0.988519549369812,0.9936699867248535,0.18301638960838318
15,0.9691753387451172,0.17294225096702576,0.1530904471874237,0.6936333775520325,0.556487500667572,0.20449340343475342,0.9629836082458496,0.8812654614448547,0.1930493414402008,0.9907167553901672,0.9918054342269897,0.1624879091978073
16,0.9660952091217041,0.1597965955734253,0.13940653204917908,0.6655358076095581,0.5258537530899048,0.21026621758937836,0.9492605328559875,0.8599984645843506,0.18873776495456696,0.9930688738822937,0.9875835180282593,0.14916495978832245
17,0.9617902040481567,0.14857542514801025,0.13066281378269196,0.6335097551345825,0.4916079044342041,0.21612617373466492,0.9286691546440125,0.8277654647827148,0.1875368356704712,0.9963330030441284,0.9794719219207764,0.14043448865413666
18,0.9577089548110962,0.14712916314601898,0.12968400120735168,0.6314261555671692,0.48801565170288086,0.22666339576244354,0.916969895362854,0.8055083751678467,0.19400101900100708,0.9979034066200256,0.972455620765686,0.14153273403644562
19,0.9565836787223816,0.15558698773384094,0.13983383774757385,0.6415078639984131,0.4989572763442993,0.23514215648174286,0.9143323302268982,0.7972409725189209,0.2013910412788391,0.9982011318206787,0.9703604578971863,0.15101177990436554
20,0.9582446217536926,0.17125171422958374,0.1554863452911377,0.6755954027175903,0.5325894951820374,0.24907857179641724,0.9014991521835327,0.7809814214706421,0.21992304921150208,0.9982825517654419,0.9709525108337402,0.16576367616653442
21,0.9562557935714722,0.1857679933309555,0.1709958165884018,0.7072787880897522,0.5685248374938965,0.26014989614486694,0.885109543800354,0.7602566480636597,0.2370891124010086,0.9992684125900269,0.9649205207824707,0.1817678064107895
22,0.9568357467651367,0.20125168561935425,0.1889984905719757,0.7335599660873413,0.6021247506141663,0.27070361375808716,0.8825850486755371,0.76222825050354,0.2522582709789276,0.999439001083374,0.9639692306518555,0.19747033715248108
23,0.9545285701751709,0.21734409034252167,0.20896071195602417,0.7534075975418091,0.6316678524017334,0.28650593757629395,0.882203221321106,0.7669152021408081,0.2698288857936859,0.9999931454658508,0.9553815722465515,0.21690699458122253
24,0.956671416759491,0.23293852806091309,0.22590765357017517,0.7720603942871094,0.6604341268539429,0.30272841453552246,0.8882426023483276,0.7817801237106323,0.2857217490673065,0.9995503425598145,0.9495747685432434,0.23591235280036926
25,0.9561565518379211,0.23656898736953735,0.22910159826278687,0.7873125076293945,0.6792511343955994,0.3098470866680145,0.8912503719329834,0.7868889570236206,0.2920006513595581,0.9994283318519592,0.9479401707649231,0.23897351324558258
