step,Class_0_Body_Mean_Norm,Class_1_Body_Mean_Norm,Class_2_Body_Mean_Norm,Class_3_Body_Mean_Norm,Class_4_Body_Mean_Norm,Class_5_Body_Mean_Norm,Class_6_Body_Mean_Norm,Class_7_Body_Mean_Norm,Class_8_Body_Mean_Norm,Class_9_Body_Mean_Norm,Class_10_Body_Mean_Norm,Class_11_Body_Mean_Norm,Class_12_Body_Mean_Norm,Class_13_Body_Mean_Norm,Class_14_Body_Mean_Norm,Class_0_Head_Mean_Norm,Class_1_Head_Mean_Norm,Class_2_Head_Mean_Norm,Class_3_Head_Mean_Norm,Class_4_Head_Mean_Norm,Class_5_Head_Mean_Norm,Class_6_Head_Mean_Norm,Class_7_Head_Mean_Norm,Class_8_Head_Mean_Norm,Class_9_Head_Mean_Norm,Class_10_Head_Mean_Norm,Class_11_Head_Mean_Norm,Class_12_Head_Mean_Norm,Class_13_Head_Mean_Norm,Class_14_Head_Mean_Norm
0,186.13541666666666,184.6366221110026,191.7935609817505,159.77523040771484,157.9615707397461,136.45141315460205,128.21471659342447,135.76508440290178,125.6138048171997,123.37684478759766,122.37200927734375,95.99746704101562,90.87872009277343,106.47554016113281,125.45831298828125,186.13541836208768,184.6366221110026,191.7935609817505,159.77523040771484,157.9615707397461,136.45141124725342,128.21471659342447,135.76508440290178,125.6138048171997,123.37684478759766,122.37200927734375,95.99746704101562,90.87872009277343,106.47554016113281,125.45831298828125
1,173.85888502332898,175.279049343533,181.28523349761963,156.82197909884982,154.57103633880615,134.16477394104004,125.92860412597656,132.8028117588588,126.231201171875,123.00616149902343,122.02826309204102,97.37186126708984,92.19078979492187,105.05093002319336,125.49413299560547,173.80719502766928,175.20027499728732,181.06971740722656,156.72560204399957,154.52652645111084,134.0950469970703,125.89875030517578,132.65926143101282,126.2160997390747,122.98896026611328,122.01556015014648,97.29529571533203,90.8692413330078,105.02974128723145,125.47479248046875
2,151.4409425523546,159.02755059136285,167.75864601135254,151.61254458957248,149.21203994750977,131.74947929382324,124.95858679877387,130.50335475376673,126.8917121887207,125.69828186035156,121.43275451660156,99.3327392578125,91.04558563232422,104.96567153930664,127.66334533691406,151.2762976752387,158.84908209906683,167.33293914794922,151.43601396348743,149.1467800140381,131.32296705245972,124.79082489013672,130.38961356026786,126.78774452209473,125.61194763183593,121.40795135498047,99.1594970703125,90.98572998046875,104.91195106506348,127.5677490234375
3,125.74652184380426,133.03260633680554,153.01800060272217,146.19617207845053,142.193133354187,130.07265377044678,123.82213083902995,128.09002467564173,129.82885646820068,132.5319046020508,121.59976704915364,100.91011962890624,91.99180145263672,105.65638732910156,129.77780151367188,125.39107598198785,132.58302900526257,151.23098468780518,145.93353017171225,142.04039001464844,129.13002967834473,123.71908315022786,127.93130166190011,129.61768245697021,129.11911315917968,121.54778289794922,100.52613067626953,91.88992919921876,105.2843189239502,129.70880126953125
4,100.63388570149739,101.50923156738281,135.84133052825928,138.98634168836804,131.9757604598999,127.84158849716187,121.7745115492079,127.05206080845424,133.82315254211426,134.78728637695312,121.03792190551758,102.91836853027344,92.99010925292968,106.5982837677002,131.30032348632812,100.43631405300565,101.12824334038629,135.12683773040771,138.64657592773438,131.7027816772461,127.04109144210815,121.60470665825738,126.90811702183315,133.66798400878906,134.63414154052734,120.95338185628255,101.59127197265624,92.83204650878906,106.3980941772461,131.258056640625
5,80.73733732435439,77.21529006958008,120.09681177139282,129.8047693040636,123.04496669769287,126.24636363983154,119.52941216362848,125.07198987688336,137.90915775299072,139.51346435546876,121.62443033854167,103.01277770996094,94.25400238037109,108.29616737365723,132.79324340820312,78.57404412163629,75.94901318020291,119.44941806793213,127.93910217285156,122.71147203445435,125.73814058303833,119.39014180501302,124.90604509626117,137.72839450836182,139.34532318115234,120.5674565633138,102.52255554199219,93.95291290283203,108.00412940979004,132.75332641601562
6,63.21674686008029,59.00781122843424,109.09602689743042,116.75341881646051,113.3745470046997,123.3106427192688,116.64583502875433,122.96200452532086,140.95035552978516,143.97718048095703,120.4629020690918,104.43919067382812,97.25619049072266,109.69985771179199,134.0523223876953,62.95184750027127,57.59465323554145,108.44331884384155,116.36617533365886,113.01485919952393,122.9922924041748,116.46526760525174,122.79632241385323,140.74185371398926,143.77066040039062,120.23742930094402,103.46102600097656,95.21466369628907,109.32817649841309,133.9520721435547
7,52.585607316758896,45.64476670159234,100.3467664718628,105.85481686062283,103.28984570503235,123.01954126358032,113.14598083496094,121.42152186802456,142.48862743377686,147.06019592285156,120.37242380777995,105.17863616943359,96.14644317626953,110.54914855957031,135.02687072753906,52.30366579691569,45.432220670912,99.06621503829956,105.42574585808649,102.92776918411255,121.36136770248413,112.87909783257379,121.23231724330357,142.2234869003296,146.8052490234375,120.13353729248047,104.27356567382813,95.736962890625,110.26686668395996,134.6278076171875
8,46.31834305657281,38.68476274278429,95.04332637786865,96.90871259901259,94.16990876197815,119.69625329971313,109.01050143771701,117.40855516706195,141.9706153869629,148.5590591430664,120.17575327555339,105.65957183837891,96.51903076171875,110.9039421081543,135.2562713623047,45.93638059828017,38.08539157443576,92.8859510421753,96.43153211805556,92.93394041061401,119.18697500228882,108.65974680582683,117.21181924002511,141.73520278930664,148.21483917236327,119.84996795654297,104.82970733642578,95.81627197265625,110.54290390014648,135.12515258789062
9,41.988964292738174,33.71979967753092,91.0478892326355,91.55351935492621,84.11321246623993,117.5072774887085,103.55284118652344,112.12737056187221,141.6037940979004,149.95893402099608,119.55515797932942,106.05252685546876,96.69279327392579,110.62522888183594,135.47862243652344,41.37465710110135,33.27853870391846,89.03892469406128,90.99168713887532,83.43840301036835,117.0007872581482,103.08052910698785,111.87208557128906,140.9083080291748,149.47162170410155,119.2674674987793,105.41091461181641,95.47371368408203,110.24674987792969,135.3631134033203
