Step,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10,Class_11,Class_12,Class_13,Class_14
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.9422222375869751,0.6299212574958801,0.7306501269340515,0.18978102505207062,0.16738197207450867,0.14720812439918518,0.16167664527893066,0.2957746386528015,0.0,0.009803921915590763,0.023255813866853714,0.0,0.0,0.03773584961891174,0.04444444552063942
2,0.9688888788223267,0.8792650699615479,0.8482972383499146,0.37226277589797974,0.31759655475616455,0.24365481734275818,0.21556885540485382,0.26056337356567383,0.008333333767950535,0.0,0.011627906933426857,0.0,0.0,0.01886792480945587,0.0
3,0.9755555391311646,0.9737532734870911,0.8575851321220398,0.5072992444038391,0.4678111672401428,0.3299492299556732,0.31736525893211365,0.38732394576072693,0.0,0.0,0.0,0.0,0.0,0.01886792480945587,0.0
4,0.9755555391311646,0.9842519760131836,0.8792569637298584,0.6751824617385864,0.6566523313522339,0.39086294174194336,0.401197612285614,0.4507042169570923,0.0,0.0,0.023255813866853714,0.0,0.0,0.0,0.0
5,0.9777777791023254,0.9921259880065918,0.8885449171066284,0.7883211970329285,0.7381974458694458,0.42131978273391724,0.46107783913612366,0.51408451795578,0.008333333767950535,0.0,0.058139536529779434,0.0,0.0,0.0,0.0
6,0.9800000190734863,0.9947506785392761,0.8885449171066284,0.8576642274856567,0.8111587762832642,0.4771573543548584,0.5329341292381287,0.577464759349823,0.008333333767950535,0.0,0.08139535039663315,0.0,0.016129031777381897,0.0,0.0
7,0.9800000190734863,0.9947506785392761,0.8978328108787537,0.8759124279022217,0.8669527769088745,0.4720812141895294,0.56886225938797,0.591549277305603,0.008333333767950535,0.0,0.12790697813034058,0.0,0.016129031777381897,0.0,0.0
8,0.9777777791023254,0.9973753094673157,0.9040247797966003,0.8795620203018188,0.9098712205886841,0.4974619150161743,0.652694582939148,0.6549295783042908,0.008333333767950535,0.0,0.1627907007932663,0.0,0.032258063554763794,0.01886792480945587,0.0
9,0.9777777791023254,0.9973753094673157,0.900928795337677,0.8868613243103027,0.9313304424285889,0.5329949259757996,0.6766467094421387,0.7042253613471985,0.01666666753590107,0.0,0.23255814611911774,0.0,0.032258063554763794,0.03773584961891174,0.04444444552063942
10,0.9800000190734863,0.9947506785392761,0.9040247797966003,0.8978102207183838,0.9356223344802856,0.5786802172660828,0.7664670944213867,0.7605633735656738,0.03333333507180214,0.0,0.24418604373931885,0.0,0.032258063554763794,0.056603774428367615,0.04444444552063942
11,0.9800000190734863,0.9947506785392761,0.9071207642555237,0.9124087691307068,0.9442059993743896,0.5888324975967407,0.802395224571228,0.7957746386528015,0.05000000074505806,0.0,0.24418604373931885,0.0,0.04838709533214569,0.056603774428367615,0.1111111119389534
12,0.9777777791023254,0.9947506785392761,0.9071207642555237,0.9087591171264648,0.9527897238731384,0.6040608882904053,0.886227548122406,0.8521126508712769,0.125,0.009803921915590763,0.24418604373931885,0.0,0.06451612710952759,0.056603774428367615,0.1111111119389534
13,0.9777777791023254,0.9947506785392761,0.9071207642555237,0.9014598727226257,0.9527897238731384,0.6446700692176819,0.9041916131973267,0.8873239159584045,0.25,0.019607843831181526,0.3139534890651703,0.0,0.08064515888690948,0.056603774428367615,0.1111111119389534
14,0.9711111187934875,0.9947506785392761,0.9102166891098022,0.8941605687141418,0.9527897238731384,0.7055837512016296,0.910179615020752,0.908450722694397,0.3916666805744171,0.03921568766236305,0.3488371968269348,0.0,0.08064515888690948,0.07547169923782349,0.13333334028720856
15,0.9711111187934875,0.9947506785392761,0.9133126735687256,0.8868613243103027,0.9527897238731384,0.7411167621612549,0.9341317415237427,0.9295774698257446,0.5583333373069763,0.06862745434045792,0.3720930218696594,0.0,0.08064515888690948,0.056603774428367615,0.15555556118488312
16,0.9711111187934875,0.9947506785392761,0.9133126735687256,0.8795620203018188,0.9527897238731384,0.7563451528549194,0.940119743347168,0.9366196990013123,0.699999988079071,0.10784313827753067,0.40697672963142395,0.027397260069847107,0.08064515888690948,0.03773584961891174,0.15555556118488312
17,0.9711111187934875,0.9947506785392761,0.9195046424865723,0.8759124279022217,0.9527897238731384,0.7715736031532288,0.9520958065986633,0.9366196990013123,0.800000011920929,0.18627451360225677,0.43023255467414856,0.06849315017461777,0.11290322244167328,0.056603774428367615,0.15555556118488312
18,0.9711111187934875,0.9947506785392761,0.9226006269454956,0.8722627758979797,0.9527897238731384,0.807106614112854,0.9640718698501587,0.9436619877815247,0.8666666746139526,0.2450980395078659,0.4651162922382355,0.10958904027938843,0.12903225421905518,0.056603774428367615,0.15555556118488312
19,0.9666666388511658,0.9895012974739075,0.9287925958633423,0.8686131238937378,0.9442059993743896,0.817258894443512,0.9640718698501587,0.9436619877815247,0.875,0.3333333432674408,0.45348837971687317,0.10958904027938843,0.16129031777381897,0.056603774428367615,0.15555556118488312
20,0.9666666388511658,0.9816272854804993,0.9287925958633423,0.8722627758979797,0.9527897238731384,0.8274111747741699,0.976047933101654,0.9507042169570923,0.8999999761581421,0.44117647409439087,0.4767441749572754,0.12328767031431198,0.16129031777381897,0.07547169923782349,0.15555556118488312
21,0.9688888788223267,0.9816272854804993,0.9287925958633423,0.8759124279022217,0.9484978318214417,0.8375634551048279,0.976047933101654,0.9507042169570923,0.9083333611488342,0.5,0.4767441749572754,0.16438356041908264,0.16129031777381897,0.1320754736661911,0.15555556118488312
22,0.9644444584846497,0.9790025949478149,0.9411764740943909,0.8759124279022217,0.9442059993743896,0.8426395654678345,0.976047933101654,0.9507042169570923,0.925000011920929,0.5686274766921997,0.5348837375640869,0.21917808055877686,0.19354838132858276,0.15094339847564697,0.15555556118488312
23,0.9644444584846497,0.9737532734870911,0.9442724585533142,0.8759124279022217,0.9484978318214417,0.8426395654678345,0.976047933101654,0.9507042169570923,0.949999988079071,0.6764705777168274,0.5465116500854492,0.2054794579744339,0.20967741310596466,0.16981132328510284,0.15555556118488312
24,0.9622222185134888,0.9685039520263672,0.9473684430122375,0.8686131238937378,0.9442059993743896,0.8477157354354858,0.976047933101654,0.9507042169570923,0.949999988079071,0.7254902124404907,0.5581395626068115,0.2054794579744339,0.29032257199287415,0.16981132328510284,0.15555556118488312
25,0.9577777981758118,0.9685039520263672,0.9473684430122375,0.8722627758979797,0.9442059993743896,0.8477157354354858,0.976047933101654,0.9507042169570923,0.949999988079071,0.7745097875595093,0.5813953280448914,0.24657534062862396,0.30645161867141724,0.2075471729040146,0.15555556118488312
26,0.9577777981758118,0.9580052495002747,0.9473684430122375,0.8722627758979797,0.9442059993743896,0.8477157354354858,0.976047933101654,0.9507042169570923,0.949999988079071,0.8235294222831726,0.5813953280448914,0.2602739632129669,0.30645161867141724,0.2075471729040146,0.13333334028720856
27,0.9577777981758118,0.9553805589675903,0.9473684430122375,0.8722627758979797,0.9442059993743896,0.8477157354354858,0.976047933101654,0.9507042169570923,0.949999988079071,0.8529411554336548,0.604651153087616,0.27397260069847107,0.32258063554763794,0.2641509473323822,0.13333334028720856
28,0.9577777981758118,0.9553805589675903,0.9535603523254395,0.8649635314941406,0.9484978318214417,0.8578680157661438,0.9820359349250793,0.9507042169570923,0.9416666626930237,0.8529411554336548,0.6162790656089783,0.2876712381839752,0.32258063554763794,0.2830188572406769,0.13333334028720856
29,0.9555555582046509,0.9580052495002747,0.9566563367843628,0.8649635314941406,0.9484978318214417,0.8578680157661438,0.9820359349250793,0.9436619877815247,0.9416666626930237,0.8627451062202454,0.6279069781303406,0.31506848335266113,0.32258063554763794,0.30188679695129395,0.20000000298023224
30,0.9555555582046509,0.9580052495002747,0.9566563367843628,0.8649635314941406,0.9484978318214417,0.8578680157661438,0.9820359349250793,0.9436619877815247,0.9416666626930237,0.8627451062202454,0.6279069781303406,0.3287671208381653,0.29032257199287415,0.3207547068595886,0.20000000298023224
31,0.9555555582046509,0.9580052495002747,0.9535603523254395,0.8686131238937378,0.9527897238731384,0.8629441857337952,0.9820359349250793,0.9295774698257446,0.9416666626930237,0.8529411554336548,0.6279069781303406,0.34246575832366943,0.29032257199287415,0.35849055647850037,0.24444444477558136
32,0.9555555582046509,0.960629940032959,0.9535603523254395,0.8686131238937378,0.9656652212142944,0.8578680157661438,0.9820359349250793,0.9295774698257446,0.9416666626930237,0.8529411554336548,0.6279069781303406,0.3287671208381653,0.29032257199287415,0.37735849618911743,0.2666666805744171
33,0.9555555582046509,0.9632545709609985,0.9535603523254395,0.8722627758979797,0.9656652212142944,0.8629441857337952,0.9820359349250793,0.9366196990013123,0.9416666626930237,0.8529411554336548,0.6395348906517029,0.3287671208381653,0.29032257199287415,0.37735849618911743,0.2666666805744171
34,0.9599999785423279,0.9632545709609985,0.9535603523254395,0.8722627758979797,0.9656652212142944,0.8629441857337952,0.9820359349250793,0.9366196990013123,0.9416666626930237,0.8529411554336548,0.6395348906517029,0.3561643958091736,0.27419355511665344,0.3962264060974121,0.2888889014720917
35,0.9622222185134888,0.9658792614936829,0.9535603523254395,0.8759124279022217,0.9656652212142944,0.8578680157661438,0.9820359349250793,0.9295774698257446,0.9416666626930237,0.8529411554336548,0.6279069781303406,0.36986300349235535,0.27419355511665344,0.4150943458080292,0.2888889014720917
36,0.9622222185134888,0.9711285829544067,0.9504643678665161,0.8795620203018188,0.9656652212142944,0.8477157354354858,0.9820359349250793,0.9295774698257446,0.9333333373069763,0.8529411554336548,0.6162790656089783,0.36986300349235535,0.27419355511665344,0.4528301954269409,0.2888889014720917
37,0.9622222185134888,0.9711285829544067,0.9535603523254395,0.8795620203018188,0.9656652212142944,0.8477157354354858,0.9820359349250793,0.9295774698257446,0.925000011920929,0.843137264251709,0.6162790656089783,0.3835616409778595,0.29032257199287415,0.4716981053352356,0.31111112236976624
38,0.9644444584846497,0.9711285829544067,0.9473684430122375,0.8832116723060608,0.9699570536613464,0.8477157354354858,0.9820359349250793,0.922535240650177,0.925000011920929,0.8333333134651184,0.6162790656089783,0.36986300349235535,0.29032257199287415,0.5283018946647644,0.3333333432674408
