Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median
0,0.9998246431350708,0.9770252704620361,0.9764885902404785
1,0.9998027086257935,0.977904200553894,0.9772689342498779
2,0.9997528791427612,0.9767466187477112,0.9759809970855713
3,0.9992548823356628,0.973914623260498,0.9718061089515686
4,0.9996455311775208,0.9755334854125977,0.9748982787132263
5,0.9995822906494141,0.97428297996521,0.9737867116928101
6,0.9995014667510986,0.9731239080429077,0.9728003740310669
7,0.999438464641571,0.972541093826294,0.9723271131515503
8,0.9993867874145508,0.9723896384239197,0.9721909761428833
9,0.9993168115615845,0.9714292883872986,0.9712584614753723
10,0.9992615580558777,0.970674455165863,0.9705044031143188
11,0.9991772770881653,0.969867467880249,0.969720721244812
12,0.9990931749343872,0.9692840576171875,0.9690727591514587
13,0.99899822473526,0.9685260057449341,0.9681832194328308
14,0.9988542199134827,0.9678251147270203,0.9672245979309082
15,0.9986910820007324,0.9674400091171265,0.966443657875061
16,0.9984849691390991,0.9658138155937195,0.9644166231155396
17,0.9981840252876282,0.963891327381134,0.9620447158813477
18,0.9978594779968262,0.9621584415435791,0.9596695899963379
19,0.9976316690444946,0.9601714611053467,0.9573984146118164
20,0.9976469278335571,0.9597041010856628,0.9562915563583374
21,0.997519314289093,0.9584194421768188,0.9549144506454468
22,0.9974640011787415,0.9572101831436157,0.9535559415817261
23,0.9970654249191284,0.9575990438461304,0.9534498453140259
24,0.9969205260276794,0.9568583369255066,0.9520425200462341
25,0.9968566298484802,0.9550906419754028,0.9494885802268982
26,0.9970362186431885,0.9537670016288757,0.9473029375076294
27,0.9970369935035706,0.9527612328529358,0.9454799294471741
28,0.9971239566802979,0.9504611492156982,0.9426153898239136
29,0.9972010254859924,0.9474062919616699,0.9389991760253906
30,0.997295618057251,0.9438761472702026,0.9349467158317566
31,0.9974417686462402,0.9400551915168762,0.9310969114303589
32,0.9975162744522095,0.9383363723754883,0.9291913509368896
33,0.9975923299789429,0.9364868402481079,0.927455484867096
34,0.9975838661193848,0.9352432489395142,0.9262486696243286
35,0.9974938631057739,0.9355683922767639,0.9262920022010803
36,0.9974088072776794,0.9357984662055969,0.9256455898284912
37,0.9973570704460144,0.9356673955917358,0.9246052503585815
38,0.9972236156463623,0.9350523948669434,0.9232436418533325
39,0.9971662759780884,0.9349139332771301,0.9224414825439453
