Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median
0,0.9994397163391113,0.8500900268554688,0.8510637879371643
1,0.9996728897094727,0.8487679958343506,0.8494073152542114
2,0.9996566772460938,0.8472844362258911,0.8479025363922119
3,0.9995603561401367,0.845911979675293,0.8465771675109863
4,0.9993984699249268,0.8436557650566101,0.8443982601165771
5,0.9992591142654419,0.8422213196754456,0.8430289030075073
6,0.9991751909255981,0.8408575057983398,0.8416613340377808
7,0.9991853833198547,0.8393688201904297,0.8402153849601746
8,0.9990141987800598,0.8397666811943054,0.8406106233596802
9,0.9990189671516418,0.8400577306747437,0.8408679962158203
10,0.9990471601486206,0.8398203253746033,0.8405554294586182
11,0.9991371631622314,0.8404309153556824,0.8411094546318054
12,0.9992414712905884,0.8409631252288818,0.8415850400924683
13,0.9993391633033752,0.8418775796890259,0.8424808979034424
14,0.9994977712631226,0.8433301448822021,0.8438869714736938
15,0.9996483325958252,0.8446401953697205,0.8451106548309326
16,0.999774694442749,0.8456152677536011,0.8459848165512085
17,0.9998480081558228,0.8460507392883301,0.8463468551635742
18,0.9998974800109863,0.8460651636123657,0.846300482749939
19,0.9999269843101501,0.8457292318344116,0.8459206819534302
20,0.9999520182609558,0.845536470413208,0.8456827402114868
21,0.9999663233757019,0.8452754616737366,0.8453901410102844
22,0.9999731779098511,0.8450141549110413,0.845108151435852
23,0.9999878406524658,0.8445383906364441,0.8445919752120972
24,0.9999909400939941,0.844286322593689,0.844327449798584
25,0.9999947547912598,0.844435453414917,0.8444628119468689
26,0.9999999403953552,0.8447362780570984,0.8447340726852417
27,0.9999817609786987,0.8448349833488464,0.8448135852813721
28,0.9999353885650635,0.8445980548858643,0.8445917367935181
29,0.9998210668563843,0.843853771686554,0.8439239263534546
30,0.9996551275253296,0.8429557085037231,0.843158483505249
31,0.9994206428527832,0.8420163989067078,0.8424246311187744
32,0.9990682601928711,0.8405425548553467,0.8412772417068481
33,0.9986568093299866,0.8389958143234253,0.8401260375976562
34,0.9981529712677002,0.8370308876037598,0.8386740684509277
35,0.9977732300758362,0.8356870412826538,0.8377313613891602
36,0.9975547790527344,0.834481954574585,0.8367149233818054
37,0.997282087802887,0.8334208726882935,0.8358689546585083
38,0.9975816011428833,0.834205687046051,0.8363695740699768
39,0.9982569217681885,0.8364449739456177,0.8379906415939331
