,number,value,datetime_start,datetime_complete,duration,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.10000000149011612,2023-12-19 16:56:20.305495,2023-12-19 17:01:05.862437,0 days 00:04:45.556942,75,0.0506157688875231,7.373540629751771,COMPLETE
1,1,0.1111111044883728,2023-12-19 17:01:06.007457,2023-12-19 17:07:54.470970,0 days 00:06:48.463513,120,8.632008168602531e-07,1.728746299294786,COMPLETE
2,2,0.14666667580604553,2023-12-19 17:07:54.643961,2023-12-19 17:08:49.284613,0 days 00:00:54.640652,12,0.01574189004745665,6.0909271150834465,COMPLETE
3,3,0.14666666090488434,2023-12-19 17:08:49.455510,2023-12-19 17:16:52.310067,0 days 00:08:02.854557,142,1.3289448722869174e-07,9.705116551187544,COMPLETE
4,4,0.07333333790302277,2023-12-19 17:16:52.469508,2023-12-19 17:26:15.438331,0 days 00:09:22.968823,167,1.8794668241638449e-06,1.981884678629586,COMPLETE
5,5,0.12222222983837128,2023-12-19 17:26:15.596892,2023-12-19 17:28:33.326638,0 days 00:02:17.729746,37,6.690421166498795e-06,5.342613029995931,COMPLETE
6,6,0.04888889193534851,2023-12-19 17:28:33.502000,2023-12-19 17:33:35.933141,0 days 00:05:02.431141,87,5.589524205217927e-06,6.1961583682793195,COMPLETE
7,7,0.09777778387069702,2023-12-19 17:33:36.065543,2023-12-19 17:35:24.214021,0 days 00:01:48.148478,28,5.6606706992588876e-06,3.790346064278179,COMPLETE
8,8,0.42222222685813904,2023-12-19 17:35:24.366359,2023-12-19 17:40:41.917379,0 days 00:05:17.551020,92,0.005141096648805749,2.1568030651519257,COMPLETE
9,9,0.3800000250339508,2023-12-19 17:40:42.052436,2023-12-19 17:46:35.855910,0 days 00:05:53.803474,103,0.00035849855803404753,0.6552140446559778,COMPLETE
10,10,0.47333335876464844,2023-12-19 17:46:36.009779,2023-12-19 17:52:11.986202,0 days 00:05:35.976423,97,0.004922497944978496,0.5972963228851325,COMPLETE
11,11,0.14000001549720764,2023-12-19 17:52:12.121347,2023-12-19 17:59:45.107424,0 days 00:07:32.986077,133,0.010146326766418615,0.2,COMPLETE
12,12,0.13333332538604736,2023-12-19 17:59:45.277873,2023-12-19 18:10:38.266057,0 days 00:10:52.988184,200,0.09999999999999999,9.999999999999998,COMPLETE
13,13,0.35555556416511536,2023-12-19 18:10:38.398373,2023-12-19 18:15:50.410292,0 days 00:05:12.011919,89,0.005481177747317425,0.20855395356522868,COMPLETE
14,14,0.09555555880069733,2023-12-19 18:15:50.570259,2023-12-19 18:21:38.500401,0 days 00:05:47.930142,101,0.009469664697298071,1.3684212188060625,COMPLETE
15,15,0.6600000262260437,2023-12-19 18:21:38.663334,2023-12-19 18:25:03.675664,0 days 00:03:25.012330,57,0.0009454539652287244,0.2,COMPLETE
16,16,0.8466666340827942,2023-12-19 18:25:03.809416,2023-12-19 18:29:49.451687,0 days 00:04:45.642271,82,0.0016507691121335156,0.862678362289111,COMPLETE
17,17,0.8533333539962769,2023-12-19 18:29:49.605029,2023-12-19 18:36:36.736592,0 days 00:06:47.131563,119,0.0017347005495807694,1.1867554981807855,COMPLETE
18,18,0.8355555534362793,2023-12-19 18:36:36.886015,2023-12-19 18:42:18.914808,0 days 00:05:42.028793,99,0.0017299768390318599,2.4515444837564284,COMPLETE
19,19,0.8688889145851135,2023-12-19 18:42:19.070003,2023-12-19 18:48:24.370587,0 days 00:06:05.300584,106,0.0019006540469249647,0.6629140404513676,COMPLETE
