,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.19333332777023315,2023-12-14 14:51:11.358720,2023-12-14 14:55:09.101862,0 days 00:03:57.743142,256,75,0.01574189004745665,6.0909271150834465,COMPLETE
1,1,0.07111111283302307,2023-12-14 14:55:09.238053,2023-12-14 15:00:54.154503,0 days 00:05:44.916450,512,142,6.690421166498795e-06,5.342613029995931,COMPLETE
2,2,0.602222204208374,2023-12-14 15:00:54.300527,2023-12-14 15:04:27.894729,0 days 00:03:33.594202,512,87,0.005141096648805749,2.1568030651519257,COMPLETE
3,3,0.18222223222255707,2023-12-14 15:04:28.042367,2023-12-14 15:07:55.111897,0 days 00:03:27.069530,4500,103,0.06220025976819164,8.12229401154132,COMPLETE
4,4,0.11555555462837219,2023-12-14 15:07:55.244751,2023-12-14 15:10:29.764070,0 days 00:02:34.519319,512,61,0.02857080075040725,2.736043819680166,COMPLETE
5,5,0.20000000298023224,2023-12-14 15:10:29.909553,2023-12-14 15:14:46.173426,0 days 00:04:16.263873,4096,133,0.04335045392775135,8.96930803419096,COMPLETE
6,6,0.07555555552244186,2023-12-14 15:14:46.305214,2023-12-14 15:20:22.351204,0 days 00:05:36.045990,256,120,4.247116662617139e-06,8.321627589688907,COMPLETE
7,7,0.786666750907898,2023-12-14 15:20:22.503221,2023-12-14 15:22:50.315713,0 days 00:02:27.812492,4500,72,0.004300001586162603,2.14741367903489,COMPLETE
8,8,0.08444444835186005,2023-12-14 15:22:50.466839,2023-12-14 15:23:05.451833,0 days 00:00:14.984994,256,2,4.956947932799961e-07,8.658413573580816,COMPLETE
9,9,0.3866666555404663,2023-12-14 15:23:05.580048,2023-12-14 15:27:06.418927,0 days 00:04:00.838879,4096,125,0.021051180519608702,4.827706266587104,COMPLETE
10,10,0.8066666722297668,2023-12-14 15:27:06.577154,2023-12-14 15:29:24.624999,0 days 00:02:18.047845,4500,67,0.002658968733983669,1.0014886916651684,COMPLETE
11,11,0.800000011920929,2023-12-14 15:29:24.759175,2023-12-14 15:31:51.596923,0 days 00:02:26.837748,4500,71,0.002536294391461728,1.5169263225047245,COMPLETE
12,12,0.7555555701255798,2023-12-14 15:31:51.726815,2023-12-14 15:33:57.311468,0 days 00:02:05.584653,4500,60,0.0012530809271347496,2.407054156999322,COMPLETE
13,13,0.7933333516120911,2023-12-14 15:33:57.442433,2023-12-14 15:36:15.424233,0 days 00:02:17.981800,4500,67,0.00395037652738349,1.339992297262786,COMPLETE
14,14,0.7488889098167419,2023-12-14 15:36:15.602604,2023-12-14 15:38:36.530227,0 days 00:02:20.927623,4500,68,0.0013440845756141641,0.9369461100362475,COMPLETE
15,15,0.7999999523162842,2023-12-14 15:38:36.693523,2023-12-14 15:40:31.082103,0 days 00:01:54.388580,4500,54,0.0027443866308593905,1.860836962018437,COMPLETE
16,16,0.8000000715255737,2023-12-14 15:40:31.242176,2023-12-14 15:42:42.134096,0 days 00:02:10.891920,4500,63,0.002773442738307142,1.579350584223455,COMPLETE
17,17,0.7977777719497681,2023-12-14 15:42:42.269023,2023-12-14 15:44:52.840668,0 days 00:02:10.571645,4500,63,0.0028507458973778444,1.2581967652522816,COMPLETE
18,18,0.8044444918632507,2023-12-14 15:44:52.989474,2023-12-14 15:47:11.769799,0 days 00:02:18.780325,4500,67,0.0028828402013906435,1.3936143478786769,COMPLETE
19,19,0.8177777528762817,2023-12-14 15:47:11.900413,2023-12-14 15:49:35.121125,0 days 00:02:23.220712,4500,70,0.0029115758629839083,1.2432047376499595,COMPLETE
20,20,0.8199999928474426,2023-12-14 15:49:35.278340,2023-12-14 15:52:18.584532,0 days 00:02:43.306192,4500,80,0.0029992396981005027,1.0073117451894689,COMPLETE
21,21,0.8088889122009277,2023-12-14 15:52:18.718894,2023-12-14 15:55:35.064840,0 days 00:03:16.345946,4500,97,0.0032285072044184477,0.33135888965413207,COMPLETE
22,22,0.7911111116409302,2023-12-14 15:55:35.195356,2023-12-14 15:58:20.968077,0 days 00:02:45.772721,4500,81,0.002882072594223134,1.2734295632474248,COMPLETE
23,23,0.7822222709655762,2023-12-14 15:58:21.119909,2023-12-14 16:01:02.903661,0 days 00:02:41.783752,4500,79,0.0032752898708731074,0.3109193451529893,COMPLETE
24,24,0.8200000524520874,2023-12-14 16:01:03.057599,2023-12-14 16:04:07.887737,0 days 00:03:04.830138,4500,91,0.0029668191547405844,1.2592944688779395,COMPLETE
