,number,value,datetime_start,datetime_complete,duration,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.15333333611488342,2023-12-19 17:03:27.742119,2023-12-19 17:09:00.258610,0 days 00:05:32.516491,75,0.0506157688875231,7.373540629751771,COMPLETE
1,1,0.08666665852069855,2023-12-19 17:09:00.389436,2023-12-19 17:17:09.964161,0 days 00:08:09.574725,120,8.632008168602531e-07,1.728746299294786,COMPLETE
2,2,0.757777750492096,2023-12-19 17:17:10.105173,2023-12-19 17:18:07.843647,0 days 00:00:57.738474,12,0.01574189004745665,6.0909271150834465,COMPLETE
3,3,0.03999999910593033,2023-12-19 17:18:07.996839,2023-12-19 17:27:45.498346,0 days 00:09:37.501507,142,1.3289448722869174e-07,9.705116551187544,COMPLETE
4,4,0.09555555135011673,2023-12-19 17:27:45.640453,2023-12-19 17:39:05.607324,0 days 00:11:19.966871,167,1.8794668241638449e-06,1.981884678629586,COMPLETE
5,5,0.12444445490837097,2023-12-19 17:39:05.749816,2023-12-19 17:41:43.153421,0 days 00:02:37.403605,37,6.690421166498795e-06,5.342613029995931,COMPLETE
6,6,0.08444444835186005,2023-12-19 17:41:43.300622,2023-12-19 17:47:39.835682,0 days 00:05:56.535060,87,5.589524205217927e-06,6.1961583682793195,COMPLETE
7,7,0.09111111611127853,2023-12-19 17:47:39.978406,2023-12-19 17:49:41.507369,0 days 00:02:01.528963,28,5.6606706992588876e-06,3.790346064278179,COMPLETE
8,8,0.7622222304344177,2023-12-19 17:49:41.658694,2023-12-19 17:55:59.282927,0 days 00:06:17.624233,92,0.005141096648805749,2.1568030651519257,COMPLETE
9,9,0.5333333015441895,2023-12-19 17:55:59.433828,2023-12-19 18:03:00.964821,0 days 00:07:01.530993,103,0.00035849855803404753,0.6552140446559778,COMPLETE
10,10,0.7755555510520935,2023-12-19 18:03:01.121768,2023-12-19 18:03:55.153732,0 days 00:00:54.031964,11,0.007064951360379596,3.61136624324884,COMPLETE
11,11,0.1688888967037201,2023-12-19 18:03:55.311855,2023-12-19 18:04:09.788950,0 days 00:00:14.477095,1,0.004287857240865345,5.603591593181677,COMPLETE
12,12,0.6733333468437195,2023-12-19 18:04:09.966596,2023-12-19 18:07:11.680898,0 days 00:03:01.714302,43,0.020012487943233837,1.6520555703619197,COMPLETE
13,13,0.7777777910232544,2023-12-19 18:07:11.824893,2023-12-19 18:09:54.528943,0 days 00:02:42.704050,38,0.0054770704825370725,1.0373075743670954,COMPLETE
14,14,0.7400000095367432,2023-12-19 18:09:54.661122,2023-12-19 18:14:56.607646,0 days 00:05:01.946524,73,0.010927812514454177,0.3062905747081265,COMPLETE
15,15,0.5444444417953491,2023-12-19 18:14:56.768606,2023-12-19 18:15:23.102815,0 days 00:00:26.334209,4,0.020253994869496795,1.2008194837474164,COMPLETE
16,16,0.7688888907432556,2023-12-19 18:15:23.233320,2023-12-19 18:19:48.857954,0 days 00:04:25.624634,64,0.005345375402269074,1.8778538567097451,COMPLETE
17,17,0.7688888907432556,2023-12-19 18:19:49.005889,2023-12-19 18:24:06.219070,0 days 00:04:17.213181,62,0.0043763211627237154,1.6021841357313047,COMPLETE
18,18,0.7133333683013916,2023-12-19 18:24:06.347808,2023-12-19 18:26:49.412577,0 days 00:02:43.064769,38,0.01179839854247485,3.5936606198560517,COMPLETE
19,19,0.7799999713897705,2023-12-19 18:26:49.546018,2023-12-19 18:34:22.502451,0 days 00:07:32.956433,111,0.0053906117422581135,0.3957140590407308,COMPLETE
