,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.007999999448657036,2023-12-13 13:39:48.320824,2023-12-13 15:56:02.717389,0 days 02:16:14.396565,256,75,1.3289448722869174e-07,9.705116551187544,COMPLETE
1,1,0.011400001123547554,2023-12-13 15:56:02.872745,2023-12-13 20:00:44.486402,0 days 04:04:41.613657,32768,167,5.6606706992588876e-06,3.790346064278179,COMPLETE
2,2,0.009999999776482582,2023-12-13 20:00:44.621697,2023-12-13 22:16:14.431510,0 days 02:15:29.809813,45000,92,0.06220025976819164,8.12229401154132,COMPLETE
3,3,0.01119999960064888,2023-12-13 22:16:14.569100,2023-12-13 23:48:18.255344,0 days 01:32:03.686244,16384,61,7.417652034871818e-06,5.296666607542546,COMPLETE
4,4,0.006599999498575926,2023-12-13 23:48:18.392680,2023-12-14 02:57:23.035797,0 days 03:09:04.643117,512,110,1.8679434894556299e-07,3.388237241479991,COMPLETE
5,5,0.70660001039505,2023-12-14 02:57:23.168599,2023-12-14 04:51:57.033642,0 days 01:54:33.865043,45000,78,0.004300001586162603,2.14741367903489,COMPLETE
6,6,0.01119999960064888,2023-12-14 04:51:57.167672,2023-12-14 04:56:32.907007,0 days 00:04:35.739335,32768,2,9.669146694016018e-06,0.8228718328030318,COMPLETE
7,7,0.011599999852478504,2023-12-14 04:56:33.093026,2023-12-14 06:34:06.152581,0 days 01:37:33.059555,2048,63,0.0042247700890263706,5.0391968443710295,COMPLETE
8,8,0.005400000140070915,2023-12-14 06:34:06.286143,2023-12-14 09:08:55.224021,0 days 02:34:48.937878,32768,105,2.8993292583566958e-05,7.6044011577218775,COMPLETE
9,9,0.012000000104308128,2023-12-14 09:08:55.385096,2023-12-14 10:20:13.235680,0 days 01:11:17.850584,2048,46,0.02266490958666926,5.485553970773378,COMPLETE
10,10,0.725600004196167,2023-12-14 10:20:13.409730,2023-12-14 12:11:46.374972,0 days 01:51:32.965242,45000,76,0.0029751797929906463,1.2080038050965944,COMPLETE
11,11,0.2678000032901764,2023-12-14 12:11:46.537628,2023-12-14 13:54:16.449406,0 days 01:42:29.911778,45000,69,0.0006200542334569461,1.7081446467522594,COMPLETE
12,12,0.6348000168800354,2023-12-14 13:54:16.618623,2023-12-14 15:49:16.424332,0 days 01:54:59.805709,45000,78,0.005021440999123149,0.7176683174399798,COMPLETE
13,13,0.7455999851226807,2023-12-14 15:49:16.585456,2023-12-14 18:08:11.140709,0 days 02:18:54.555253,45000,94,0.003054552949471088,1.8360539075804034,COMPLETE
14,14,0.7510000467300415,2023-12-14 18:08:11.355484,2023-12-14 20:18:55.834036,0 days 02:10:44.478552,45000,89,0.003056757151491703,1.9300002028760306,COMPLETE
15,15,0.7389999628067017,2023-12-14 20:18:56.010659,2023-12-14 22:27:12.303888,0 days 02:08:16.293229,45000,86,0.0029551033325617973,2.254479106180401,COMPLETE
16,16,0.7416000366210938,2023-12-14 22:27:12.474091,2023-12-15 00:37:53.021026,0 days 02:10:40.546935,45000,88,0.0031112191825514485,1.7773193838126482,COMPLETE
17,17,0.7568000555038452,2023-12-15 00:37:53.221302,2023-12-15 02:54:22.155467,0 days 02:16:28.934165,45000,93,0.0030832568706123165,1.920810709686112,COMPLETE
18,18,0.7460000514984131,2023-12-15 02:54:22.340466,2023-12-15 05:21:22.418491,0 days 02:27:00.078025,45000,99,0.003132669219940355,1.9639544157353206,COMPLETE
19,19,0.7477999925613403,2023-12-15 05:21:22.587066,2023-12-15 07:40:44.098355,0 days 02:19:21.511289,45000,95,0.003102180686660773,1.9207842155688775,COMPLETE
