,number,value,datetime_start,datetime_complete,duration,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.5044444799423218,2023-12-19 17:03:27.812282,2023-12-19 17:06:26.006353,0 days 00:02:58.194071,75,0.0506157688875231,7.373540629751771,COMPLETE
1,1,0.06666666269302368,2023-12-19 17:06:26.157950,2023-12-19 17:10:24.329606,0 days 00:03:58.171656,120,8.632008168602531e-07,1.728746299294786,COMPLETE
2,2,0.7822222113609314,2023-12-19 17:10:24.459701,2023-12-19 17:10:56.181167,0 days 00:00:31.721466,12,0.01574189004745665,6.0909271150834465,COMPLETE
3,3,0.12666666507720947,2023-12-19 17:10:56.309589,2023-12-19 17:15:34.948892,0 days 00:04:38.639303,142,1.3289448722869174e-07,9.705116551187544,COMPLETE
4,4,0.1088888943195343,2023-12-19 17:15:35.092891,2023-12-19 17:21:01.462306,0 days 00:05:26.369415,167,1.8794668241638449e-06,1.981884678629586,COMPLETE
5,5,0.08666665852069855,2023-12-19 17:21:01.630719,2023-12-19 17:22:20.981688,0 days 00:01:19.350969,37,6.690421166498795e-06,5.342613029995931,COMPLETE
6,6,0.07555555552244186,2023-12-19 17:22:21.122616,2023-12-19 17:25:14.745030,0 days 00:02:53.622414,87,5.589524205217927e-06,6.1961583682793195,COMPLETE
7,7,0.09333333373069763,2023-12-19 17:25:14.874785,2023-12-19 17:26:17.223375,0 days 00:01:02.348590,28,5.6606706992588876e-06,3.790346064278179,COMPLETE
8,8,0.8911111354827881,2023-12-19 17:26:17.354018,2023-12-19 17:29:20.675065,0 days 00:03:03.321047,92,0.005141096648805749,2.1568030651519257,COMPLETE
9,9,0.8488889336585999,2023-12-19 17:29:20.820111,2023-12-19 17:32:46.001938,0 days 00:03:25.181827,103,0.00035849855803404753,0.6552140446559778,COMPLETE
10,10,0.9066666960716248,2023-12-19 17:32:46.140359,2023-12-19 17:34:01.190120,0 days 00:01:15.049761,34,0.002323329242147232,1.3075662136350388,COMPLETE
11,11,0.2222222238779068,2023-12-19 17:34:01.368427,2023-12-19 17:34:12.983825,0 days 00:00:11.615398,1,0.013657206313946424,1.4935455984990689,COMPLETE
12,12,0.9088889360427856,2023-12-19 17:34:13.146926,2023-12-19 17:36:45.199920,0 days 00:02:32.052994,75,0.0014127888277750864,2.4749867706808297,COMPLETE
13,13,0.8999999761581421,2023-12-19 17:36:45.337593,2023-12-19 17:39:26.208911,0 days 00:02:40.871318,80,0.0015018303532211169,0.529257167476437,COMPLETE
14,14,0.9111111760139465,2023-12-19 17:39:26.339038,2023-12-19 17:41:18.354501,0 days 00:01:52.015463,54,0.0032839202966685323,5.2045735135669915,COMPLETE
15,15,0.8333333134651184,2023-12-19 17:41:18.494631,2023-12-19 17:42:27.217750,0 days 00:01:08.723119,31,0.0007469010954888436,1.2103815946901497,COMPLETE
16,16,0.9111111164093018,2023-12-19 17:42:27.385513,2023-12-19 17:44:48.891827,0 days 00:02:21.506314,69,0.0027050765974942414,2.7865931975987355,COMPLETE
17,17,0.8866666555404663,2023-12-19 17:44:49.023192,2023-12-19 17:45:19.773112,0 days 00:00:30.749920,11,0.004559852074555137,7.874942915840024,COMPLETE
18,18,0.8844444751739502,2023-12-19 17:45:19.913397,2023-12-19 17:50:20.923911,0 days 00:05:01.010514,153,0.002430425828010123,2.40177521432312,COMPLETE
19,19,0.8822222352027893,2023-12-19 17:50:21.085429,2023-12-19 17:53:00.886371,0 days 00:02:39.800942,79,0.006066154418618831,6.73276999641677,COMPLETE
