,number,value,datetime_start,datetime_complete,duration,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.10000000149011612,2023-12-19 17:03:28.195561,2023-12-19 17:08:08.542305,0 days 00:04:40.346744,75,0.0506157688875231,7.373540629751771,COMPLETE
1,1,0.1111111044883728,2023-12-19 17:08:08.684180,2023-12-19 17:15:01.731279,0 days 00:06:53.047099,120,8.632008168602531e-07,1.728746299294786,COMPLETE
2,2,0.222222238779068,2023-12-19 17:15:01.906933,2023-12-19 17:15:57.230311,0 days 00:00:55.323378,12,0.01574189004745665,6.0909271150834465,COMPLETE
3,3,0.14666666090488434,2023-12-19 17:15:57.391332,2023-12-19 17:24:03.479956,0 days 00:08:06.088624,142,1.3289448722869174e-07,9.705116551187544,COMPLETE
4,4,0.08222222328186035,2023-12-19 17:24:03.631770,2023-12-19 17:33:32.224933,0 days 00:09:28.593163,167,1.8794668241638449e-06,1.981884678629586,COMPLETE
5,5,0.12666666507720947,2023-12-19 17:33:32.421406,2023-12-19 17:35:51.137724,0 days 00:02:18.716318,37,6.690421166498795e-06,5.342613029995931,COMPLETE
6,6,0.057777781039476395,2023-12-19 17:35:51.315056,2023-12-19 17:40:55.585148,0 days 00:05:04.270092,87,5.589524205217927e-06,6.1961583682793195,COMPLETE
7,7,0.1133333295583725,2023-12-19 17:40:55.725731,2023-12-19 17:42:44.926396,0 days 00:01:49.200665,28,5.6606706992588876e-06,3.790346064278179,COMPLETE
8,8,0.8888888359069824,2023-12-19 17:42:45.117230,2023-12-19 17:48:05.813297,0 days 00:05:20.696067,92,0.005141096648805749,2.1568030651519257,COMPLETE
9,9,0.9511110782623291,2023-12-19 17:48:05.952224,2023-12-19 17:54:02.651530,0 days 00:05:56.699306,103,0.00035849855803404753,0.6552140446559778,COMPLETE
10,10,0.9866666793823242,2023-12-19 17:54:02.788449,2023-12-19 17:59:56.453725,0 days 00:05:53.665276,102,0.0018111683421266054,0.2,COMPLETE
11,11,0.9733333587646484,2023-12-19 17:59:56.606925,2023-12-19 18:07:46.106635,0 days 00:07:49.499710,137,0.0014756483836475922,0.9201892825932929,COMPLETE
12,12,0.9733332991600037,2023-12-19 18:07:46.342033,2023-12-19 18:13:20.146096,0 days 00:05:33.804063,95,0.0012058993502965427,1.0066139561592855,COMPLETE
13,13,0.10000000149011612,2023-12-19 18:13:20.360011,2023-12-19 18:21:37.492471,0 days 00:08:17.132460,145,0.014246926685565372,0.2,COMPLETE
14,14,0.9777777194976807,2023-12-19 18:21:37.686400,2023-12-19 18:27:47.642565,0 days 00:06:09.956165,107,0.0018933488775216317,2.458999474165134,COMPLETE
15,15,0.9711110591888428,2023-12-19 18:27:47.851101,2023-12-19 18:35:15.014488,0 days 00:07:27.163387,130,0.0006480266960833595,0.2,COMPLETE
16,16,0.15777777135372162,2023-12-19 18:35:15.149060,2023-12-19 18:35:35.178345,0 days 00:00:20.029285,1,0.00044184415211997183,0.2,COMPLETE
17,17,0.9755555391311646,2023-12-19 18:35:35.332223,2023-12-19 18:42:21.704999,0 days 00:06:46.372776,118,0.0011361329034946255,1.1127052337862222,COMPLETE
18,18,0.9533333778381348,2023-12-19 18:42:21.880083,2023-12-19 18:50:30.947091,0 days 00:08:09.067008,143,0.0003923459624287883,2.6949779659442408,COMPLETE
19,19,0.9755555391311646,2023-12-19 18:50:31.100527,2023-12-19 18:59:03.301233,0 days 00:08:32.200706,150,0.0009666368483450064,3.227325470954744,COMPLETE
