,number,value,datetime_start,datetime_complete,duration,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.02250000089406967,2023-12-19 17:03:28.042073,2023-12-19 17:13:41.929810,0 days 00:10:13.887737,75,0.0506157688875231,7.373540629751771,COMPLETE
1,1,0.011500000022351742,2023-12-19 17:13:42.076091,2023-12-19 17:29:05.802705,0 days 00:15:23.726614,120,8.632008168602531e-07,1.728746299294786,COMPLETE
2,2,0.19750000536441803,2023-12-19 17:29:05.940918,2023-12-19 17:30:51.661914,0 days 00:01:45.720996,12,0.01574189004745665,6.0909271150834465,COMPLETE
3,3,0.004000000189989805,2023-12-19 17:30:51.818176,2023-12-19 17:49:07.224172,0 days 00:18:15.405996,142,1.3289448722869174e-07,9.705116551187544,COMPLETE
4,4,0.0020000000949949026,2023-12-19 17:49:07.357785,2023-12-19 18:10:39.461074,0 days 00:21:32.103289,167,1.8794668241638449e-06,1.981884678629586,COMPLETE
5,5,0.008500000461935997,2023-12-19 18:10:39.595714,2023-12-19 18:15:34.307477,0 days 00:04:54.711763,37,6.690421166498795e-06,5.342613029995931,COMPLETE
6,6,0.012000000104308128,2023-12-19 18:15:34.513777,2023-12-19 18:26:55.596134,0 days 00:11:21.082357,87,5.589524205217927e-06,6.1961583682793195,COMPLETE
7,7,0.006500000134110451,2023-12-19 18:26:55.749800,2023-12-19 18:30:42.862299,0 days 00:03:47.112499,28,5.6606706992588876e-06,3.790346064278179,COMPLETE
8,8,0.24400001764297485,2023-12-19 18:30:43.006185,2023-12-19 18:42:34.859777,0 days 00:11:51.853592,92,0.005141096648805749,2.1568030651519257,COMPLETE
9,9,0.04500000178813934,2023-12-19 18:42:35.037045,2023-12-19 18:55:59.683183,0 days 00:13:24.646138,103,0.00035849855803404753,0.6552140446559778,COMPLETE
10,10,0.2639999985694885,2023-12-19 18:55:59.818192,2023-12-19 19:00:57.995686,0 days 00:04:58.177494,37,0.006303774602181436,3.2032152806632674,COMPLETE
11,11,0.28949999809265137,2023-12-19 19:00:58.138236,2023-12-19 19:07:17.614205,0 days 00:06:19.475969,48,0.004484645740630734,4.877471252304268,COMPLETE
12,12,0.11950000375509262,2023-12-19 19:07:17.816644,2023-12-19 19:08:03.693993,0 days 00:00:45.877349,4,0.003585674802057571,5.744613083310368,COMPLETE
13,13,0.2874999940395355,2023-12-19 19:08:03.839548,2023-12-19 19:16:24.517546,0 days 00:08:20.677998,63,0.005678819935298764,4.429589345037945,COMPLETE
14,14,0.2919999957084656,2023-12-19 19:16:24.652073,2023-12-19 19:24:24.043486,0 days 00:07:59.391413,61,0.003906973981853474,3.68684182741536,COMPLETE
15,15,0.28700000047683716,2023-12-19 19:24:24.176334,2023-12-19 19:33:08.117926,0 days 00:08:43.941592,67,0.00363660456666993,5.2530931694114145,COMPLETE
16,16,0.2900000214576721,2023-12-19 19:33:08.291725,2023-12-19 19:40:46.902857,0 days 00:07:38.611132,58,0.004445877218429238,4.420680629843297,COMPLETE
17,17,0.3050000071525574,2023-12-19 19:40:47.079968,2023-12-19 19:48:28.839419,0 days 00:07:41.759451,58,0.004433611324500345,4.409801871181003,COMPLETE
18,18,0.28299999237060547,2023-12-19 19:48:28.993534,2023-12-19 19:56:19.051826,0 days 00:07:50.058292,60,0.005207265536649583,8.506342786601246,COMPLETE
19,19,0.26500001549720764,2023-12-19 19:56:19.194068,2023-12-19 20:08:41.532460,0 days 00:12:22.338392,96,0.003624186552633766,9.999999999999998,COMPLETE
