,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.017999999225139618,2023-12-13 13:39:48.702015,2023-12-13 13:54:55.060212,0 days 00:15:06.358197,256,75,0.01574189004745665,6.0909271150834465,COMPLETE
1,1,0.006500000134110451,2023-12-13 13:54:55.256394,2023-12-13 14:19:49.191014,0 days 00:24:53.934620,512,142,6.690421166498795e-06,5.342613029995931,COMPLETE
2,2,0.010500000789761543,2023-12-13 14:19:49.326492,2023-12-13 14:35:10.073950,0 days 00:15:20.747458,512,87,0.005141096648805749,2.1568030651519257,COMPLETE
3,3,0.00699999975040555,2023-12-13 14:35:10.255530,2023-12-13 14:50:56.799761,0 days 00:15:46.544231,4500,103,0.06220025976819164,8.12229401154132,COMPLETE
4,4,0.006000000052154064,2023-12-13 14:50:56.941673,2023-12-13 15:01:47.018444,0 days 00:10:50.076771,512,61,0.02857080075040725,2.736043819680166,COMPLETE
5,5,0.008500000461935997,2023-12-13 15:01:47.169535,2023-12-13 15:21:46.809902,0 days 00:19:59.640367,4096,133,0.04335045392775135,8.96930803419096,COMPLETE
6,6,0.018000001087784767,2023-12-13 15:21:46.972738,2023-12-13 15:44:48.974956,0 days 00:23:02.002218,256,120,4.247116662617139e-06,8.321627589688907,COMPLETE
7,7,0.01599999889731407,2023-12-13 15:44:49.105545,2023-12-13 15:56:00.984695,0 days 00:11:11.879150,4500,72,0.004300001586162603,2.14741367903489,COMPLETE
8,8,0.013500000350177288,2023-12-13 15:56:01.124405,2023-12-13 15:56:47.098633,0 days 00:00:45.974228,256,2,4.956947932799961e-07,8.658413573580816,COMPLETE
9,9,0.01549999974668026,2023-12-13 15:56:47.274477,2023-12-13 16:15:36.575972,0 days 00:18:49.301495,4096,125,0.021051180519608702,4.827706266587104,COMPLETE
10,10,0.027499999850988388,2023-12-13 16:15:36.708537,2023-12-13 16:34:27.365633,0 days 00:18:50.657096,256,98,0.00026431618656631384,7.194142033854535,COMPLETE
11,11,0.032999999821186066,2023-12-13 16:34:27.502013,2023-12-13 16:57:43.702081,0 days 00:23:16.200068,256,121,0.00029088367399740804,6.560585659250209,COMPLETE
12,12,0.029500002041459084,2023-12-13 16:57:43.839185,2023-12-13 17:25:02.432925,0 days 00:27:18.593740,256,142,0.0003207622895035354,5.972359152103289,COMPLETE
13,13,0.023499999195337296,2023-12-13 17:25:02.592926,2023-12-13 17:51:44.035284,0 days 00:26:41.442358,256,138,0.0006316006931893662,7.3640473570012395,COMPLETE
14,14,0.017500000074505806,2023-12-13 17:51:44.183680,2023-12-13 18:12:20.326174,0 days 00:20:36.142494,256,107,0.00010374044919981621,5.858805590378044,COMPLETE
15,15,0.024500001221895218,2023-12-13 18:12:20.461014,2023-12-13 18:40:33.339093,0 days 00:28:12.878079,256,147,0.0006119923832381522,6.489981440931682,COMPLETE
16,16,0.026000000536441803,2023-12-13 18:40:33.476403,2023-12-13 19:05:36.997319,0 days 00:25:03.520916,256,130,0.00045687042850604457,6.923595879857703,COMPLETE
17,17,0.026499999687075615,2023-12-13 19:05:37.151749,2023-12-13 19:30:29.467690,0 days 00:24:52.315941,256,129,0.00043467428276316544,6.841884621036028,COMPLETE
18,18,0.03849999979138374,2023-12-13 19:30:29.647837,2023-12-13 19:54:47.175011,0 days 00:24:17.527174,256,126,0.0004268020482289922,6.784000219122803,COMPLETE
19,19,0.04100000113248825,2023-12-13 19:54:47.420587,2023-12-13 20:18:33.586781,0 days 00:23:46.166194,256,123,0.0005622872527588097,6.969981879540453,COMPLETE
