,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.006000000052154064,2023-12-14 14:42:21.845375,2023-12-14 14:55:46.438217,0 days 00:13:24.592842,256,75,0.01574189004745665,6.0909271150834465,COMPLETE
1,1,0.012500000186264515,2023-12-14 14:55:46.586261,2023-12-14 15:18:27.280441,0 days 00:22:40.694180,512,142,6.690421166498795e-06,5.342613029995931,COMPLETE
2,2,0.527999997138977,2023-12-14 15:18:27.460553,2023-12-14 15:32:27.288419,0 days 00:13:59.827866,512,87,0.005141096648805749,2.1568030651519257,COMPLETE
3,3,0.00950000062584877,2023-12-14 15:32:27.436153,2023-12-14 15:46:50.012235,0 days 00:14:22.576082,4500,103,0.06220025976819164,8.12229401154132,COMPLETE
4,4,0.013500000350177288,2023-12-14 15:46:50.209566,2023-12-14 15:56:44.472428,0 days 00:09:54.262862,512,61,0.02857080075040725,2.736043819680166,COMPLETE
5,5,0.010999999940395355,2023-12-14 15:56:44.638024,2023-12-14 16:14:47.786358,0 days 00:18:03.148334,4096,133,0.04335045392775135,8.96930803419096,COMPLETE
6,6,0.004999999888241291,2023-12-14 16:14:47.932756,2023-12-14 16:35:47.753228,0 days 00:20:59.820472,256,120,4.247116662617139e-06,8.321627589688907,COMPLETE
7,7,0.43800002336502075,2023-12-14 16:35:47.924263,2023-12-14 16:46:00.425650,0 days 00:10:12.501387,4500,72,0.004300001586162603,2.14741367903489,COMPLETE
8,8,0.009000000543892384,2023-12-14 16:46:00.653039,2023-12-14 16:46:42.885774,0 days 00:00:42.232735,256,2,4.956947932799961e-07,8.658413573580816,COMPLETE
9,9,0.10799999535083771,2023-12-14 16:46:43.081731,2023-12-14 17:03:44.513465,0 days 00:17:01.431734,4096,125,0.021051180519608702,4.827706266587104,COMPLETE
10,10,0.4819999933242798,2023-12-14 17:03:44.645052,2023-12-14 17:22:10.127507,0 days 00:18:25.482455,512,115,0.0014180312357639977,0.671936937511534,COMPLETE
11,11,0.5130000114440918,2023-12-14 17:22:10.282814,2023-12-14 17:38:13.592612,0 days 00:16:03.309798,512,99,0.0017510452308732189,2.3084054837705525,COMPLETE
12,12,0.550000011920929,2023-12-14 17:38:13.746131,2023-12-14 17:54:12.248813,0 days 00:15:58.502682,512,99,0.003260090971920488,1.33053862876045,COMPLETE
13,13,0.550000011920929,2023-12-14 17:54:12.404254,2023-12-14 18:11:51.160753,0 days 00:17:38.756499,512,109,0.0034497387574534016,2.2107827292464934,COMPLETE
14,14,0.5559999942779541,2023-12-14 18:11:51.372169,2023-12-14 18:27:17.484204,0 days 00:15:26.112035,512,96,0.003163238563607019,1.9536404747518163,COMPLETE
15,15,0.5419999957084656,2023-12-14 18:27:17.671215,2023-12-14 18:42:43.462537,0 days 00:15:25.791322,512,96,0.0031731699839567667,1.9986350158772601,COMPLETE
16,16,0.5059999823570251,2023-12-14 18:42:43.631094,2023-12-14 18:59:37.312666,0 days 00:16:53.681572,512,105,0.004254245186551355,1.7219513793195629,COMPLETE
17,17,0.5515000224113464,2023-12-14 18:59:37.530252,2023-12-14 19:13:32.572334,0 days 00:13:55.042082,512,86,0.003001792151588479,2.1913664571039733,COMPLETE
18,18,0.5519999861717224,2023-12-14 19:13:32.733532,2023-12-14 19:27:52.642097,0 days 00:14:19.908565,512,89,0.0030239457707331185,2.2164207806348006,COMPLETE
19,19,0.5634999871253967,2023-12-14 19:27:52.845906,2023-12-14 19:42:36.676033,0 days 00:14:43.830127,512,91,0.003061477175729221,2.297127290651979,COMPLETE
20,20,0.5625,2023-12-14 19:42:36.848260,2023-12-14 19:57:18.176538,0 days 00:14:41.328278,512,91,0.0031323000449195795,2.6874442456881593,COMPLETE
21,21,0.5694999694824219,2023-12-14 19:57:18.337620,2023-12-14 20:12:03.208899,0 days 00:14:44.871279,512,91,0.003244153681878226,3.2657771192529097,COMPLETE
22,22,0.5735000371932983,2023-12-14 20:12:03.341856,2023-12-14 20:26:35.024616,0 days 00:14:31.682760,512,90,0.0033515663291436466,3.9540467629467493,COMPLETE
23,23,0.5460000038146973,2023-12-14 20:26:35.159849,2023-12-14 20:41:04.916931,0 days 00:14:29.757082,512,90,0.003358048131859662,4.180600542679975,COMPLETE
24,24,0.5514999628067017,2023-12-14 20:41:05.049624,2023-12-14 20:55:56.079608,0 days 00:14:51.029984,512,92,0.0031867213276005855,3.0661468032043455,COMPLETE
25,25,0.5669999718666077,2023-12-14 20:55:56.239505,2023-12-14 21:10:18.602590,0 days 00:14:22.363085,512,89,0.0032105011764522067,3.0866370936452774,COMPLETE
26,26,0.5575000047683716,2023-12-14 21:10:18.752164,2023-12-14 21:24:27.922341,0 days 00:14:09.170177,512,88,0.003234762520133854,3.0886258947338803,COMPLETE
27,27,0.5779999494552612,2023-12-14 21:24:28.107339,2023-12-14 21:38:58.677897,0 days 00:14:30.570558,512,90,0.0032061794490304365,3.092842902545999,COMPLETE
28,28,0.5609999895095825,2023-12-14 21:38:58.840127,2023-12-14 21:53:31.360204,0 days 00:14:32.520077,512,90,0.0031903052705141103,3.07898695319857,COMPLETE
29,29,0.5644999742507935,2023-12-14 21:53:31.520401,2023-12-14 22:08:01.310225,0 days 00:14:29.789824,512,90,0.0031936118307609312,3.067019816989211,COMPLETE
30,30,0.5625,2023-12-14 22:08:01.515346,2023-12-14 22:22:36.309610,0 days 00:14:34.794264,512,90,0.003202403337762306,3.070721330521223,COMPLETE
31,31,0.5514999628067017,2023-12-14 22:22:36.485745,2023-12-14 22:37:10.662053,0 days 00:14:34.176308,512,90,0.003208370430441702,3.066050810579182,COMPLETE
32,32,0.5709999799728394,2023-12-14 22:37:10.814859,2023-12-14 22:52:21.881221,0 days 00:15:11.066362,512,90,0.0031978114199227867,3.085813684947533,COMPLETE
33,33,0.5609999895095825,2023-12-14 22:52:30.311331,2023-12-14 23:07:02.868944,0 days 00:14:32.557613,512,90,0.0031966644641696104,3.0763394779666453,COMPLETE
34,34,0.578499972820282,2023-12-14 23:07:03.080566,2023-12-14 23:21:37.309569,0 days 00:14:34.229003,512,90,0.0032030054486561527,3.079467486258313,COMPLETE
35,35,0.5614999532699585,2023-12-14 23:21:37.493666,2023-12-14 23:36:07.280558,0 days 00:14:29.786892,512,90,0.0032015522117592884,3.0663368872266683,COMPLETE
