,number,value,datetime_start,datetime_complete,duration,params_epochs,params_learning_rate,params_max_grad_norm,state
0,0,0.6755555868148804,2023-12-19 16:56:20.440416,2023-12-19 16:59:58.203008,0 days 00:03:37.762592,75,0.0506157688875231,7.373540629751771,COMPLETE
1,1,0.10222222656011581,2023-12-19 16:59:58.352032,2023-12-19 17:05:07.902988,0 days 00:05:09.550956,120,8.632008168602531e-07,1.728746299294786,COMPLETE
2,2,0.9266666173934937,2023-12-19 17:05:08.051716,2023-12-19 17:05:52.871054,0 days 00:00:44.819338,12,0.01574189004745665,6.0909271150834465,COMPLETE
3,3,0.11555556207895279,2023-12-19 17:05:53.022259,2023-12-19 17:11:56.820616,0 days 00:06:03.798357,142,1.3289448722869174e-07,9.705116551187544,COMPLETE
4,4,0.10444444417953491,2023-12-19 17:11:56.953636,2023-12-19 17:19:02.675343,0 days 00:07:05.721707,167,1.8794668241638449e-06,1.981884678629586,COMPLETE
5,5,0.10222221910953522,2023-12-19 17:19:02.806041,2023-12-19 17:20:50.499798,0 days 00:01:47.693757,37,6.690421166498795e-06,5.342613029995931,COMPLETE
6,6,0.07333333790302277,2023-12-19 17:20:50.653661,2023-12-19 17:24:39.678480,0 days 00:03:49.024819,87,5.589524205217927e-06,6.1961583682793195,COMPLETE
7,7,0.08666667342185974,2023-12-19 17:24:39.853727,2023-12-19 17:26:04.338324,0 days 00:01:24.484597,28,5.6606706992588876e-06,3.790346064278179,COMPLETE
8,8,0.9288889169692993,2023-12-19 17:26:04.490080,2023-12-19 17:30:06.900681,0 days 00:04:02.410601,92,0.005141096648805749,2.1568030651519257,COMPLETE
9,9,0.8822221755981445,2023-12-19 17:30:07.116459,2023-12-19 17:34:36.455005,0 days 00:04:29.338546,103,0.00035849855803404753,0.6552140446559778,COMPLETE
10,10,0.9466667175292969,2023-12-19 17:34:36.603032,2023-12-19 17:35:22.727405,0 days 00:00:46.124373,12,0.003453545850755491,2.980400330346594,COMPLETE
11,11,0.9466666579246521,2023-12-19 17:35:22.932210,2023-12-19 17:38:24.088588,0 days 00:03:01.156378,67,0.001902764708501904,0.2,COMPLETE
12,12,0.9422222375869751,2023-12-19 17:38:24.251644,2023-12-19 17:40:40.070990,0 days 00:02:15.819346,49,0.002660770866385586,5.240373330091729,COMPLETE
13,13,0.9466666579246521,2023-12-19 17:40:40.240122,2023-12-19 17:44:14.851735,0 days 00:03:34.611613,81,0.0016124741124020725,2.251014391807469,COMPLETE
14,14,0.5555555820465088,2023-12-19 17:44:15.022020,2023-12-19 17:44:34.757514,0 days 00:00:19.735494,1,0.005969852120966329,5.519012886439761,COMPLETE
15,15,0.9377778172492981,2023-12-19 17:44:34.915362,2023-12-19 17:47:08.055508,0 days 00:02:33.140146,56,0.00533589865237205,1.97834980772502,COMPLETE
16,16,0.9377777576446533,2023-12-19 17:47:08.240065,2023-12-19 17:50:01.414087,0 days 00:02:53.174022,64,0.0027295878468672216,2.2577863706628536,COMPLETE
17,17,0.948888897895813,2023-12-19 17:50:01.613119,2023-12-19 17:52:54.499475,0 days 00:02:52.886356,64,0.0026889910792223283,2.1667447168243363,COMPLETE
18,18,0.9444444179534912,2023-12-19 17:52:54.656406,2023-12-19 17:54:41.934576,0 days 00:01:47.278170,37,0.012054573050272646,0.2,COMPLETE
19,19,0.9511110782623291,2023-12-19 17:54:42.103240,2023-12-19 17:57:01.135327,0 days 00:02:19.032087,50,0.003247595430103258,0.4157010966133913,COMPLETE
