Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median
0,0.9997498989105225,0.973913848400116,0.9734280705451965
1,0.9997071623802185,0.9662871956825256,0.9657492637634277
2,0.95503169298172,0.9570468664169312,0.876046895980835
3,0.9995232820510864,0.9729097485542297,0.972128689289093
4,0.9993398785591125,0.9663980007171631,0.966291069984436
5,0.9993034601211548,0.952866792678833,0.9511983394622803
6,0.9992783665657043,0.9576961994171143,0.959052324295044
7,0.9992735385894775,0.9644008874893188,0.9650889039039612
8,0.9986180067062378,0.9375362396240234,0.939786970615387
9,0.9987764358520508,0.9628908634185791,0.9633736610412598
10,0.9995297193527222,0.9624627828598022,0.9614782929420471
11,0.9990460276603699,0.9572892189025879,0.9582862257957458
12,0.9986744523048401,0.958920419216156,0.9588705897331238
13,0.9971184134483337,0.9587153792381287,0.9576858282089233
14,0.9976097941398621,0.9668769240379333,0.9659000635147095
15,0.9959105253219604,0.9560267329216003,0.9545614123344421
16,0.9938062429428101,0.939935028553009,0.9360101222991943
17,0.9922899007797241,0.9457767009735107,0.9449583292007446
18,0.990899384021759,0.9433109760284424,0.9409244060516357
19,0.987983763217926,0.9180406928062439,0.9130672216415405
20,0.981666088104248,0.9206493496894836,0.9079803824424744
21,0.9667822122573853,0.8750598430633545,0.8518085479736328
22,0.9797449111938477,0.9212759733200073,0.9052205681800842
23,0.9734383225440979,0.9181174635887146,0.8916126489639282
24,0.9550999402999878,0.8583406805992126,0.8213961124420166
25,0.9568493366241455,0.9155058860778809,0.8861390948295593
26,0.9668152332305908,0.9160858392715454,0.895190954208374
27,0.9542937278747559,0.9065046906471252,0.8664754629135132
28,0.9611914753913879,0.92928147315979,0.891303300857544
29,0.947148323059082,0.9239258766174316,0.8682726621627808
30,0.9500837922096252,0.8816362023353577,0.83429354429245
31,0.9472346901893616,0.9051129817962646,0.8505285978317261
32,0.9584605097770691,0.9141931533813477,0.8653773069381714
33,0.9541041254997253,0.8456895351409912,0.790035605430603
34,0.9378651976585388,0.9199063181877136,0.8588117361068726
35,0.9451725482940674,0.8991187810897827,0.842494785785675
36,0.9441704750061035,0.8980040550231934,0.8296487331390381
37,0.9387166500091553,0.9290887117385864,0.861623227596283
38,0.9497603178024292,0.8425700068473816,0.7912163734436035
39,0.9395949840545654,0.871696949005127,0.8003572225570679
40,0.8766553401947021,0.8619333505630493,0.6996142268180847
41,0.942350447177887,0.8789231181144714,0.7963172197341919
42,0.9343690276145935,0.9094013571739197,0.8075399398803711
43,0.9618431329727173,0.8557950258255005,0.8140326738357544
44,0.9575082063674927,0.9141877889633179,0.8494657874107361
45,0.9230573177337646,0.886477530002594,0.7712843418121338
46,0.909477949142456,0.892608642578125,0.7940456867218018
47,0.9533923864364624,0.8201220035552979,0.7918766140937805
48,0.9566906690597534,0.8678820133209229,0.8035930395126343
49,0.9264744520187378,0.874711811542511,0.7829710841178894
50,0.9394434690475464,0.8705971240997314,0.8085570931434631
