Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median
0,0.999629020690918,0.9840292930603027,0.982805073261261
1,0.9997032880783081,0.9823770523071289,0.9817197322845459
2,0.9993665218353271,0.9827880263328552,0.9811908006668091
3,0.998154878616333,0.9764129519462585,0.9727967977523804
4,0.9961850047111511,0.975833535194397,0.9709776639938354
5,0.9899897575378418,0.9733667373657227,0.958950400352478
6,0.9710671305656433,0.9650166630744934,0.9318531155586243
7,0.9557715058326721,0.942462146282196,0.898729681968689
8,0.9453864097595215,0.9479531049728394,0.8853991031646729
9,0.9444405436515808,0.9476354122161865,0.8657670617103577
10,0.927371621131897,0.9322247505187988,0.815104603767395
11,0.9427114725112915,0.9135360717773438,0.8121297359466553
12,0.9462606906890869,0.8904407024383545,0.8016407489776611
13,0.9403321743011475,0.9049710035324097,0.8038334846496582
14,0.9276666641235352,0.8938416838645935,0.7978048920631409
15,0.9242682456970215,0.8795483112335205,0.7445616722106934
16,0.939802885055542,0.8580946922302246,0.7815183401107788
17,0.9435805678367615,0.8727494478225708,0.765214204788208
18,0.9510573148727417,0.8901720643043518,0.7957813739776611
19,0.9411609768867493,0.8887203931808472,0.7954970002174377
20,0.9573431015014648,0.8449724316596985,0.7630475759506226
21,0.9372203350067139,0.8755479454994202,0.7768503427505493
22,0.9481111764907837,0.8506227731704712,0.7498342990875244
23,0.9609193205833435,0.7995136380195618,0.7242209911346436
24,0.9484757781028748,0.8668906092643738,0.7816473245620728
25,0.9559009075164795,0.8459436893463135,0.7860032916069031
26,0.9617122411727905,0.8589204549789429,0.7908957600593567
27,0.9510428309440613,0.893911600112915,0.8033332824707031
28,0.953529953956604,0.8574347496032715,0.7641088366508484
29,0.9563605785369873,0.8476386666297913,0.7749574184417725
30,0.9481903314590454,0.8438766002655029,0.7463127374649048
31,0.9378879070281982,0.8532508611679077,0.7456992864608765
32,0.9458500146865845,0.8452360033988953,0.7669914960861206
33,0.9666836261749268,0.8413844108581543,0.7845765352249146
34,0.9640159010887146,0.820887565612793,0.7650123834609985
35,0.9597459435462952,0.8492673635482788,0.7751560211181641
36,0.9390028119087219,0.853344202041626,0.7634044885635376
37,0.9508073329925537,0.8667103052139282,0.7796581983566284
38,0.9530168771743774,0.8544132113456726,0.7750176787376404
39,0.9376227259635925,0.8352853059768677,0.7475751638412476
40,0.9204977750778198,0.7729793787002563,0.6619601249694824
41,0.9057152271270752,0.7462570071220398,0.615217387676239
42,0.9222644567489624,0.7972327470779419,0.697800874710083
43,0.9379304647445679,0.7802860140800476,0.7186497449874878
44,0.9379180669784546,0.8174087405204773,0.7327505350112915
45,0.9458404183387756,0.7644291520118713,0.7088356018066406
46,0.9446145296096802,0.8009097576141357,0.7131118178367615
47,0.9386364817619324,0.7535029649734497,0.6695442199707031
48,0.9597277641296387,0.7761927247047424,0.7121440172195435
49,0.9653078317642212,0.7503644227981567,0.7015194892883301
50,0.9586576223373413,0.7182503938674927,0.6494021415710449
