Step,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10,Class_11,Class_12,Class_13,Class_14
22,0.2,0.18421052631578946,0.25806451612903225,0.39285714285714285,0.3333333333333333,0.6190476190476191,0.21052631578947367,0.3125,0.4666666666666667,0.9090909090909091,0.9,1.0,1.0,1.0,1.0
23,0.15789473684210525,0.20512820512820512,0.2,0.5,0.36,0.5555555555555556,0.2857142857142857,0.4375,0.6666666666666666,0.9090909090909091,0.8888888888888888,1.0,1.0,1.0,0.0
24,0.23684210526315788,0.1794871794871795,0.22580645161290322,0.5,0.2962962962962963,0.65,0.08333333333333333,0.3333333333333333,0.42857142857142855,0.875,0.9,1.0,1.0,1.0,1.0
25,0.16216216216216217,0.1111111111111111,0.2777777777777778,0.45161290322580644,0.3181818181818182,0.6086956521739131,0.17647058823529413,0.4666666666666667,0.38461538461538464,0.8888888888888888,0.8333333333333334,1.0,1.0,1.0,1.0
26,0.21052631578947367,0.15789473684210525,0.20588235294117646,0.48148148148148145,0.2857142857142857,0.5789473684210527,0.21428571428571427,0.5833333333333334,0.4444444444444444,0.8333333333333334,0.8461538461538461,1.0,1.0,1.0,1.0
27,0.19444444444444445,0.13157894736842105,0.18181818181818182,0.3448275862068966,0.2692307692307692,0.5555555555555556,0.08333333333333333,0.5,0.35714285714285715,0.7272727272727273,0.8,1.0,1.0,1.0,1.0
28,0.17073170731707318,0.15625,0.1935483870967742,0.3333333333333333,0.2608695652173913,0.6111111111111112,0.1875,0.4117647058823529,0.35714285714285715,0.7272727272727273,0.8888888888888888,1.0,1.0,1.0,1.0
29,0.10810810810810811,0.14285714285714285,0.2903225806451613,0.4074074074074074,0.28,0.5238095238095238,0.21428571428571427,0.3888888888888889,0.35714285714285715,0.6363636363636364,0.75,1.0,1.0,1.0,1.0
30,0.16216216216216217,0.08333333333333333,0.25,0.34375,0.2692307692307692,0.52,0.13333333333333333,0.47058823529411764,0.4666666666666667,0.6666666666666666,0.7,1.0,1.0,1.0,1.0
31,0.12195121951219512,0.13513513513513514,0.24242424242424243,0.3333333333333333,0.17857142857142858,0.3888888888888889,0.1111111111111111,0.35714285714285715,0.4666666666666667,0.6363636363636364,0.7692307692307693,1.0,1.0,1.0,1.0
32,0.1,0.10810810810810811,0.2727272727272727,0.4444444444444444,0.25,0.38095238095238093,0.14285714285714285,0.4375,0.38461538461538464,0.6363636363636364,0.7692307692307693,1.0,1.0,1.0,1.0
33,0.10810810810810811,0.14705882352941177,0.1935483870967742,0.4642857142857143,0.16666666666666666,0.4166666666666667,0.14285714285714285,0.3684210526315789,0.4117647058823529,0.6,0.8333333333333334,1.0,1.0,1.0,1.0
34,0.10810810810810811,0.10810810810810811,0.23333333333333334,0.4827586206896552,0.17857142857142858,0.3157894736842105,0.07142857142857142,0.375,0.38461538461538464,0.5454545454545454,0.75,1.0,1.0,1.0,1.0
35,0.08108108108108109,0.13513513513513514,0.3125,0.4666666666666667,0.15384615384615385,0.3684210526315789,0.2,0.35294117647058826,0.4666666666666667,0.5454545454545454,0.8461538461538461,1.0,1.0,1.0,1.0
36,0.11627906976744186,0.08823529411764706,0.3225806451612903,0.36666666666666664,0.25,0.45,0.1111111111111111,0.3333333333333333,0.47058823529411764,0.6666666666666666,0.9090909090909091,1.0,1.0,1.0,1.0
37,0.05405405405405406,0.10526315789473684,0.3125,0.3870967741935484,0.2222222222222222,0.45,0.16666666666666666,0.1875,0.35294117647058826,0.45454545454545453,0.8888888888888888,1.0,1.0,1.0,1.0
38,0.10810810810810811,0.125,0.3333333333333333,0.42857142857142855,0.20833333333333334,0.38095238095238093,0.06666666666666667,0.25,0.5333333333333333,0.6,0.7272727272727273,1.0,1.0,1.0,1.0
39,0.0975609756097561,0.10810810810810811,0.28125,0.35714285714285715,0.2222222222222222,0.38095238095238093,0.07142857142857142,0.17647058823529413,0.3125,0.5,0.8181818181818182,1.0,1.0,0.8,1.0
40,0.10526315789473684,0.10810810810810811,0.25,0.375,0.24,0.36363636363636365,0.11764705882352941,0.25,0.23076923076923078,0.375,0.8181818181818182,1.0,1.0,0.8333333333333334,1.0
41,0.11428571428571428,0.10256410256410256,0.25,0.2962962962962963,0.18518518518518517,0.35,0.14285714285714285,0.2857142857142857,0.23529411764705882,0.4,0.6363636363636364,1.0,1.0,0.8571428571428571,1.0
42,0.10810810810810811,0.1,0.3333333333333333,0.3870967741935484,0.17391304347826086,0.3333333333333333,0.23076923076923078,0.1875,0.2,0.4444444444444444,0.7777777777777778,1.0,1.0,0.75,1.0
43,0.07692307692307693,0.08333333333333333,0.3,0.4375,0.16666666666666666,0.3157894736842105,0.1875,0.25,0.2777777777777778,0.6,0.7272727272727273,1.0,1.0,0.8,1.0
44,0.07692307692307693,0.06060606060606061,0.3333333333333333,0.43333333333333335,0.16,0.3333333333333333,0.13333333333333333,0.2,0.29411764705882354,0.5384615384615384,0.6923076923076923,1.0,1.0,0.8333333333333334,1.0
45,0.02702702702702703,0.10810810810810811,0.3103448275862069,0.5,0.17857142857142858,0.4444444444444444,0.13333333333333333,0.11764705882352941,0.17647058823529413,0.5,0.7272727272727273,1.0,1.0,1.0,0.0
46,0.1111111111111111,0.1282051282051282,0.29411764705882354,0.3793103448275862,0.125,0.38095238095238093,0.1111111111111111,0.21428571428571427,0.2777777777777778,0.2222222222222222,0.6666666666666666,1.0,1.0,1.0,1.0
47,0.1,0.10526315789473684,0.21875,0.4482758620689655,0.2222222222222222,0.3,0.21428571428571427,0.11764705882352941,0.2857142857142857,0.75,0.5,1.0,1.0,0.8333333333333334,1.0
48,0.16666666666666666,0.11764705882352941,0.1875,0.4074074074074074,0.16,0.3333333333333333,0.2,0.11764705882352941,0.2857142857142857,0.5,0.5,1.0,1.0,0.8333333333333334,1.0
49,0.1388888888888889,0.1,0.25,0.39285714285714285,0.16,0.3,0.17647058823529413,0.13333333333333333,0.2,0.5,0.4,1.0,1.0,0.8,1.0
50,0.1,0.09375,0.17857142857142858,0.32142857142857145,0.16666666666666666,0.4166666666666667,0.23076923076923078,0.14285714285714285,0.1875,0.4166666666666667,0.38461538461538464,1.0,1.0,1.0,1.0
