Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median
0,0.9997926950454712,0.9812487363815308,0.9811334609985352
1,0.9997897148132324,0.9807541370391846,0.980541467666626
2,0.9996227622032166,0.9805212020874023,0.9802330732345581
3,0.9995883107185364,0.9765351414680481,0.976493239402771
4,0.9996386766433716,0.9818314909934998,0.9818270206451416
5,0.999740719795227,0.9801791310310364,0.9806540012359619
6,0.9995484948158264,0.9838874340057373,0.9842226505279541
7,0.9996862411499023,0.9816384315490723,0.9822138547897339
8,0.9989992380142212,0.981830358505249,0.9820044636726379
9,0.9989060163497925,0.9837862253189087,0.9841125011444092
10,0.9991759061813354,0.978595495223999,0.9787777066230774
11,0.997532069683075,0.9747380018234253,0.9750387668609619
12,0.9975918531417847,0.9742141962051392,0.9741003513336182
13,0.9968951344490051,0.9757126569747925,0.9732903838157654
14,0.9941504001617432,0.9584255218505859,0.9524051547050476
15,0.9902509450912476,0.9493963122367859,0.9442671537399292
16,0.9923534989356995,0.941114068031311,0.9300361275672913
17,0.987858235836029,0.9528781175613403,0.9384075403213501
18,0.9872391223907471,0.9416487812995911,0.9214276075363159
19,0.9911207556724548,0.928958535194397,0.9079725742340088
20,0.9796589612960815,0.9312902688980103,0.8984955549240112
21,0.9762675166130066,0.9323683977127075,0.8914682865142822
22,0.9797248840332031,0.9208199977874756,0.8835004568099976
23,0.9872134923934937,0.893924355506897,0.8720577955245972
24,0.9883416891098022,0.9174538850784302,0.8884219527244568
25,0.9844516515731812,0.9059818983078003,0.8656550049781799
26,0.9905461072921753,0.9101191759109497,0.891051709651947
27,0.9838876724243164,0.8708775043487549,0.839192271232605
28,0.9865612387657166,0.8882794976234436,0.8597800731658936
29,0.9843510389328003,0.9129510521888733,0.8797365427017212
30,0.9901076555252075,0.9150305390357971,0.8914859890937805
31,0.99045729637146,0.8838632106781006,0.8567664623260498
32,0.9871008396148682,0.902461051940918,0.8695259094238281
33,0.9891611337661743,0.9047234654426575,0.8835700750350952
34,0.9879661798477173,0.9037337899208069,0.8772557973861694
35,0.9854297041893005,0.8477510213851929,0.8165336847305298
36,0.985304594039917,0.8537553548812866,0.8321093916893005
37,0.9835472106933594,0.8968048691749573,0.8712518215179443
38,0.982201874256134,0.8953896760940552,0.8651500940322876
39,0.9867598414421082,0.8746242523193359,0.8472098112106323
40,0.9706804156303406,0.8987669348716736,0.8432824611663818
41,0.984062671661377,0.894943356513977,0.8603490591049194
42,0.9797042608261108,0.8856803178787231,0.846779465675354
43,0.9835816621780396,0.8781581521034241,0.8421202898025513
44,0.983420729637146,0.8517202138900757,0.8166638016700745
45,0.9608546495437622,0.869513988494873,0.8056710958480835
46,0.9785370826721191,0.8540798425674438,0.8122355937957764
47,0.9719536304473877,0.8051623702049255,0.7596681118011475
48,0.9734743237495422,0.8445229530334473,0.7978293299674988
49,0.958965539932251,0.8657339215278625,0.7803440093994141
50,0.9583878517150879,0.8362596035003662,0.7731618881225586
