Step,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10,Class_11,Class_12,Class_13,Class_14
13,0.9719887971878052,0.9935587644577026,0.9036608934402466,0.8738532066345215,0.9358288645744324,0.6156351566314697,0.8996282815933228,0.8666666746139526,0.3405405282974243,0.03750000149011612,0.34306567907333374,0.0,0.1145833358168602,0.09210526198148727,0.14084507524967194
14,0.9674556255340576,0.9965397715568542,0.9004149436950684,0.8823529481887817,0.9277108311653137,0.6967741847038269,0.9312977194786072,0.9117646813392639,0.569767415523529,0.08974359184503555,0.4571428596973419,0.07547169923782349,0.12195122241973877,0.09302325546741486,0.1428571492433548
15,0.9692082405090332,0.9965517520904541,0.9026914834976196,0.875,0.9349112510681152,0.6925675868988037,0.94140625,0.9211822748184204,0.6589595079421997,0.14012739062309265,0.42424243688583374,0.0803571417927742,0.13953489065170288,0.10227272659540176,0.15714286267757416
16,0.9682996869087219,0.9860140085220337,0.9152542352676392,0.8883720636367798,0.9545454382896423,0.7785235047340393,0.9465649127960205,0.9298245906829834,0.8352941274642944,0.26923078298568726,0.42105263471603394,0.09259258955717087,0.1818181872367859,0.07692307978868484,0.20588235557079315
17,0.9657142758369446,0.9862306118011475,0.910788357257843,0.8684210777282715,0.9466292262077332,0.7898305058479309,0.953125,0.9230769276618958,0.8475610017776489,0.2721518874168396,0.4413793087005615,0.12280701845884323,0.1894736886024475,0.08860759437084198,0.19117647409439087
18,0.9685039520263672,0.9839228391647339,0.9076923131942749,0.8416289687156677,0.9315789341926575,0.7911392450332642,0.9772727489471436,0.9469026327133179,0.8878504633903503,0.34090909361839294,0.46666666865348816,0.14035087823867798,0.2641509473323822,0.1190476194024086,0.20000000298023224
19,0.9698629975318909,0.9814189076423645,0.907975435256958,0.8508557677268982,0.9347826242446899,0.7892976403236389,0.9767441749572754,0.9502262473106384,0.8865979313850403,0.38922154903411865,0.45652174949645996,0.11428571492433548,0.26595744490623474,0.1184210553765297,0.21052631735801697
20,0.9688385128974915,0.9773463010787964,0.9130434989929199,0.8545454740524292,0.9329608678817749,0.8086419701576233,0.976190447807312,0.947826087474823,0.9042553305625916,0.5066666603088379,0.4583333432674408,0.20000000298023224,0.27450981736183167,0.11627907305955887,0.1388888955116272
21,0.9674682021141052,0.974916398525238,0.9229248762130737,0.853210985660553,0.937158465385437,0.8225806355476379,0.9840637445449829,0.9601770043373108,0.9105263352394104,0.5170068144798279,0.4275362193584442,0.21551723778247833,0.2929292917251587,0.11363636702299118,0.13513512909412384
22,0.9536231756210327,0.9679487347602844,0.949999988079071,0.8612440228462219,0.932584285736084,0.8148148059844971,0.9838709831237793,0.942307710647583,0.9247311949729919,0.6309523582458496,0.47058823704719543,0.22807016968727112,0.27659574151039124,0.13636364042758942,0.21621622145175934
23,0.9567099809646606,0.9678972959518433,0.9427480697631836,0.8495370149612427,0.9279778599739075,0.8126984238624573,0.9760956168174744,0.9444444179534912,0.9319371581077576,0.6331360936164856,0.49253731966018677,0.21311475336551666,0.30927833914756775,0.1627907007932663,0.2142857164144516
24,0.9491018056869507,0.9644128084182739,0.9411764740943909,0.8461538553237915,0.939226508140564,0.8227847814559937,0.9769230484962463,0.9561403393745422,0.9569892287254333,0.7428571581840515,0.4769230782985687,0.1964285671710968,0.3488371968269348,0.2222222238779068,0.24242424964904785
25,0.9522431492805481,0.9689655303955078,0.9426877498626709,0.8524590134620667,0.9305555820465088,0.815047025680542,0.9775280952453613,0.9506726264953613,0.9304812550544739,0.7272727489471436,0.5149253606796265,0.21739129722118378,0.3586956560611725,0.23076923191547394,0.2142857164144516
26,0.9549295902252197,0.9623287916183472,0.9496123790740967,0.8483412265777588,0.9304812550544739,0.8136646151542664,0.9677419066429138,0.9339622855186462,0.9175257682800293,0.746835470199585,0.5735294222831726,0.29411765933036804,0.3400000035762787,0.20454545319080353,0.21212121844291687
27,0.9568965435028076,0.9666110277175903,0.9504950642585754,0.8647342920303345,0.9358288645744324,0.8101266026496887,0.9722222089767456,0.9288889169692993,0.9242424368858337,0.7437499761581421,0.5671641826629639,0.2710280418395996,0.3695652186870575,0.21176470816135406,0.20895522832870483
28,0.9616438150405884,0.966292142868042,0.9416342377662659,0.8625592589378357,0.9447513818740845,0.8104575276374817,0.9770992398262024,0.9300000071525574,0.9285714030265808,0.797468364238739,0.5151515007019043,0.3103448152542114,0.31707316637039185,0.3684210479259491,0.1818181872367859
29,0.9615384340286255,0.9640411138534546,0.9466403126716614,0.8695651888847351,0.9432432651519775,0.8201892971992493,0.9765625,0.931506872177124,0.9248554706573486,0.7961783409118652,0.5373134613037109,0.30434781312942505,0.3186813294887543,0.3827160596847534,0.2112676054239273
30,0.9615384340286255,0.9638158082962036,0.93388432264328,0.8701298832893372,0.9581151604652405,0.8476821184158325,0.9718309640884399,0.9304347634315491,0.918367326259613,0.8125,0.5384615659713745,0.33898305892944336,0.3191489279270172,0.4285714328289032,0.29729729890823364
31,0.9617486596107483,0.9645161032676697,0.9444444179534912,0.8775055408477783,0.9551451206207275,0.8530351519584656,0.97826087474823,0.9429824352264404,0.9259259104728699,0.7878788113594055,0.5579710006713867,0.359649121761322,0.31521740555763245,0.4047619104385376,0.27272728085517883
32,0.9643835425376892,0.9700000286102295,0.9450980424880981,0.8525345325469971,0.9438202381134033,0.8554216623306274,0.9694656729698181,0.9370078444480896,0.9270833134651184,0.7710843086242676,0.5373134613037109,0.2786885201931,0.3137255012989044,0.4318181872367859,0.25806450843811035
33,0.9640387296676636,0.9700499176979065,0.9418837428092957,0.8657407164573669,0.9555555582046509,0.8597561120986938,0.9609375,0.942148745059967,0.9308510422706604,0.7751479148864746,0.5597015023231506,0.31355932354927063,0.2989690601825714,0.42222222685813904,0.2985074520111084
34,0.9558823704719543,0.9831649661064148,0.9558233022689819,0.8636363744735718,0.9684210419654846,0.8695651888847351,0.9534883499145508,0.9174311757087708,0.945652186870575,0.7848101258277893,0.5671641826629639,0.41818180680274963,0.26530611515045166,0.4000000059604645,0.34285715222358704
35,0.9588068127632141,0.9799330830574036,0.951361894607544,0.8727678656578064,0.9699453711509705,0.871874988079071,0.9555555582046509,0.9279279112815857,0.9450549483299255,0.7643312215805054,0.5766423344612122,0.42241379618644714,0.27000001072883606,0.44999998807907104,0.37142857909202576
36,0.9672130942344666,0.9725086092948914,0.942307710647583,0.8967136144638062,0.957446813583374,0.8636363744735718,0.9774436354637146,0.9439252614974976,0.936170220375061,0.8072289228439331,0.5555555820465088,0.4035087823867798,0.30612245202064514,0.5365853905677795,0.375
37,0.965706467628479,0.9744898080825806,0.9369202256202698,0.8858447670936584,0.9681697487831116,0.8580645322799683,0.9696969985961914,0.9557521939277649,0.9365079402923584,0.8035714030265808,0.5602836608886719,0.41228070855140686,0.2929292917251587,0.5176470875740051,0.33766233921051025
38,0.9571428298950195,0.9691780805587769,0.9395161271095276,0.8973214030265808,0.9659090638160706,0.8726114630699158,0.9689922332763672,0.9642857313156128,0.9278350472450256,0.8048780560493469,0.5362318754196167,0.37288135290145874,0.3958333432674408,0.523809552192688,0.3333333432674408
39,0.9609484076499939,0.9713321924209595,0.9342359900474548,0.8914027214050293,0.9625668525695801,0.8662420511245728,0.9728682041168213,0.9684684872627258,0.9384615421295166,0.7916666865348816,0.5652173757553101,0.38333332538604736,0.36000001430511475,0.5421686768531799,0.3199999928474426
40,0.9658119678497314,0.9800664186477661,0.9495798349380493,0.8926829099655151,0.9560439586639404,0.8675496578216553,0.9685039520263672,0.9363636374473572,0.9479166865348816,0.7532467246055603,0.641791045665741,0.3333333432674408,0.3199999928474426,0.5476190447807312,0.3333333432674408
41,0.9654178619384766,0.9786535501480103,0.9459459185600281,0.8924205303192139,0.9615384340286255,0.8697068691253662,0.9763779640197754,0.9392523169517517,0.9365079402923584,0.7727272510528564,0.6285714507102966,0.315315306186676,0.2967033088207245,0.5529412031173706,0.3333333432674408
42,0.9654178619384766,0.979522168636322,0.9317269325256348,0.896039605140686,0.9715909361839294,0.8630136847496033,0.9661017060279846,0.9629629850387573,0.938144326210022,0.7532467246055603,0.5882353186607361,0.25999999046325684,0.3265306055545807,0.5384615659713745,0.3513513505458832
43,0.9676056504249573,0.9799330830574036,0.93824702501297,0.8957346081733704,0.9688385128974915,0.8685897588729858,0.972000002861023,0.9590908885002136,0.9487179517745972,0.7450980544090271,0.6028369069099426,0.2612612545490265,0.33695653080940247,0.5375000238418579,0.34246575832366943
44,0.9696969985961914,0.9765886068344116,0.9333333373069763,0.8981481194496155,0.9729729890823364,0.8733333349227905,0.9692307710647583,0.9576271176338196,0.9578947424888611,0.7560975551605225,0.6388888955116272,0.3174603283405304,0.28260868787765503,0.5111111402511597,0.3333333432674408
45,0.9678770899772644,0.9752066135406494,0.9257028102874756,0.8870587944984436,0.9724518060684204,0.8685120940208435,0.9652509689331055,0.9583333134651184,0.957446813583374,0.774193525314331,0.633093535900116,0.313043475151062,0.2688172161579132,0.5333333611488342,0.38461539149284363
46,0.9776536226272583,0.9802631735801697,0.9227941036224365,0.8828828930854797,0.9593908786773682,0.8590604066848755,0.9621211886405945,0.963302731513977,0.949999988079071,0.7647058963775635,0.6231883764266968,0.2711864411830902,0.3137255012989044,0.5249999761581421,0.3333333432674408
47,0.9792592525482178,0.9798319339752197,0.9257143139839172,0.8812351822853088,0.9589040875434875,0.8660130500793457,0.9593495726585388,0.9579439163208008,0.9637305736541748,0.7834395170211792,0.6307692527770996,0.3125,0.31182795763015747,0.5375000238418579,0.375
48,0.9710144996643066,0.9823943376541138,0.9268292784690857,0.8894008994102478,0.949999988079071,0.8741722106933594,0.9624060392379761,0.9553571343421936,0.9545454382896423,0.7804877758026123,0.6774193644523621,0.1964285671710968,0.3333333432674408,0.5405405163764954,0.35483869910240173
49,0.9710564613342285,0.9810671210289001,0.9277108311653137,0.8881118893623352,0.95652174949646,0.8758170008659363,0.9599999785423279,0.9555555582046509,0.9615384340286255,0.7810651063919067,0.6692913174629211,0.2410714328289032,0.3297872245311737,0.5526315569877625,0.34328359365463257
50,0.9724518060684204,0.9819494485855103,0.935742974281311,0.8733031749725342,0.9508196711540222,0.8802395462989807,0.9599999785423279,0.9537037014961243,0.9772727489471436,0.8170731663703918,0.6933333277702332,0.3035714328289032,0.3333333432674408,0.5609756112098694,0.375
