Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median
0,0.9998425245285034,0.9912812113761902,0.9908103346824646
1,0.9997187256813049,0.9905287623405457,0.989995539188385
2,0.9985939264297485,0.988344132900238,0.9863872528076172
3,0.9959511756896973,0.9863473176956177,0.983006477355957
4,0.9877344965934753,0.9861230254173279,0.9685623049736023
5,0.9809640049934387,0.9808145761489868,0.9517670273780823
6,0.974143385887146,0.9586333632469177,0.9184654355049133
7,0.9654855728149414,0.9514529705047607,0.8837376236915588
8,0.9342992305755615,0.9149247407913208,0.7812048196792603
9,0.9628379344940186,0.8987630009651184,0.7983694672584534
10,0.9547436833381653,0.8812064528465271,0.7626893520355225
11,0.9545878767967224,0.882978618144989,0.7808259725570679
12,0.931475818157196,0.88374263048172,0.7596961259841919
13,0.9412055015563965,0.885803759098053,0.7807801961898804
14,0.9303331971168518,0.8748133778572083,0.7676317691802979
15,0.9016408324241638,0.8746296167373657,0.7253998517990112
16,0.9299178123474121,0.8602259159088135,0.7533848285675049
17,0.9119699001312256,0.8521270751953125,0.7421817183494568
18,0.8822904825210571,0.8770475387573242,0.7127825021743774
19,0.9196969866752625,0.8804689645767212,0.7562819719314575
20,0.921584963798523,0.8719109296798706,0.7627614736557007
21,0.9341932535171509,0.8931821584701538,0.7914004325866699
22,0.9356952905654907,0.8945819139480591,0.7920482158660889
23,0.9417814016342163,0.9128301739692688,0.8392652273178101
24,0.930314838886261,0.9141485691070557,0.8205355405807495
25,0.903132438659668,0.886185348033905,0.740775465965271
26,0.9449439644813538,0.9040326476097107,0.8231524229049683
27,0.9388561844825745,0.9049155116081238,0.8252956867218018
28,0.9444790482521057,0.8985224962234497,0.8353597521781921
29,0.9507626891136169,0.9002689123153687,0.8246377110481262
30,0.9340612888336182,0.875220537185669,0.7418943643569946
31,0.9347555637359619,0.8638516068458557,0.7623825073242188
32,0.9337165355682373,0.8066149950027466,0.7115360498428345
33,0.9557586908340454,0.8291103839874268,0.7543740272521973
34,0.9290948510169983,0.8436305522918701,0.7018564939498901
35,0.9155609607696533,0.8670063018798828,0.7510038614273071
36,0.9522426128387451,0.8260431885719299,0.7080864906311035
37,0.9291025996208191,0.8148121237754822,0.6766717433929443
38,0.9457083940505981,0.8545180559158325,0.7450984120368958
39,0.9178311228752136,0.8331351280212402,0.7017985582351685
40,0.9466890692710876,0.8429652452468872,0.7240689992904663
41,0.9473493099212646,0.8455171585083008,0.7191157341003418
42,0.9027150869369507,0.8158192038536072,0.6475512385368347
43,0.9311290979385376,0.822601318359375,0.7308461666107178
44,0.9487231969833374,0.8123948574066162,0.7207873463630676
45,0.8686057925224304,0.7927703857421875,0.5881807804107666
46,0.9060816764831543,0.8225295543670654,0.6934987902641296
47,0.9039411544799805,0.8337200284004211,0.6774716973304749
48,0.9219561815261841,0.8363320231437683,0.6943696141242981
49,0.9166797399520874,0.81090247631073,0.6699272394180298
50,0.849960207939148,0.7534089088439941,0.49054211378097534
