step,Class_0_Body_Mean_Norm,Class_1_Body_Mean_Norm,Class_2_Body_Mean_Norm,Class_3_Body_Mean_Norm,Class_4_Body_Mean_Norm,Class_5_Body_Mean_Norm,Class_6_Body_Mean_Norm,Class_7_Body_Mean_Norm,Class_8_Body_Mean_Norm,Class_9_Body_Mean_Norm,Class_10_Body_Mean_Norm,Class_11_Body_Mean_Norm,Class_12_Body_Mean_Norm,Class_13_Body_Mean_Norm,Class_14_Body_Mean_Norm,Class_0_Head_Mean_Norm,Class_1_Head_Mean_Norm,Class_2_Head_Mean_Norm,Class_3_Head_Mean_Norm,Class_4_Head_Mean_Norm,Class_5_Head_Mean_Norm,Class_6_Head_Mean_Norm,Class_7_Head_Mean_Norm,Class_8_Head_Mean_Norm,Class_9_Head_Mean_Norm,Class_10_Head_Mean_Norm,Class_11_Head_Mean_Norm,Class_12_Head_Mean_Norm,Class_13_Head_Mean_Norm,Class_14_Head_Mean_Norm
0,186.5646471296038,188.44754246303015,175.48138318743025,171.20880889892578,149.23035866873605,137.99761090959822,141.45454788208008,127.41110556466239,117.2323849995931,115.9826774597168,120.54894892374675,93.91103668212891,85.08764139811198,90.47846412658691,125.45829010009766,186.5646471296038,188.44754682268416,175.48138100760323,171.20880889892578,149.23035866873605,137.99761090959822,141.45454788208008,127.41110556466239,117.2323849995931,115.98267364501953,120.54894892374675,93.91103668212891,85.08764139811198,90.47846412658691,125.45829010009766
1,177.41470772879464,177.40459442138672,173.13159234183175,164.83021218436105,150.66115025111608,133.4987280709403,136.39637580284705,122.2829099382673,124.71675491333008,117.59715366363525,120.99608265269886,93.24556045532226,83.20699214935303,100.15470886230469,106.03975296020508,177.30040740966797,177.21871294294084,172.79490716116769,164.69008200509208,150.6052017211914,133.13210242135185,136.37120349590595,122.25569697788784,124.67990938822429,117.5687370300293,120.97776100852273,93.13938369750977,83.11490154266357,100.08060128348214,105.99382019042969
2,119.346433367048,128.3934042794364,148.7052982875279,157.77735791887557,139.00398690359933,120.70395769391742,140.21438053676061,116.10746765136719,140.99079437255858,161.85856437683105,110.60873031616211,96.18730773925782,93.3031219482422,79.17434883117676,0.0,119.1319830758231,128.18456268310547,141.7752467564174,157.48255593436105,138.75418526785714,120.3549052647182,140.06888471330916,115.93362099783761,139.8134307861328,125.70451354980469,110.52966944376628,95.4933837890625,93.14991760253906,79.0203914642334,0.0
3,102.85877527509417,105.38732365199498,127.03723117283413,150.58231135777064,128.79288945879256,125.22301537649972,137.7439226422991,111.97524152483258,130.2724151611328,149.0033459133572,117.10259246826172,96.25438785552979,92.19739456176758,88.83275931222099,138.08139038085938,102.52908788408551,104.91585758754185,121.28438976832798,149.38884462629045,128.44760404314314,124.64532961164203,137.54889842442103,111.68267713274274,129.51131716641513,132.75536431206598,116.96372292258523,95.04386329650879,91.98089752197265,88.61588832310268,136.8487091064453
4,58.44564928327288,59.96642466953823,96.07126835414341,129.80071367536272,115.658447265625,113.28202710832868,125.57855006626674,115.36996332804362,169.8256098429362,161.51331329345703,120.23699951171875,98.76119079589844,85.04314575195312,92.69079780578613,0.0,57.94191469464983,59.618849073137554,92.33539308820453,129.4011492047991,115.29103088378906,111.9778311593192,125.1344233921596,115.00642267862956,169.28537241617838,161.1589241027832,107.48200378417968,97.35326385498047,83.78406524658203,88.31635665893555,0.0
5,53.63751220703125,49.065846715654644,84.83334187098912,118.22993441990444,103.95127923148019,117.82230268205915,126.07682745797294,108.90383852445163,160.23199335734049,159.76365852355957,119.7178955078125,101.92179361979167,95.1242805480957,90.9499274359809,107.00855255126953,53.21312659127371,48.45748315538679,82.72024481637138,117.57676151820591,103.60592767170498,116.69280896868024,125.64808409554618,107.96445758526141,159.6777572631836,157.95641326904297,113.10145721435546,100.29852294921875,91.86381454467774,88.22679222954645,106.90142822265625
6,40.159989493233816,20.30744198390416,79.95928512300763,85.6057014465332,87.75681781768799,118.79210989815849,141.10214538574218,113.45958964029948,185.0256601969401,151.18998260498046,118.18443806966145,119.52723693847656,96.9286117553711,96.38350486755371,92.75564575195312,39.77005876813616,20.066480704716273,79.26780918666294,84.21974836077008,87.20841680254254,115.63283320835659,139.90921478271486,112.71954981486003,184.31517283121744,149.7649932861328,117.002259572347,117.5440673828125,95.58333778381348,96.16877746582031,92.5306167602539
7,35.16279569693974,20.42029665197645,81.36472589629037,81.83384159633091,80.83964014053345,113.59493269239154,121.29306093851726,103.88675777728741,178.71996053059897,149.96692742241754,109.71144040425618,119.3369255065918,95.52237447102864,98.8653098212348,92.8720932006836,34.844164099012104,20.185136914253235,80.48706354413714,80.52093151637486,80.39371749332973,111.64599568503243,120.48434702555339,103.33121549166165,178.04054896036783,148.8417477077908,108.90792655944824,117.69327735900879,94.76543850368924,97.90921190049913,92.58728408813477
8,26.15480044909886,11.379020537648882,92.05934688023159,68.49711489677429,63.97990679740906,113.29118837629046,111.03833443777901,99.28145163399833,160.04265703473772,123.07420959472657,112.60008239746094,111.8968292236328,89.05953407287598,101.77672576904297,141.955078125,25.95499508721488,11.261118650436401,91.21070970807757,67.48805155072894,63.5329715864999,111.32342420305524,110.26276179722377,98.80838012695312,159.41442217145647,122.62281188964843,111.99299240112305,110.42282562255859,88.62985801696777,100.22343190511067,141.57017517089844
9,24.221996345690318,12.971648258822304,82.81527846200126,74.07777903761182,62.973727992602754,115.27974782671247,93.93788773672921,95.5056882585798,168.2375687819261,140.8613221910265,109.28900423916903,118.0033671061198,94.8818130493164,106.78460257393974,124.26715850830078,23.99749250922884,12.836299406630653,81.84485258374896,72.55956608908517,62.504620858601164,112.361996786935,93.35301521846226,94.98427363804409,167.56443962684045,139.99558851453992,108.03213015469638,116.15654161241319,93.65565999348958,105.34942844935826,123.91433334350586
10,15.127865621021815,14.86698227269309,77.97488832473755,65.25642163412911,55.07139669145857,123.40538297380719,77.65755244663784,75.89145823887416,161.59788258870444,138.14842529296874,111.04980150858562,122.84364891052246,96.08209075927735,101.15643882751465,142.098876953125,14.944021429334368,14.731273182800837,77.19144662221272,64.0292421068464,54.65003967285156,122.12274714878627,77.11654009137835,75.44035938807896,160.94189834594727,136.60802459716797,109.40430386861165,120.62528991699219,94.50928649902343,99.5333023071289,141.62684631347656
