Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median
0,0.9998178482055664,0.9773507118225098,0.977506160736084
1,0.9999333620071411,0.9782764911651611,0.9780669212341309
2,0.9998656511306763,0.9729099273681641,0.9728893637657166
3,0.9998378753662109,0.9721987247467041,0.9720073342323303
4,0.9923332929611206,0.9635475873947144,0.9440301060676575
5,0.9996954798698425,0.973039984703064,0.9721714854240417
6,0.999586820602417,0.970950722694397,0.9705504179000854
7,0.9987792372703552,0.9607831239700317,0.9593750238418579
8,0.9983235597610474,0.9748157262802124,0.9725237488746643
9,0.9963716268539429,0.9694136381149292,0.9646795988082886
10,0.996766984462738,0.9686907529830933,0.9646246433258057
11,0.9960486888885498,0.9550608396530151,0.9523419737815857
12,0.9961918592453003,0.9531915187835693,0.9498339295387268
13,0.9935958385467529,0.9182578921318054,0.9148666858673096
14,0.9922454357147217,0.9239887595176697,0.9197063446044922
15,0.9928048849105835,0.9293006062507629,0.9216305017471313
16,0.9919724464416504,0.9393947720527649,0.9346627593040466
17,0.9922040700912476,0.9347922801971436,0.9283130168914795
18,0.9873899221420288,0.9442001581192017,0.9381473064422607
19,0.9846106767654419,0.9416248202323914,0.9309808015823364
20,0.9845069646835327,0.9184572696685791,0.9033746719360352
21,0.990484893321991,0.9401645660400391,0.9313817024230957
22,0.9856839179992676,0.9353448152542114,0.9264278411865234
23,0.97617506980896,0.9274853467941284,0.9040942192077637
24,0.9840773940086365,0.9132865071296692,0.9007004499435425
25,0.9830220937728882,0.9317030906677246,0.9170625805854797
26,0.978725790977478,0.9370541572570801,0.9251821041107178
27,0.9717062711715698,0.9325611591339111,0.9089298844337463
28,0.9737999439239502,0.9471096992492676,0.9246073365211487
29,0.9746816158294678,0.9286250472068787,0.9054754972457886
30,0.9633006453514099,0.8906090259552002,0.8543640375137329
31,0.9737846851348877,0.9480480551719666,0.9264156222343445
32,0.9727890491485596,0.9379715323448181,0.9099408388137817
33,0.9729146957397461,0.9337976574897766,0.9076812267303467
34,0.9758614897727966,0.9145305752754211,0.8965232372283936
35,0.9757720232009888,0.9534875154495239,0.9329756498336792
36,0.9778472781181335,0.9578658938407898,0.9383467435836792
37,0.9715458154678345,0.9535129070281982,0.9291027188301086
38,0.9738746881484985,0.9207695126533508,0.8966895341873169
39,0.9717501401901245,0.9460558891296387,0.9195431470870972
40,0.9760220050811768,0.9418017268180847,0.9147893786430359
41,0.957801878452301,0.9545021057128906,0.8973586559295654
42,0.9593148231506348,0.9548399448394775,0.9122729301452637
43,0.9456619024276733,0.950494110584259,0.8833638429641724
44,0.9644203186035156,0.9371345043182373,0.8895516991615295
45,0.9523961544036865,0.9568701982498169,0.8934564590454102
46,0.9632675051689148,0.9271097183227539,0.8780741691589355
47,0.9449292421340942,0.8388523459434509,0.7627502083778381
48,0.9670587778091431,0.9368560314178467,0.8867555856704712
49,0.9501645565032959,0.8944488763809204,0.822664737701416
50,0.9786603450775146,0.9342753887176514,0.9013742804527283
